relationship_id,source_entity_id,target_entity_id,relationship_type,ground_truth_status
REL_005190,PERSON_0010,PERSON_1008,TRANSFERRED_MONEY,UNKNOWN
REL_005191,PERSON_0131,PERSON_0528,TRANSFERRED_MONEY,UNKNOWN
REL_005192,PERSON_0339,PERSON_0948,TRANSFERRED_MONEY,LIKELY
REL_005193,PERSON_0112,PERSON_0873,TRANSFERRED_MONEY,WEAK
REL_005194,PERSON_0519,PERSON_0977,TRANSFERRED_MONEY,LIKELY
REL_005195,PERSON_0114,PERSON_0965,TRANSFERRED_MONEY,WEAK
REL_005196,PERSON_0008,PERSON_0306,TRANSFERRED_MONEY,LIKELY
REL_005197,PERSON_0854,PERSON_1405,TRANSFERRED_MONEY,WEAK
REL_005198,PERSON_0460,PERSON_1038,TRANSFERRED_MONEY,LIKELY
REL_005199,PERSON_0363,PERSON_0745,TRANSFERRED_MONEY,LIKELY
REL_005200,PERSON_0757,PERSON_1459,TRANSFERRED_MONEY,LIKELY
REL_005201,PERSON_0948,PERSON_1022,TRANSFERRED_MONEY,LIKELY
REL_005202,PERSON_0139,PERSON_0307,TRANSFERRED_MONEY,UNKNOWN
REL_005203,PERSON_0518,PERSON_0705,TRANSFERRED_MONEY,UNKNOWN
REL_005204,PERSON_0363,PERSON_1261,TRANSFERRED_MONEY,LIKELY
REL_005205,PERSON_0360,PERSON_1404,TRANSFERRED_MONEY,WEAK
REL_005206,PERSON_0087,PERSON_1495,TRANSFERRED_MONEY,WEAK
REL_005207,PERSON_0347,PERSON_0792,TRANSFERRED_MONEY,UNKNOWN
REL_005208,PERSON_1160,PERSON_1331,TRANSFERRED_MONEY,UNKNOWN
REL_005209,PERSON_1140,PERSON_1337,TRANSFERRED_MONEY,WEAK
REL_005210,PERSON_0445,PERSON_0669,TRANSFERRED_MONEY,UNKNOWN
REL_005211,PERSON_0446,PERSON_1251,TRANSFERRED_MONEY,WEAK
REL_005212,PERSON_0416,PERSON_1369,TRANSFERRED_MONEY,LIKELY
REL_005213,PERSON_1026,PERSON_1044,TRANSFERRED_MONEY,UNKNOWN
REL_005214,PERSON_0109,PERSON_1225,TRANSFERRED_MONEY,LIKELY
REL_005215,PERSON_0065,PERSON_0591,TRANSFERRED_MONEY,WEAK
REL_005216,PERSON_0956,PERSON_1169,TRANSFERRED_MONEY,UNKNOWN
REL_005217,PERSON_0514,PERSON_0599,TRANSFERRED_MONEY,LIKELY
REL_005218,PERSON_0729,PERSON_0763,TRANSFERRED_MONEY,UNKNOWN
REL_005219,PERSON_0706,PERSON_1263,TRANSFERRED_MONEY,UNKNOWN
REL_005220,PERSON_0057,PERSON_1436,TRANSFERRED_MONEY,LIKELY
REL_005221,PERSON_0841,PERSON_1323,TRANSFERRED_MONEY,LIKELY
REL_005222,PERSON_0456,PERSON_0468,TRANSFERRED_MONEY,WEAK
REL_005223,PERSON_0389,PERSON_0754,TRANSFERRED_MONEY,LIKELY
REL_005224,PERSON_0517,PERSON_1175,TRANSFERRED_MONEY,LIKELY
REL_005225,PERSON_0383,PERSON_1219,TRANSFERRED_MONEY,LIKELY
REL_005226,PERSON_0160,PERSON_0417,TRANSFERRED_MONEY,LIKELY
REL_005227,PERSON_0680,PERSON_0761,TRANSFERRED_MONEY,LIKELY
REL_005228,PERSON_0065,PERSON_0315,TRANSFERRED_MONEY,WEAK
REL_005229,PERSON_0285,PERSON_0524,TRANSFERRED_MONEY,UNKNOWN
REL_005230,PERSON_1221,PERSON_1228,TRANSFERRED_MONEY,UNKNOWN
REL_005231,PERSON_0644,PERSON_1196,TRANSFERRED_MONEY,UNKNOWN
REL_005232,PERSON_0800,PERSON_0952,TRANSFERRED_MONEY,UNKNOWN
REL_005233,PERSON_0069,PERSON_0867,TRANSFERRED_MONEY,WEAK
REL_005234,PERSON_0854,PERSON_1296,TRANSFERRED_MONEY,WEAK
REL_005235,PERSON_0453,PERSON_1202,TRANSFERRED_MONEY,WEAK
REL_005236,PERSON_0544,PERSON_0721,TRANSFERRED_MONEY,UNKNOWN
REL_005237,PERSON_0105,PERSON_0502,TRANSFERRED_MONEY,UNKNOWN
REL_005238,PERSON_0042,PERSON_1490,TRANSFERRED_MONEY,WEAK
REL_005239,PERSON_0065,PERSON_0611,TRANSFERRED_MONEY,UNKNOWN
REL_005240,PERSON_0358,PERSON_0650,TRANSFERRED_MONEY,WEAK
REL_005241,PERSON_1303,PERSON_1478,TRANSFERRED_MONEY,WEAK
REL_005242,PERSON_0660,PERSON_1490,TRANSFERRED_MONEY,LIKELY
REL_005243,PERSON_0071,PERSON_1207,TRANSFERRED_MONEY,LIKELY
REL_005244,PERSON_0936,PERSON_1201,TRANSFERRED_MONEY,UNKNOWN
REL_005245,PERSON_0751,PERSON_1248,TRANSFERRED_MONEY,WEAK
REL_005246,PERSON_0190,PERSON_1158,TRANSFERRED_MONEY,UNKNOWN
REL_005247,PERSON_0504,PERSON_1206,TRANSFERRED_MONEY,UNKNOWN
REL_005248,PERSON_1133,PERSON_1243,TRANSFERRED_MONEY,UNKNOWN
REL_005249,PERSON_0089,PERSON_1000,TRANSFERRED_MONEY,UNKNOWN
REL_005250,PERSON_0348,PERSON_0358,TRANSFERRED_MONEY,UNKNOWN
REL_005251,PERSON_0211,PERSON_0732,TRANSFERRED_MONEY,LIKELY
REL_005252,PERSON_1190,PERSON_1413,TRANSFERRED_MONEY,WEAK
REL_005253,PERSON_0727,PERSON_0857,TRANSFERRED_MONEY,UNKNOWN
REL_005254,PERSON_0882,PERSON_1372,TRANSFERRED_MONEY,LIKELY
REL_005255,PERSON_0097,PERSON_0673,TRANSFERRED_MONEY,WEAK
REL_005256,PERSON_0896,PERSON_0931,TRANSFERRED_MONEY,UNKNOWN
REL_005257,PERSON_1106,PERSON_1300,TRANSFERRED_MONEY,UNKNOWN
REL_005258,PERSON_0676,PERSON_0692,TRANSFERRED_MONEY,LIKELY
REL_005259,PERSON_0264,PERSON_0405,TRANSFERRED_MONEY,LIKELY
REL_005260,PERSON_0031,PERSON_0587,TRANSFERRED_MONEY,WEAK
REL_005261,PERSON_0340,PERSON_0661,TRANSFERRED_MONEY,WEAK
REL_005262,PERSON_0200,PERSON_0427,TRANSFERRED_MONEY,WEAK
REL_005263,PERSON_0071,PERSON_1183,TRANSFERRED_MONEY,UNKNOWN
REL_005264,PERSON_0210,PERSON_0841,TRANSFERRED_MONEY,UNKNOWN
REL_005265,PERSON_0699,PERSON_0839,TRANSFERRED_MONEY,WEAK
REL_005266,PERSON_1219,PERSON_1479,TRANSFERRED_MONEY,LIKELY
REL_005267,PERSON_0442,PERSON_0971,TRANSFERRED_MONEY,UNKNOWN
REL_005268,PERSON_0539,PERSON_0665,TRANSFERRED_MONEY,LIKELY
REL_005269,PERSON_0785,PERSON_1337,TRANSFERRED_MONEY,WEAK
REL_005270,PERSON_0068,PERSON_1166,TRANSFERRED_MONEY,LIKELY
REL_005271,PERSON_0701,PERSON_1227,TRANSFERRED_MONEY,UNKNOWN
REL_005272,PERSON_0020,PERSON_0937,TRANSFERRED_MONEY,WEAK
REL_005273,PERSON_0469,PERSON_0595,TRANSFERRED_MONEY,LIKELY
REL_005274,PERSON_0290,PERSON_0558,TRANSFERRED_MONEY,UNKNOWN
REL_005275,PERSON_0432,PERSON_1334,TRANSFERRED_MONEY,WEAK
REL_005276,PERSON_0573,PERSON_1352,TRANSFERRED_MONEY,WEAK
REL_005277,PERSON_0716,PERSON_1142,TRANSFERRED_MONEY,UNKNOWN
REL_005278,PERSON_0281,PERSON_0894,TRANSFERRED_MONEY,LIKELY
REL_005279,PERSON_0883,PERSON_1424,TRANSFERRED_MONEY,UNKNOWN
REL_005280,PERSON_0737,PERSON_1313,TRANSFERRED_MONEY,UNKNOWN
REL_005281,PERSON_0141,PERSON_1007,TRANSFERRED_MONEY,LIKELY
REL_005282,PERSON_0908,PERSON_1273,TRANSFERRED_MONEY,LIKELY
REL_005283,PERSON_0046,PERSON_0214,TRANSFERRED_MONEY,UNKNOWN
REL_005284,PERSON_0982,PERSON_1281,TRANSFERRED_MONEY,UNKNOWN
REL_005285,PERSON_0065,PERSON_0285,TRANSFERRED_MONEY,WEAK
REL_005286,PERSON_0200,PERSON_1363,TRANSFERRED_MONEY,WEAK
REL_005287,PERSON_0345,PERSON_1217,TRANSFERRED_MONEY,WEAK
REL_005288,PERSON_0661,PERSON_0986,TRANSFERRED_MONEY,UNKNOWN
REL_005289,PERSON_0709,PERSON_0749,TRANSFERRED_MONEY,UNKNOWN
REL_005290,PERSON_0110,PERSON_1345,TRANSFERRED_MONEY,UNKNOWN
REL_005291,PERSON_0539,PERSON_1363,TRANSFERRED_MONEY,LIKELY
REL_005292,PERSON_1127,PERSON_1213,TRANSFERRED_MONEY,UNKNOWN
REL_005293,PERSON_0809,PERSON_1140,TRANSFERRED_MONEY,UNKNOWN
REL_005294,PERSON_0785,PERSON_0876,TRANSFERRED_MONEY,UNKNOWN
REL_005295,PERSON_0693,PERSON_1448,TRANSFERRED_MONEY,UNKNOWN
REL_005296,PERSON_0411,PERSON_1229,TRANSFERRED_MONEY,UNKNOWN
REL_005297,PERSON_0107,PERSON_0651,TRANSFERRED_MONEY,UNKNOWN
REL_005298,PERSON_0044,PERSON_1129,TRANSFERRED_MONEY,WEAK
REL_005299,PERSON_1128,PERSON_1352,TRANSFERRED_MONEY,UNKNOWN
REL_005300,PERSON_0253,PERSON_1078,TRANSFERRED_MONEY,LIKELY
REL_005301,PERSON_0197,PERSON_1140,TRANSFERRED_MONEY,UNKNOWN
REL_005302,PERSON_0748,PERSON_0839,TRANSFERRED_MONEY,UNKNOWN
REL_005303,PERSON_0799,PERSON_0886,TRANSFERRED_MONEY,WEAK
REL_005304,PERSON_0152,PERSON_1440,TRANSFERRED_MONEY,WEAK
REL_005305,PERSON_0971,PERSON_1105,TRANSFERRED_MONEY,WEAK
REL_005306,PERSON_0755,PERSON_1206,TRANSFERRED_MONEY,UNKNOWN
REL_005307,PERSON_0631,PERSON_0976,TRANSFERRED_MONEY,WEAK
REL_005308,PERSON_0962,PERSON_1104,TRANSFERRED_MONEY,WEAK
REL_005309,PERSON_0139,PERSON_0417,TRANSFERRED_MONEY,WEAK
REL_005310,PERSON_0431,PERSON_1077,TRANSFERRED_MONEY,UNKNOWN
REL_005311,PERSON_0620,PERSON_0780,TRANSFERRED_MONEY,LIKELY
REL_005312,PERSON_0221,PERSON_0238,TRANSFERRED_MONEY,UNKNOWN
REL_005313,PERSON_0225,PERSON_1050,TRANSFERRED_MONEY,LIKELY
REL_005314,PERSON_0233,PERSON_1071,TRANSFERRED_MONEY,LIKELY
REL_005315,PERSON_0597,PERSON_0772,TRANSFERRED_MONEY,LIKELY
REL_005316,PERSON_0375,PERSON_1217,TRANSFERRED_MONEY,LIKELY
REL_005317,PERSON_0755,PERSON_0814,TRANSFERRED_MONEY,WEAK
REL_005318,PERSON_1140,PERSON_1443,TRANSFERRED_MONEY,LIKELY
REL_005319,PERSON_0221,PERSON_0551,TRANSFERRED_MONEY,LIKELY
REL_005320,PERSON_0621,PERSON_1228,TRANSFERRED_MONEY,WEAK
REL_005321,PERSON_1307,PERSON_1331,TRANSFERRED_MONEY,WEAK
REL_005322,PERSON_0558,PERSON_0621,TRANSFERRED_MONEY,LIKELY
REL_005323,PERSON_0599,PERSON_0733,TRANSFERRED_MONEY,UNKNOWN
REL_005324,PERSON_0652,PERSON_0948,TRANSFERRED_MONEY,WEAK
REL_005325,PERSON_0174,PERSON_1179,TRANSFERRED_MONEY,WEAK
REL_005326,PERSON_0899,PERSON_1231,TRANSFERRED_MONEY,LIKELY
REL_005327,PERSON_0663,PERSON_0900,TRANSFERRED_MONEY,UNKNOWN
REL_005328,PERSON_0238,PERSON_0243,TRANSFERRED_MONEY,UNKNOWN
REL_005329,PERSON_0713,PERSON_1009,TRANSFERRED_MONEY,UNKNOWN
REL_005330,PERSON_0716,PERSON_1331,TRANSFERRED_MONEY,WEAK
REL_005331,PERSON_0854,PERSON_1469,TRANSFERRED_MONEY,LIKELY
REL_005332,PERSON_0701,PERSON_1026,TRANSFERRED_MONEY,LIKELY
REL_005333,PERSON_0311,PERSON_0490,TRANSFERRED_MONEY,UNKNOWN
REL_005334,PERSON_0253,PERSON_0644,TRANSFERRED_MONEY,UNKNOWN
REL_005335,PERSON_0671,PERSON_0914,TRANSFERRED_MONEY,LIKELY
REL_005336,PERSON_0349,PERSON_1238,TRANSFERRED_MONEY,LIKELY
REL_005337,PERSON_0436,PERSON_0570,TRANSFERRED_MONEY,WEAK
REL_005338,PERSON_0719,PERSON_0796,TRANSFERRED_MONEY,UNKNOWN
REL_005339,PERSON_0319,PERSON_1050,TRANSFERRED_MONEY,WEAK
REL_005340,PERSON_0532,PERSON_1318,TRANSFERRED_MONEY,LIKELY
REL_005341,PERSON_1024,PERSON_1251,TRANSFERRED_MONEY,WEAK
REL_005342,PERSON_0534,PERSON_0611,TRANSFERRED_MONEY,LIKELY
REL_005343,PERSON_0052,PERSON_1040,TRANSFERRED_MONEY,WEAK
REL_005344,PERSON_0126,PERSON_0557,TRANSFERRED_MONEY,UNKNOWN
REL_005345,PERSON_1064,PERSON_1245,TRANSFERRED_MONEY,WEAK
REL_005346,PERSON_0810,PERSON_1026,TRANSFERRED_MONEY,LIKELY
REL_005347,PERSON_0766,PERSON_0787,TRANSFERRED_MONEY,LIKELY
REL_005348,PERSON_0081,PERSON_0851,TRANSFERRED_MONEY,UNKNOWN
REL_005349,PERSON_0315,PERSON_1243,TRANSFERRED_MONEY,UNKNOWN
REL_005350,PERSON_0594,PERSON_1068,TRANSFERRED_MONEY,UNKNOWN
REL_005351,PERSON_0320,PERSON_1238,TRANSFERRED_MONEY,UNKNOWN
REL_005352,PERSON_0081,PERSON_0864,TRANSFERRED_MONEY,LIKELY
REL_005353,PERSON_0211,PERSON_0404,TRANSFERRED_MONEY,UNKNOWN
REL_005354,PERSON_0666,PERSON_1496,TRANSFERRED_MONEY,LIKELY
REL_005355,PERSON_0105,PERSON_1317,TRANSFERRED_MONEY,WEAK
REL_005356,PERSON_0386,PERSON_0705,TRANSFERRED_MONEY,UNKNOWN
REL_005357,PERSON_0141,PERSON_0195,TRANSFERRED_MONEY,WEAK
REL_005358,PERSON_1380,PERSON_1485,TRANSFERRED_MONEY,WEAK
REL_005359,PERSON_0877,PERSON_1233,TRANSFERRED_MONEY,WEAK
REL_005360,PERSON_0333,PERSON_1468,TRANSFERRED_MONEY,UNKNOWN
REL_005361,PERSON_0660,PERSON_1300,TRANSFERRED_MONEY,UNKNOWN
REL_005362,PERSON_0696,PERSON_1114,TRANSFERRED_MONEY,WEAK
REL_005363,PERSON_0692,PERSON_1290,TRANSFERRED_MONEY,LIKELY
REL_005364,PERSON_0466,PERSON_0545,TRANSFERRED_MONEY,LIKELY
REL_005365,PERSON_1096,PERSON_1209,TRANSFERRED_MONEY,UNKNOWN
REL_005366,PERSON_0675,PERSON_1122,TRANSFERRED_MONEY,LIKELY
REL_005367,PERSON_0436,PERSON_0903,TRANSFERRED_MONEY,WEAK
REL_005368,PERSON_1201,PERSON_1331,TRANSFERRED_MONEY,UNKNOWN
REL_005369,PERSON_0544,PERSON_1022,TRANSFERRED_MONEY,LIKELY
REL_005370,PERSON_0474,PERSON_1336,TRANSFERRED_MONEY,LIKELY
REL_005371,PERSON_0551,PERSON_0798,TRANSFERRED_MONEY,LIKELY
REL_005372,PERSON_0311,PERSON_1482,TRANSFERRED_MONEY,WEAK
REL_005373,PERSON_0427,PERSON_1496,TRANSFERRED_MONEY,UNKNOWN
REL_005374,PERSON_0889,PERSON_1012,TRANSFERRED_MONEY,UNKNOWN
REL_005375,PERSON_0345,PERSON_1206,TRANSFERRED_MONEY,WEAK
REL_005376,PERSON_0005,PERSON_0348,TRANSFERRED_MONEY,WEAK
REL_005377,PERSON_0676,PERSON_0863,TRANSFERRED_MONEY,UNKNOWN
REL_005378,PERSON_0524,PERSON_0547,TRANSFERRED_MONEY,UNKNOWN
REL_005379,PERSON_0025,PERSON_0705,TRANSFERRED_MONEY,LIKELY
REL_005380,PERSON_0950,PERSON_1479,TRANSFERRED_MONEY,LIKELY
REL_005381,PERSON_0201,PERSON_1042,TRANSFERRED_MONEY,LIKELY
REL_005382,PERSON_0089,PERSON_1264,TRANSFERRED_MONEY,LIKELY
REL_005383,PERSON_0622,PERSON_0769,TRANSFERRED_MONEY,WEAK
REL_005384,PERSON_0124,PERSON_1482,TRANSFERRED_MONEY,UNKNOWN
REL_005385,PERSON_0007,PERSON_0451,TRANSFERRED_MONEY,WEAK
REL_005386,PERSON_0881,PERSON_1146,TRANSFERRED_MONEY,UNKNOWN
REL_005387,PERSON_0153,PERSON_0319,TRANSFERRED_MONEY,UNKNOWN
REL_005388,PERSON_0064,PERSON_1159,TRANSFERRED_MONEY,WEAK
REL_005389,PERSON_0579,PERSON_1151,TRANSFERRED_MONEY,WEAK
REL_005390,PERSON_1318,PERSON_1499,TRANSFERRED_MONEY,UNKNOWN
REL_005391,PERSON_0904,PERSON_0950,TRANSFERRED_MONEY,UNKNOWN
REL_005392,PERSON_0839,PERSON_1107,TRANSFERRED_MONEY,WEAK
REL_005393,PERSON_0650,PERSON_1331,TRANSFERRED_MONEY,UNKNOWN
REL_005394,PERSON_0167,PERSON_0758,TRANSFERRED_MONEY,UNKNOWN
REL_005395,PERSON_1029,PERSON_1127,TRANSFERRED_MONEY,WEAK
REL_005396,PERSON_0809,PERSON_1209,TRANSFERRED_MONEY,WEAK
REL_005397,PERSON_0347,PERSON_0465,TRANSFERRED_MONEY,LIKELY
REL_005398,PERSON_0634,PERSON_0909,TRANSFERRED_MONEY,WEAK
REL_005399,PERSON_1248,PERSON_1396,TRANSFERRED_MONEY,UNKNOWN
REL_005400,PERSON_0535,PERSON_1003,TRANSFERRED_MONEY,UNKNOWN
REL_005401,PERSON_0452,PERSON_1105,TRANSFERRED_MONEY,UNKNOWN
REL_005402,PERSON_0551,PERSON_1152,TRANSFERRED_MONEY,WEAK
REL_005403,PERSON_0692,PERSON_1303,TRANSFERRED_MONEY,UNKNOWN
REL_005404,PERSON_0945,PERSON_1048,TRANSFERRED_MONEY,WEAK
REL_005405,PERSON_0320,PERSON_0796,TRANSFERRED_MONEY,LIKELY
REL_005406,PERSON_1178,PERSON_1459,TRANSFERRED_MONEY,UNKNOWN
REL_005407,PERSON_0109,PERSON_0965,TRANSFERRED_MONEY,LIKELY
REL_005408,PERSON_0486,PERSON_0851,TRANSFERRED_MONEY,WEAK
REL_005409,PERSON_0974,PERSON_1133,TRANSFERRED_MONEY,WEAK
REL_005410,PERSON_0455,PERSON_0509,TRANSFERRED_MONEY,LIKELY
REL_005411,PERSON_0250,PERSON_0961,TRANSFERRED_MONEY,LIKELY
REL_005412,PERSON_0748,PERSON_0790,TRANSFERRED_MONEY,UNKNOWN
REL_005413,PERSON_0900,PERSON_1105,TRANSFERRED_MONEY,LIKELY
REL_005414,PERSON_1046,PERSON_1104,TRANSFERRED_MONEY,UNKNOWN
REL_005415,PERSON_0083,PERSON_0528,TRANSFERRED_MONEY,UNKNOWN
REL_005416,PERSON_0141,PERSON_0945,TRANSFERRED_MONEY,WEAK
REL_005417,PERSON_0049,PERSON_0328,TRANSFERRED_MONEY,UNKNOWN
REL_005418,PERSON_0271,PERSON_0410,TRANSFERRED_MONEY,UNKNOWN
REL_005419,PERSON_0899,PERSON_0900,TRANSFERRED_MONEY,UNKNOWN
REL_005420,PERSON_0594,PERSON_0817,TRANSFERRED_MONEY,WEAK
REL_005421,PERSON_0903,PERSON_1356,TRANSFERRED_MONEY,UNKNOWN
REL_005422,PERSON_0253,PERSON_1402,TRANSFERRED_MONEY,WEAK
REL_005423,PERSON_0281,PERSON_0352,TRANSFERRED_MONEY,UNKNOWN
REL_005424,PERSON_0041,PERSON_0914,TRANSFERRED_MONEY,WEAK
REL_005425,PERSON_0755,PERSON_1500,TRANSFERRED_MONEY,UNKNOWN
REL_005426,PERSON_0113,PERSON_0665,TRANSFERRED_MONEY,LIKELY
REL_005427,PERSON_0298,PERSON_0675,TRANSFERRED_MONEY,UNKNOWN
REL_005428,PERSON_0504,PERSON_1495,TRANSFERRED_MONEY,UNKNOWN
REL_005429,PERSON_0965,PERSON_1307,TRANSFERRED_MONEY,LIKELY
REL_005430,PERSON_0061,PERSON_0076,TRANSFERRED_MONEY,WEAK
REL_005431,PERSON_0271,PERSON_0682,TRANSFERRED_MONEY,WEAK
REL_005432,PERSON_1072,PERSON_1459,TRANSFERRED_MONEY,LIKELY
REL_005433,PERSON_0962,PERSON_1288,TRANSFERRED_MONEY,LIKELY
REL_005434,PERSON_0562,PERSON_0975,TRANSFERRED_MONEY,LIKELY
REL_005435,PERSON_1002,PERSON_1443,TRANSFERRED_MONEY,WEAK
REL_005436,PERSON_0135,PERSON_1056,TRANSFERRED_MONEY,WEAK
REL_005437,PERSON_0186,PERSON_0300,TRANSFERRED_MONEY,LIKELY
REL_005438,PERSON_0587,PERSON_0800,TRANSFERRED_MONEY,WEAK
REL_005439,PERSON_0651,PERSON_1440,TRANSFERRED_MONEY,WEAK
REL_005440,PERSON_0067,PERSON_0408,TRANSFERRED_MONEY,UNKNOWN
REL_005441,PERSON_0260,PERSON_0451,TRANSFERRED_MONEY,UNKNOWN
REL_005442,PERSON_0771,PERSON_1422,TRANSFERRED_MONEY,WEAK
REL_005443,PERSON_0404,PERSON_1271,TRANSFERRED_MONEY,UNKNOWN
REL_005444,PERSON_0387,PERSON_0745,TRANSFERRED_MONEY,LIKELY
REL_005445,PERSON_0834,PERSON_1173,TRANSFERRED_MONEY,UNKNOWN
REL_005446,PERSON_0326,PERSON_0894,TRANSFERRED_MONEY,WEAK
REL_005447,PERSON_0458,PERSON_0673,TRANSFERRED_MONEY,LIKELY
REL_005448,PERSON_1116,PERSON_1310,TRANSFERRED_MONEY,UNKNOWN
REL_005449,PERSON_0469,PERSON_1401,TRANSFERRED_MONEY,WEAK
REL_005450,PERSON_0694,PERSON_1383,TRANSFERRED_MONEY,UNKNOWN
REL_005451,PERSON_0329,PERSON_1202,TRANSFERRED_MONEY,LIKELY
REL_005452,PERSON_0223,PERSON_0269,TRANSFERRED_MONEY,WEAK
REL_005453,PERSON_0747,PERSON_1207,TRANSFERRED_MONEY,UNKNOWN
REL_005454,PERSON_0512,PERSON_1466,TRANSFERRED_MONEY,UNKNOWN
REL_005455,PERSON_0468,PERSON_1119,TRANSFERRED_MONEY,WEAK
REL_005456,PERSON_1046,PERSON_1206,TRANSFERRED_MONEY,UNKNOWN
REL_005457,PERSON_0879,PERSON_1133,TRANSFERRED_MONEY,WEAK
REL_005458,PERSON_0049,PERSON_1228,TRANSFERRED_MONEY,WEAK
REL_005459,PERSON_0671,PERSON_0929,TRANSFERRED_MONEY,UNKNOWN
REL_005460,PERSON_0165,PERSON_0484,TRANSFERRED_MONEY,WEAK
REL_005461,PERSON_0119,PERSON_0993,TRANSFERRED_MONEY,LIKELY
REL_005462,PERSON_0563,PERSON_1078,TRANSFERRED_MONEY,LIKELY
REL_005463,PERSON_0025,PERSON_0784,TRANSFERRED_MONEY,WEAK
REL_005464,PERSON_0884,PERSON_1371,TRANSFERRED_MONEY,WEAK
REL_005465,PERSON_0665,PERSON_0736,TRANSFERRED_MONEY,WEAK
REL_005466,PERSON_0579,PERSON_1126,TRANSFERRED_MONEY,WEAK
REL_005467,PERSON_0950,PERSON_1024,TRANSFERRED_MONEY,LIKELY
REL_005468,PERSON_0041,PERSON_0709,TRANSFERRED_MONEY,LIKELY
REL_005469,PERSON_0931,PERSON_1054,TRANSFERRED_MONEY,UNKNOWN
REL_005470,PERSON_0299,PERSON_1366,TRANSFERRED_MONEY,WEAK
REL_005471,PERSON_0046,PERSON_0111,TRANSFERRED_MONEY,LIKELY
REL_005472,PERSON_0169,PERSON_0579,TRANSFERRED_MONEY,WEAK
REL_005473,PERSON_0719,PERSON_1091,TRANSFERRED_MONEY,LIKELY
REL_005474,PERSON_0396,PERSON_1428,TRANSFERRED_MONEY,UNKNOWN
REL_005475,PERSON_0620,PERSON_1450,TRANSFERRED_MONEY,UNKNOWN
REL_005476,PERSON_0254,PERSON_0706,TRANSFERRED_MONEY,UNKNOWN
REL_005477,PERSON_0588,PERSON_0717,TRANSFERRED_MONEY,UNKNOWN
REL_005478,PERSON_1082,PERSON_1302,TRANSFERRED_MONEY,WEAK
REL_005479,PERSON_0790,PERSON_0903,TRANSFERRED_MONEY,WEAK
REL_005480,PERSON_0087,PERSON_0913,TRANSFERRED_MONEY,WEAK
REL_005481,PERSON_0359,PERSON_1245,TRANSFERRED_MONEY,WEAK
REL_005482,PERSON_0867,PERSON_1188,TRANSFERRED_MONEY,WEAK
REL_005483,PERSON_0158,PERSON_0507,TRANSFERRED_MONEY,UNKNOWN
REL_005484,PERSON_0028,PERSON_0095,TRANSFERRED_MONEY,UNKNOWN
REL_005485,PERSON_0214,PERSON_0936,TRANSFERRED_MONEY,LIKELY
REL_005486,PERSON_0068,PERSON_0409,TRANSFERRED_MONEY,UNKNOWN
REL_005487,PERSON_0436,PERSON_1252,TRANSFERRED_MONEY,WEAK
REL_005488,PERSON_0881,PERSON_1415,TRANSFERRED_MONEY,WEAK
REL_005489,PERSON_0541,PERSON_1000,TRANSFERRED_MONEY,WEAK
REL_005490,PERSON_0370,PERSON_1461,TRANSFERRED_MONEY,WEAK
REL_005491,PERSON_0295,PERSON_0588,TRANSFERRED_MONEY,UNKNOWN
REL_005492,PERSON_0582,PERSON_0964,TRANSFERRED_MONEY,LIKELY
REL_005493,PERSON_0069,PERSON_0152,TRANSFERRED_MONEY,WEAK
REL_005494,PERSON_0839,PERSON_0858,TRANSFERRED_MONEY,UNKNOWN
REL_005495,PERSON_0211,PERSON_1229,TRANSFERRED_MONEY,UNKNOWN
REL_005496,PERSON_0970,PERSON_1298,TRANSFERRED_MONEY,WEAK
REL_005497,PERSON_0889,PERSON_1002,TRANSFERRED_MONEY,UNKNOWN
REL_005498,PERSON_0505,PERSON_1207,TRANSFERRED_MONEY,WEAK
REL_005499,PERSON_0884,PERSON_1328,TRANSFERRED_MONEY,WEAK
REL_005500,PERSON_0454,PERSON_1499,TRANSFERRED_MONEY,WEAK
REL_005501,PERSON_0490,PERSON_1219,TRANSFERRED_MONEY,UNKNOWN
REL_005502,PERSON_0861,PERSON_1122,TRANSFERRED_MONEY,LIKELY
REL_005503,PERSON_0384,PERSON_1476,TRANSFERRED_MONEY,WEAK
REL_005504,PERSON_0100,PERSON_0899,TRANSFERRED_MONEY,WEAK
REL_005505,PERSON_0099,PERSON_0766,TRANSFERRED_MONEY,UNKNOWN
REL_005506,PERSON_0024,PERSON_1440,TRANSFERRED_MONEY,UNKNOWN
REL_005507,PERSON_0952,PERSON_1438,TRANSFERRED_MONEY,WEAK
REL_005508,PERSON_0054,PERSON_1229,TRANSFERRED_MONEY,WEAK
REL_005509,PERSON_0232,PERSON_1114,TRANSFERRED_MONEY,UNKNOWN
REL_005510,PERSON_0020,PERSON_0721,TRANSFERRED_MONEY,UNKNOWN
REL_005511,PERSON_0410,PERSON_0591,TRANSFERRED_MONEY,WEAK
REL_005512,PERSON_0290,PERSON_1188,TRANSFERRED_MONEY,UNKNOWN
REL_005513,PERSON_0317,PERSON_1003,TRANSFERRED_MONEY,WEAK
REL_005514,PERSON_0674,PERSON_1498,TRANSFERRED_MONEY,UNKNOWN
REL_005515,PERSON_0089,PERSON_0753,TRANSFERRED_MONEY,UNKNOWN
REL_005516,PERSON_0888,PERSON_1296,TRANSFERRED_MONEY,WEAK
REL_005517,PERSON_0452,PERSON_1477,TRANSFERRED_MONEY,WEAK
REL_005518,PERSON_0659,PERSON_0974,TRANSFERRED_MONEY,WEAK
