event_id,timestamp,vehicle_id,location_id,event_type,source,confidence
VEVENT_004277,2024-03-02 04:11:09,VEHICLE_00057,LOCATION_0053,SURVEILLANCE,TOLL_PLAZA,0.88
VEVENT_004278,2025-03-14 04:51:24,VEHICLE_00675,LOCATION_0251,SURVEILLANCE,ANPR_CAMERA,0.95
VEVENT_004279,2025-12-19 20:37:01,VEHICLE_00238,LOCATION_0121,TOLL,FIELD_SURVEILLANCE,0.94
VEVENT_004280,2025-01-10 01:02:54,VEHICLE_00577,LOCATION_0106,SURVEILLANCE,POLICE_CHECKPOINT,0.94
VEVENT_004281,2025-11-14 11:03:16,VEHICLE_00652,LOCATION_0119,TOLL,FIELD_SURVEILLANCE,0.88
VEVENT_004282,2024-04-01 19:24:43,VEHICLE_00698,LOCATION_0164,CHECKPOINT,FIELD_SURVEILLANCE,0.91
VEVENT_004283,2026-01-06 13:54:32,VEHICLE_00672,LOCATION_0287,ANPR,FIELD_SURVEILLANCE,0.82
VEVENT_004284,2025-09-03 01:12:56,VEHICLE_00647,LOCATION_0019,CHECKPOINT,ANPR_CAMERA,0.89
VEVENT_004285,2024-04-01 01:11:48,VEHICLE_00646,LOCATION_0254,ANPR,TOLL_PLAZA,0.91
VEVENT_004286,2025-10-26 04:51:50,VEHICLE_00199,LOCATION_0035,TOLL,POLICE_CHECKPOINT,0.94
VEVENT_004287,2024-02-19 09:10:33,VEHICLE_00334,LOCATION_0111,CHECKPOINT,POLICE_CHECKPOINT,0.86
VEVENT_004288,2026-05-22 16:30:38,VEHICLE_00260,LOCATION_0013,CHECKPOINT,TOLL_PLAZA,0.89
VEVENT_004289,2025-11-25 04:04:25,VEHICLE_00328,LOCATION_0001,CHECKPOINT,ANPR_CAMERA,0.9
VEVENT_004290,2025-09-28 16:40:33,VEHICLE_00757,LOCATION_0114,ANPR,TOLL_PLAZA,0.86
VEVENT_004291,2024-02-25 03:17:31,VEHICLE_00737,LOCATION_0036,SURVEILLANCE,POLICE_CHECKPOINT,0.88
VEVENT_004292,2024-01-18 02:58:37,VEHICLE_00345,LOCATION_0093,TOLL,ANPR_CAMERA,0.91
VEVENT_004293,2025-11-03 05:56:25,VEHICLE_00059,LOCATION_0099,TOLL,ANPR_CAMERA,0.97
VEVENT_004294,2026-01-24 22:59:34,VEHICLE_00556,LOCATION_0109,SURVEILLANCE,POLICE_CHECKPOINT,0.88
VEVENT_004295,2025-01-26 17:08:15,VEHICLE_00157,LOCATION_0206,CHECKPOINT,FIELD_SURVEILLANCE,0.88
VEVENT_004296,2025-03-20 08:02:40,VEHICLE_00483,LOCATION_0025,TOLL,ANPR_CAMERA,0.94
VEVENT_004297,2024-01-21 07:14:54,VEHICLE_00270,LOCATION_0297,ANPR,POLICE_CHECKPOINT,0.83
VEVENT_004298,2026-06-15 14:08:49,VEHICLE_00745,LOCATION_0045,SURVEILLANCE,POLICE_CHECKPOINT,0.93
VEVENT_004299,2025-08-14 10:23:57,VEHICLE_00058,LOCATION_0282,SURVEILLANCE,TOLL_PLAZA,0.8
VEVENT_004300,2024-02-15 16:27:26,VEHICLE_00586,LOCATION_0209,CHECKPOINT,TOLL_PLAZA,0.84
VEVENT_004301,2025-04-08 04:59:07,VEHICLE_00247,LOCATION_0198,SURVEILLANCE,POLICE_CHECKPOINT,0.89
VEVENT_004302,2026-03-15 12:04:10,VEHICLE_00573,LOCATION_0242,CHECKPOINT,TOLL_PLAZA,0.9
VEVENT_004303,2026-01-09 20:55:41,VEHICLE_00368,LOCATION_0283,CHECKPOINT,TOLL_PLAZA,0.85
VEVENT_004304,2024-05-10 04:09:11,VEHICLE_00541,LOCATION_0150,TOLL,POLICE_CHECKPOINT,0.86
VEVENT_004305,2024-05-11 20:29:50,VEHICLE_00634,LOCATION_0184,ANPR,FIELD_SURVEILLANCE,0.88
VEVENT_004306,2024-10-10 19:51:10,VEHICLE_00663,LOCATION_0087,CHECKPOINT,POLICE_CHECKPOINT,0.86
VEVENT_004307,2024-12-01 13:59:13,VEHICLE_00394,LOCATION_0122,TOLL,TOLL_PLAZA,0.92
VEVENT_004308,2025-12-10 19:06:08,VEHICLE_00306,LOCATION_0247,ANPR,POLICE_CHECKPOINT,0.88
VEVENT_004309,2026-04-06 13:17:22,VEHICLE_00219,LOCATION_0165,CHECKPOINT,POLICE_CHECKPOINT,0.81
VEVENT_004310,2026-06-07 10:57:59,VEHICLE_00616,LOCATION_0252,TOLL,ANPR_CAMERA,0.88
VEVENT_004311,2024-07-13 01:28:17,VEHICLE_00464,LOCATION_0147,CHECKPOINT,POLICE_CHECKPOINT,0.94
VEVENT_004312,2024-07-31 06:50:33,VEHICLE_00557,LOCATION_0031,ANPR,TOLL_PLAZA,0.82
VEVENT_004313,2024-09-20 17:20:51,VEHICLE_00726,LOCATION_0083,SURVEILLANCE,TOLL_PLAZA,0.93
VEVENT_004314,2026-02-07 06:58:34,VEHICLE_00067,LOCATION_0070,SURVEILLANCE,FIELD_SURVEILLANCE,0.88
VEVENT_004315,2024-12-21 08:46:56,VEHICLE_00635,LOCATION_0088,TOLL,POLICE_CHECKPOINT,0.86
VEVENT_004316,2025-11-19 13:29:30,VEHICLE_00727,LOCATION_0083,TOLL,ANPR_CAMERA,0.81
VEVENT_004317,2025-01-31 19:49:34,VEHICLE_00452,LOCATION_0191,CHECKPOINT,POLICE_CHECKPOINT,0.97
VEVENT_004318,2026-03-03 05:25:53,VEHICLE_00507,LOCATION_0268,CHECKPOINT,POLICE_CHECKPOINT,0.95
VEVENT_004319,2026-05-07 00:34:42,VEHICLE_00365,LOCATION_0107,CHECKPOINT,FIELD_SURVEILLANCE,0.94
VEVENT_004320,2024-04-04 16:52:06,VEHICLE_00596,LOCATION_0027,SURVEILLANCE,FIELD_SURVEILLANCE,0.87
VEVENT_004321,2025-07-06 12:19:41,VEHICLE_00445,LOCATION_0234,CHECKPOINT,ANPR_CAMERA,0.92
VEVENT_004322,2025-03-07 09:55:50,VEHICLE_00657,LOCATION_0141,CHECKPOINT,ANPR_CAMERA,0.87
VEVENT_004323,2025-09-27 10:52:32,VEHICLE_00482,LOCATION_0286,CHECKPOINT,ANPR_CAMERA,0.93
VEVENT_004324,2026-02-22 20:09:41,VEHICLE_00473,LOCATION_0106,TOLL,POLICE_CHECKPOINT,0.81
VEVENT_004325,2024-04-10 18:26:09,VEHICLE_00740,LOCATION_0112,CHECKPOINT,TOLL_PLAZA,0.89
VEVENT_004326,2026-04-16 02:14:56,VEHICLE_00560,LOCATION_0001,SURVEILLANCE,ANPR_CAMERA,0.91
VEVENT_004327,2024-09-10 17:18:43,VEHICLE_00747,LOCATION_0020,SURVEILLANCE,POLICE_CHECKPOINT,0.95
VEVENT_004328,2024-09-19 03:12:00,VEHICLE_00268,LOCATION_0076,CHECKPOINT,TOLL_PLAZA,0.91
VEVENT_004329,2026-03-14 21:39:34,VEHICLE_00273,LOCATION_0140,ANPR,POLICE_CHECKPOINT,0.85
VEVENT_004330,2024-06-16 04:12:20,VEHICLE_00554,LOCATION_0095,TOLL,FIELD_SURVEILLANCE,0.87
VEVENT_004331,2026-01-19 05:02:58,VEHICLE_00760,LOCATION_0141,ANPR,ANPR_CAMERA,0.91
VEVENT_004332,2024-03-12 16:53:55,VEHICLE_00729,LOCATION_0175,ANPR,TOLL_PLAZA,0.92
VEVENT_004333,2024-09-29 18:58:54,VEHICLE_00141,LOCATION_0282,TOLL,ANPR_CAMERA,0.86
VEVENT_004334,2026-03-17 15:02:51,VEHICLE_00602,LOCATION_0264,SURVEILLANCE,POLICE_CHECKPOINT,0.85
VEVENT_004335,2024-09-29 05:13:55,VEHICLE_00045,LOCATION_0229,CHECKPOINT,POLICE_CHECKPOINT,0.8
VEVENT_004336,2025-10-23 06:35:47,VEHICLE_00313,LOCATION_0076,SURVEILLANCE,FIELD_SURVEILLANCE,0.8
VEVENT_004337,2025-08-31 23:27:50,VEHICLE_00271,LOCATION_0099,SURVEILLANCE,TOLL_PLAZA,0.95
VEVENT_004338,2025-01-12 09:11:23,VEHICLE_00084,LOCATION_0290,TOLL,FIELD_SURVEILLANCE,0.91
VEVENT_004339,2024-01-20 18:57:07,VEHICLE_00200,LOCATION_0157,SURVEILLANCE,FIELD_SURVEILLANCE,0.82
VEVENT_004340,2025-06-08 01:46:02,VEHICLE_00654,LOCATION_0276,TOLL,ANPR_CAMERA,0.96
VEVENT_004341,2024-10-29 18:26:52,VEHICLE_00186,LOCATION_0006,ANPR,ANPR_CAMERA,0.94
VEVENT_004342,2024-01-27 04:33:55,VEHICLE_00672,LOCATION_0007,SURVEILLANCE,FIELD_SURVEILLANCE,0.95
VEVENT_004343,2025-11-23 12:51:38,VEHICLE_00325,LOCATION_0055,TOLL,FIELD_SURVEILLANCE,0.93
VEVENT_004344,2025-07-10 11:35:36,VEHICLE_00162,LOCATION_0231,SURVEILLANCE,ANPR_CAMERA,0.95
VEVENT_004345,2025-11-02 09:53:51,VEHICLE_00282,LOCATION_0001,TOLL,POLICE_CHECKPOINT,0.83
VEVENT_004346,2026-05-08 23:55:57,VEHICLE_00612,LOCATION_0258,SURVEILLANCE,ANPR_CAMERA,0.91
VEVENT_004347,2024-04-17 05:43:38,VEHICLE_00714,LOCATION_0228,ANPR,POLICE_CHECKPOINT,0.91
VEVENT_004348,2026-02-20 20:47:55,VEHICLE_00641,LOCATION_0178,TOLL,FIELD_SURVEILLANCE,0.95
VEVENT_004349,2024-05-05 06:21:05,VEHICLE_00758,LOCATION_0199,ANPR,POLICE_CHECKPOINT,0.87
VEVENT_004350,2026-01-14 00:30:51,VEHICLE_00498,LOCATION_0211,SURVEILLANCE,TOLL_PLAZA,0.92
VEVENT_004351,2024-09-22 11:27:05,VEHICLE_00651,LOCATION_0009,ANPR,POLICE_CHECKPOINT,0.83
VEVENT_004352,2024-07-30 22:50:04,VEHICLE_00510,LOCATION_0082,TOLL,FIELD_SURVEILLANCE,0.83
VEVENT_004353,2026-02-19 06:56:27,VEHICLE_00478,LOCATION_0193,CHECKPOINT,ANPR_CAMERA,0.85
VEVENT_004354,2025-01-23 07:15:34,VEHICLE_00668,LOCATION_0222,TOLL,ANPR_CAMERA,0.89
VEVENT_004355,2024-12-30 12:45:27,VEHICLE_00083,LOCATION_0018,CHECKPOINT,FIELD_SURVEILLANCE,0.85
VEVENT_004356,2025-10-08 06:16:32,VEHICLE_00344,LOCATION_0002,TOLL,FIELD_SURVEILLANCE,0.93
VEVENT_004357,2026-06-27 21:19:12,VEHICLE_00268,LOCATION_0006,SURVEILLANCE,ANPR_CAMERA,0.8
VEVENT_004358,2026-04-05 01:53:31,VEHICLE_00347,LOCATION_0208,CHECKPOINT,POLICE_CHECKPOINT,0.86
VEVENT_004359,2025-01-30 14:44:55,VEHICLE_00613,LOCATION_0027,SURVEILLANCE,ANPR_CAMERA,0.83
VEVENT_004360,2026-05-20 09:22:39,VEHICLE_00722,LOCATION_0103,CHECKPOINT,ANPR_CAMERA,0.82
VEVENT_004361,2024-07-23 07:21:26,VEHICLE_00242,LOCATION_0107,TOLL,TOLL_PLAZA,0.97
VEVENT_004362,2025-12-22 05:29:00,VEHICLE_00219,LOCATION_0295,SURVEILLANCE,FIELD_SURVEILLANCE,0.9
VEVENT_004363,2026-01-07 17:31:31,VEHICLE_00233,LOCATION_0059,ANPR,FIELD_SURVEILLANCE,0.87
VEVENT_004364,2026-05-13 09:07:14,VEHICLE_00145,LOCATION_0227,CHECKPOINT,TOLL_PLAZA,0.88
VEVENT_004365,2025-01-06 07:49:45,VEHICLE_00014,LOCATION_0247,CHECKPOINT,POLICE_CHECKPOINT,0.82
VEVENT_004366,2026-06-21 20:11:18,VEHICLE_00699,LOCATION_0042,SURVEILLANCE,TOLL_PLAZA,0.88
VEVENT_004367,2026-04-25 23:45:02,VEHICLE_00295,LOCATION_0209,ANPR,POLICE_CHECKPOINT,0.91
VEVENT_004368,2024-11-01 23:38:15,VEHICLE_00283,LOCATION_0176,CHECKPOINT,FIELD_SURVEILLANCE,0.93
VEVENT_004369,2025-07-28 00:55:16,VEHICLE_00334,LOCATION_0171,TOLL,FIELD_SURVEILLANCE,0.83
VEVENT_004370,2024-12-01 11:30:05,VEHICLE_00297,LOCATION_0257,SURVEILLANCE,TOLL_PLAZA,0.86
VEVENT_004371,2024-07-14 20:09:05,VEHICLE_00665,LOCATION_0270,SURVEILLANCE,FIELD_SURVEILLANCE,0.85
VEVENT_004372,2024-01-25 16:00:34,VEHICLE_00547,LOCATION_0061,SURVEILLANCE,ANPR_CAMERA,0.89
VEVENT_004373,2025-12-06 22:37:18,VEHICLE_00321,LOCATION_0021,ANPR,POLICE_CHECKPOINT,0.8
VEVENT_004374,2024-09-22 01:33:20,VEHICLE_00002,LOCATION_0145,ANPR,POLICE_CHECKPOINT,0.9
VEVENT_004375,2025-03-18 11:31:03,VEHICLE_00362,LOCATION_0259,CHECKPOINT,FIELD_SURVEILLANCE,0.82
VEVENT_004376,2026-05-22 06:39:13,VEHICLE_00688,LOCATION_0059,SURVEILLANCE,POLICE_CHECKPOINT,0.92
VEVENT_004377,2024-08-29 16:45:48,VEHICLE_00015,LOCATION_0284,TOLL,POLICE_CHECKPOINT,0.9
VEVENT_004378,2025-07-17 12:54:12,VEHICLE_00397,LOCATION_0021,CHECKPOINT,TOLL_PLAZA,0.8
VEVENT_004379,2026-05-15 09:03:17,VEHICLE_00408,LOCATION_0208,SURVEILLANCE,FIELD_SURVEILLANCE,0.84
VEVENT_004380,2026-02-01 22:54:22,VEHICLE_00488,LOCATION_0158,ANPR,FIELD_SURVEILLANCE,0.82
VEVENT_004381,2024-11-05 18:55:33,VEHICLE_00102,LOCATION_0197,ANPR,POLICE_CHECKPOINT,0.82
VEVENT_004382,2025-11-23 16:45:52,VEHICLE_00323,LOCATION_0037,SURVEILLANCE,ANPR_CAMERA,0.87
VEVENT_004383,2026-02-15 09:27:07,VEHICLE_00662,LOCATION_0178,TOLL,POLICE_CHECKPOINT,0.93
VEVENT_004384,2024-06-05 03:58:30,VEHICLE_00232,LOCATION_0272,SURVEILLANCE,FIELD_SURVEILLANCE,0.86
VEVENT_004385,2025-11-09 16:42:21,VEHICLE_00411,LOCATION_0081,SURVEILLANCE,POLICE_CHECKPOINT,0.91
VEVENT_004386,2024-03-02 22:43:53,VEHICLE_00076,LOCATION_0043,TOLL,ANPR_CAMERA,0.94
VEVENT_004387,2025-05-22 10:40:12,VEHICLE_00023,LOCATION_0088,TOLL,POLICE_CHECKPOINT,0.81
VEVENT_004388,2025-02-23 02:42:30,VEHICLE_00662,LOCATION_0128,CHECKPOINT,ANPR_CAMERA,0.95
VEVENT_004389,2024-02-03 12:39:58,VEHICLE_00422,LOCATION_0286,TOLL,FIELD_SURVEILLANCE,0.96
VEVENT_004390,2025-07-28 20:08:44,VEHICLE_00360,LOCATION_0284,CHECKPOINT,TOLL_PLAZA,0.86
VEVENT_004391,2025-09-09 18:02:07,VEHICLE_00381,LOCATION_0132,CHECKPOINT,TOLL_PLAZA,0.83
VEVENT_004392,2024-01-08 07:44:00,VEHICLE_00732,LOCATION_0090,ANPR,POLICE_CHECKPOINT,0.95
VEVENT_004393,2024-06-26 06:25:37,VEHICLE_00542,LOCATION_0266,TOLL,FIELD_SURVEILLANCE,0.93
VEVENT_004394,2024-12-17 20:56:04,VEHICLE_00097,LOCATION_0125,SURVEILLANCE,POLICE_CHECKPOINT,0.96
VEVENT_004395,2026-02-23 04:58:47,VEHICLE_00662,LOCATION_0268,CHECKPOINT,FIELD_SURVEILLANCE,0.87
VEVENT_004396,2026-02-11 11:42:21,VEHICLE_00138,LOCATION_0185,CHECKPOINT,TOLL_PLAZA,0.84
VEVENT_004397,2024-01-21 03:57:48,VEHICLE_00742,LOCATION_0147,TOLL,POLICE_CHECKPOINT,0.81
VEVENT_004398,2025-06-13 15:31:50,VEHICLE_00044,LOCATION_0157,CHECKPOINT,POLICE_CHECKPOINT,0.83
VEVENT_004399,2024-08-10 23:23:58,VEHICLE_00030,LOCATION_0259,CHECKPOINT,FIELD_SURVEILLANCE,0.94
VEVENT_004400,2026-02-02 00:08:35,VEHICLE_00033,LOCATION_0203,ANPR,ANPR_CAMERA,0.82
VEVENT_004401,2025-04-03 18:31:01,VEHICLE_00112,LOCATION_0144,TOLL,ANPR_CAMERA,0.92
VEVENT_004402,2024-03-10 07:00:45,VEHICLE_00705,LOCATION_0270,ANPR,ANPR_CAMERA,0.81
VEVENT_004403,2025-02-06 13:37:29,VEHICLE_00090,LOCATION_0036,CHECKPOINT,ANPR_CAMERA,0.82
VEVENT_004404,2025-05-12 05:03:25,VEHICLE_00574,LOCATION_0254,ANPR,POLICE_CHECKPOINT,0.87
VEVENT_004405,2024-08-06 20:12:42,VEHICLE_00440,LOCATION_0038,CHECKPOINT,POLICE_CHECKPOINT,0.8
VEVENT_004406,2024-07-12 03:21:58,VEHICLE_00617,LOCATION_0072,ANPR,FIELD_SURVEILLANCE,0.85
VEVENT_004407,2024-06-08 14:25:35,VEHICLE_00746,LOCATION_0239,CHECKPOINT,POLICE_CHECKPOINT,0.94
VEVENT_004408,2026-01-07 04:46:22,VEHICLE_00378,LOCATION_0240,TOLL,FIELD_SURVEILLANCE,0.88
VEVENT_004409,2024-12-23 21:31:25,VEHICLE_00348,LOCATION_0159,SURVEILLANCE,ANPR_CAMERA,0.82
VEVENT_004410,2025-07-02 12:45:56,VEHICLE_00605,LOCATION_0025,CHECKPOINT,FIELD_SURVEILLANCE,0.87
VEVENT_004411,2025-05-06 13:38:30,VEHICLE_00349,LOCATION_0209,ANPR,POLICE_CHECKPOINT,0.85
VEVENT_004412,2025-09-12 16:23:32,VEHICLE_00148,LOCATION_0186,TOLL,ANPR_CAMERA,0.94
VEVENT_004413,2024-04-05 20:50:56,VEHICLE_00263,LOCATION_0192,TOLL,TOLL_PLAZA,0.85
VEVENT_004414,2026-05-08 19:29:23,VEHICLE_00396,LOCATION_0129,TOLL,FIELD_SURVEILLANCE,0.91
VEVENT_004415,2025-06-29 01:58:33,VEHICLE_00243,LOCATION_0194,ANPR,ANPR_CAMERA,0.95
VEVENT_004416,2026-04-23 18:25:08,VEHICLE_00015,LOCATION_0274,TOLL,POLICE_CHECKPOINT,0.94
VEVENT_004417,2024-10-19 05:37:09,VEHICLE_00032,LOCATION_0177,ANPR,POLICE_CHECKPOINT,0.84
VEVENT_004418,2026-03-14 14:38:38,VEHICLE_00735,LOCATION_0286,TOLL,POLICE_CHECKPOINT,0.9
VEVENT_004419,2024-05-19 15:37:35,VEHICLE_00585,LOCATION_0239,ANPR,POLICE_CHECKPOINT,0.96
VEVENT_004420,2025-07-11 21:03:34,VEHICLE_00290,LOCATION_0006,TOLL,ANPR_CAMERA,0.83
VEVENT_004421,2025-08-17 07:37:15,VEHICLE_00683,LOCATION_0177,ANPR,TOLL_PLAZA,0.94
VEVENT_004422,2025-05-16 05:10:52,VEHICLE_00255,LOCATION_0061,ANPR,FIELD_SURVEILLANCE,0.84
VEVENT_004423,2025-11-10 10:22:01,VEHICLE_00559,LOCATION_0086,TOLL,FIELD_SURVEILLANCE,0.91
VEVENT_004424,2026-06-16 18:05:39,VEHICLE_00668,LOCATION_0212,CHECKPOINT,TOLL_PLAZA,0.86
VEVENT_004425,2024-06-09 07:50:13,VEHICLE_00403,LOCATION_0084,SURVEILLANCE,FIELD_SURVEILLANCE,0.89
VEVENT_004426,2025-06-10 07:49:55,VEHICLE_00136,LOCATION_0077,CHECKPOINT,TOLL_PLAZA,0.88
VEVENT_004427,2024-06-19 13:57:34,VEHICLE_00325,LOCATION_0035,ANPR,TOLL_PLAZA,0.81
VEVENT_004428,2026-05-28 21:14:54,VEHICLE_00252,LOCATION_0028,TOLL,FIELD_SURVEILLANCE,0.85
VEVENT_004429,2025-10-16 12:20:02,VEHICLE_00395,LOCATION_0036,SURVEILLANCE,POLICE_CHECKPOINT,0.85
VEVENT_004430,2025-06-29 12:04:05,VEHICLE_00675,LOCATION_0171,CHECKPOINT,ANPR_CAMERA,0.91
VEVENT_004431,2025-09-24 10:11:24,VEHICLE_00457,LOCATION_0134,CHECKPOINT,FIELD_SURVEILLANCE,0.96
VEVENT_004432,2025-11-12 20:58:28,VEHICLE_00178,LOCATION_0236,CHECKPOINT,FIELD_SURVEILLANCE,0.88
VEVENT_004433,2025-06-20 06:24:04,VEHICLE_00100,LOCATION_0075,CHECKPOINT,POLICE_CHECKPOINT,0.84
VEVENT_004434,2026-05-17 11:58:14,VEHICLE_00285,LOCATION_0135,TOLL,POLICE_CHECKPOINT,0.93
VEVENT_004435,2024-03-23 00:03:19,VEHICLE_00219,LOCATION_0295,SURVEILLANCE,TOLL_PLAZA,0.83
VEVENT_004436,2024-12-12 18:23:18,VEHICLE_00216,LOCATION_0136,ANPR,TOLL_PLAZA,0.92
VEVENT_004437,2024-02-13 18:42:48,VEHICLE_00323,LOCATION_0017,ANPR,FIELD_SURVEILLANCE,0.95
VEVENT_004438,2025-02-13 14:11:02,VEHICLE_00281,LOCATION_0208,SURVEILLANCE,FIELD_SURVEILLANCE,0.92
VEVENT_004439,2026-03-29 06:38:07,VEHICLE_00363,LOCATION_0080,CHECKPOINT,POLICE_CHECKPOINT,0.82
VEVENT_004440,2024-04-03 18:41:36,VEHICLE_00524,LOCATION_0256,CHECKPOINT,POLICE_CHECKPOINT,0.82
VEVENT_004441,2024-07-26 06:58:03,VEHICLE_00350,LOCATION_0109,SURVEILLANCE,FIELD_SURVEILLANCE,0.95
VEVENT_004442,2025-06-18 22:03:38,VEHICLE_00532,LOCATION_0075,ANPR,FIELD_SURVEILLANCE,0.91
VEVENT_004443,2025-10-17 16:09:05,VEHICLE_00210,LOCATION_0073,ANPR,FIELD_SURVEILLANCE,0.91
VEVENT_004444,2025-01-31 06:04:32,VEHICLE_00200,LOCATION_0027,ANPR,TOLL_PLAZA,0.93
VEVENT_004445,2025-05-15 09:33:22,VEHICLE_00409,LOCATION_0110,SURVEILLANCE,POLICE_CHECKPOINT,0.8
VEVENT_004446,2024-11-28 23:12:18,VEHICLE_00636,LOCATION_0168,CHECKPOINT,TOLL_PLAZA,0.92
VEVENT_004447,2026-02-01 12:23:36,VEHICLE_00316,LOCATION_0073,TOLL,ANPR_CAMERA,0.84
VEVENT_004448,2024-03-25 08:51:31,VEHICLE_00310,LOCATION_0090,SURVEILLANCE,TOLL_PLAZA,0.94
VEVENT_004449,2025-10-21 12:24:45,VEHICLE_00611,LOCATION_0224,TOLL,TOLL_PLAZA,0.96
VEVENT_004450,2026-06-09 10:01:20,VEHICLE_00664,LOCATION_0105,TOLL,TOLL_PLAZA,0.89
VEVENT_004451,2025-01-12 05:08:21,VEHICLE_00071,LOCATION_0145,ANPR,ANPR_CAMERA,0.84
VEVENT_004452,2025-05-11 12:07:12,VEHICLE_00248,LOCATION_0229,TOLL,FIELD_SURVEILLANCE,0.89
VEVENT_004453,2025-06-13 12:29:03,VEHICLE_00552,LOCATION_0235,TOLL,FIELD_SURVEILLANCE,0.92
VEVENT_004454,2024-06-06 11:51:37,VEHICLE_00269,LOCATION_0279,ANPR,FIELD_SURVEILLANCE,0.91
VEVENT_004455,2025-07-11 20:38:12,VEHICLE_00043,LOCATION_0050,SURVEILLANCE,POLICE_CHECKPOINT,0.82
VEVENT_004456,2025-01-20 10:53:48,VEHICLE_00580,LOCATION_0040,CHECKPOINT,POLICE_CHECKPOINT,0.88
VEVENT_004457,2025-07-12 16:46:46,VEHICLE_00512,LOCATION_0103,TOLL,POLICE_CHECKPOINT,0.82
VEVENT_004458,2025-03-14 03:09:49,VEHICLE_00182,LOCATION_0194,SURVEILLANCE,TOLL_PLAZA,0.91
VEVENT_004459,2024-02-15 02:37:48,VEHICLE_00220,LOCATION_0157,SURVEILLANCE,ANPR_CAMERA,0.94
VEVENT_004460,2025-04-30 20:41:33,VEHICLE_00102,LOCATION_0287,SURVEILLANCE,ANPR_CAMERA,0.85
VEVENT_004461,2024-12-16 08:24:19,VEHICLE_00683,LOCATION_0157,TOLL,FIELD_SURVEILLANCE,0.88
VEVENT_004462,2025-06-07 02:15:32,VEHICLE_00169,LOCATION_0061,SURVEILLANCE,POLICE_CHECKPOINT,0.88
VEVENT_004463,2024-02-17 00:05:27,VEHICLE_00669,LOCATION_0098,SURVEILLANCE,ANPR_CAMERA,0.83
VEVENT_004464,2025-01-17 19:24:15,VEHICLE_00464,LOCATION_0017,ANPR,FIELD_SURVEILLANCE,0.96
VEVENT_004465,2026-05-27 18:08:23,VEHICLE_00739,LOCATION_0094,TOLL,ANPR_CAMERA,0.82
VEVENT_004466,2025-06-08 16:02:25,VEHICLE_00302,LOCATION_0124,CHECKPOINT,FIELD_SURVEILLANCE,0.81
VEVENT_004467,2025-01-05 00:37:39,VEHICLE_00612,LOCATION_0128,ANPR,TOLL_PLAZA,0.91
VEVENT_004468,2026-01-19 00:40:45,VEHICLE_00230,LOCATION_0201,TOLL,POLICE_CHECKPOINT,0.92
VEVENT_004469,2026-02-12 18:29:57,VEHICLE_00251,LOCATION_0135,SURVEILLANCE,POLICE_CHECKPOINT,0.93
VEVENT_004470,2026-05-02 04:01:18,VEHICLE_00487,LOCATION_0240,CHECKPOINT,POLICE_CHECKPOINT,0.95
VEVENT_004471,2024-02-18 18:26:49,VEHICLE_00214,LOCATION_0220,CHECKPOINT,POLICE_CHECKPOINT,0.8
VEVENT_004472,2025-11-02 11:24:58,VEHICLE_00417,LOCATION_0280,ANPR,TOLL_PLAZA,0.92
VEVENT_004473,2024-02-18 19:25:08,VEHICLE_00177,LOCATION_0184,SURVEILLANCE,ANPR_CAMERA,0.97
VEVENT_004474,2024-11-18 22:35:10,VEHICLE_00034,LOCATION_0086,SURVEILLANCE,FIELD_SURVEILLANCE,0.96
VEVENT_004475,2024-12-15 23:49:23,VEHICLE_00304,LOCATION_0209,ANPR,POLICE_CHECKPOINT,0.92
VEVENT_004476,2025-01-25 14:02:53,VEHICLE_00505,LOCATION_0094,CHECKPOINT,TOLL_PLAZA,0.83
VEVENT_004477,2026-05-05 12:56:52,VEHICLE_00314,LOCATION_0151,CHECKPOINT,TOLL_PLAZA,0.82
VEVENT_004478,2026-05-06 10:22:03,VEHICLE_00286,LOCATION_0123,ANPR,ANPR_CAMERA,0.82
VEVENT_004479,2025-05-26 22:53:46,VEHICLE_00205,LOCATION_0055,ANPR,FIELD_SURVEILLANCE,0.81
VEVENT_004480,2026-02-02 00:50:37,VEHICLE_00463,LOCATION_0014,ANPR,TOLL_PLAZA,0.95
VEVENT_004481,2024-02-19 02:15:46,VEHICLE_00088,LOCATION_0090,SURVEILLANCE,ANPR_CAMERA,0.93
VEVENT_004482,2024-10-30 00:09:38,VEHICLE_00711,LOCATION_0219,CHECKPOINT,POLICE_CHECKPOINT,0.83
VEVENT_004483,2026-05-12 23:06:02,VEHICLE_00269,LOCATION_0229,CHECKPOINT,FIELD_SURVEILLANCE,0.82
VEVENT_004484,2024-11-29 12:13:16,VEHICLE_00700,LOCATION_0008,ANPR,POLICE_CHECKPOINT,0.81
VEVENT_004485,2024-01-04 20:40:10,VEHICLE_00708,LOCATION_0159,TOLL,ANPR_CAMERA,0.9
VEVENT_004486,2025-04-25 07:21:54,VEHICLE_00701,LOCATION_0237,CHECKPOINT,ANPR_CAMERA,0.95
VEVENT_004487,2025-10-01 01:12:03,VEHICLE_00407,LOCATION_0289,CHECKPOINT,ANPR_CAMERA,0.9
VEVENT_004488,2025-05-16 22:17:03,VEHICLE_00729,LOCATION_0065,SURVEILLANCE,TOLL_PLAZA,0.89
VEVENT_004489,2026-01-27 20:44:15,VEHICLE_00061,LOCATION_0073,SURVEILLANCE,TOLL_PLAZA,0.81
