evidence_id,case_id,evidence_type,source_record_id,entity_id,related_entity_id,timestamp,description,reliability,confidence,supports_relationship,ground_truth_status
EVID_001567,,SURVEILLANCE,CDR_AGG_PERSON_0722_PERSON_0876,PERSON_0722,PERSON_0876,2024-12-01 17:59:01,Supporting record for relationship type CALLED between PERSON_0722 and PERSON_0876.,0.681,0.851,REL_000536,WEAK
EVID_001568,,TRANSACTION,CDR_AGG_PERSON_0093_PERSON_0350,PERSON_0093,PERSON_0350,2025-11-24 19:07:39,Supporting record for relationship type CALLED between PERSON_0093 and PERSON_0350.,0.927,0.737,REL_003158,LIKELY
EVID_001569,,CDR,CDR_AGG_PERSON_0252_PERSON_1019,PERSON_0252,PERSON_1019,2025-11-01 02:06:34,Supporting record for relationship type CALLED between PERSON_0252 and PERSON_1019.,0.924,0.769,REL_002541,WEAK
EVID_001570,,SURVEILLANCE,VEHICLE_00303,PERSON_0703,VEHICLE_00303,2026-06-30 00:00:00,Supporting record for relationship type OWNED between PERSON_0703 and VEHICLE_00303.,0.7,0.862,REL_007997,CONFIRMED
EVID_001571,,SURVEILLANCE,CDR_AGG_PERSON_0713_PERSON_1474,PERSON_0713,PERSON_1474,2024-06-30 21:13:17,Supporting record for relationship type CALLED between PERSON_0713 and PERSON_1474.,0.812,0.518,REL_002083,UNKNOWN
EVID_001572,,CDR,CDR_AGG_PERSON_0727_PERSON_0739,PERSON_0727,PERSON_0739,2024-02-11 18:03:14,Supporting record for relationship type CALLED between PERSON_0727 and PERSON_0739.,0.869,0.57,REL_002599,WEAK
EVID_001573,,SOCIAL_MEDIA,TXN_AGG_PERSON_0057_PERSON_0295,PERSON_0057,PERSON_0295,2026-05-24 06:39:32,Supporting record for relationship type TRANSFERRED_MONEY between PERSON_0057 and PERSON_0295.,0.639,0.946,REL_004314,LIKELY
EVID_001574,,SOCIAL_MEDIA,CDR_AGG_PERSON_0665_PERSON_0686,PERSON_0665,PERSON_0686,2025-07-28 22:11:04,Supporting record for relationship type CALLED between PERSON_0665 and PERSON_0686.,0.812,0.957,REL_001458,WEAK
EVID_001575,,SURVEILLANCE,TXN_AGG_PERSON_0849_PERSON_0894,PERSON_0849,PERSON_0894,2025-01-30 21:48:54,Supporting record for relationship type TRANSFERRED_MONEY between PERSON_0849 and PERSON_0894.,0.699,0.652,REL_004971,WEAK
EVID_001576,,SOCIAL_MEDIA,TXN_AGG_PERSON_0359_PERSON_1330,PERSON_0359,PERSON_1330,2025-10-01 09:22:51,Supporting record for relationship type TRANSFERRED_MONEY between PERSON_0359 and PERSON_1330.,0.743,0.796,REL_005117,UNKNOWN
EVID_001577,,SOCIAL_MEDIA,CDR_AGG_PERSON_0266_PERSON_1400,PERSON_0266,PERSON_1400,2025-06-20 22:43:07,Supporting record for relationship type CALLED between PERSON_0266 and PERSON_1400.,0.46,0.743,REL_000088,UNKNOWN
EVID_001578,,LOCATION_RECORD,TXN_AGG_PERSON_1082_PERSON_1302,PERSON_1082,PERSON_1302,2025-02-08 13:43:38,Supporting record for relationship type TRANSFERRED_MONEY between PERSON_1082 and PERSON_1302.,0.644,0.926,REL_005478,WEAK
EVID_001579,,CDR,CDR_AGG_PERSON_0643_PERSON_1316,PERSON_0643,PERSON_1316,2024-07-17 23:37:23,Supporting record for relationship type CALLED between PERSON_0643 and PERSON_1316.,0.873,0.848,REL_001320,LIKELY
EVID_001580,,SOCIAL_MEDIA,CDR_AGG_PERSON_0178_PERSON_1297,PERSON_0178,PERSON_1297,2025-02-07 07:09:21,Supporting record for relationship type CALLED between PERSON_0178 and PERSON_1297.,0.589,0.718,REL_002686,UNKNOWN
EVID_001581,,SURVEILLANCE,COTRAVEL_WEAK_102,PERSON_0824,PERSON_0260,2026-06-30 00:00:00,Supporting record for relationship type CO_LOCATED between PERSON_0824 and PERSON_0260.,0.647,0.62,REL_006342,UNKNOWN
EVID_001582,,LOCATION_RECORD,ORGREC_ORG_0159,PERSON_0545,ORG_0159,2026-06-30 00:00:00,Supporting record for relationship type MEMBER_OF between PERSON_0545 and ORG_0159.,0.601,0.667,REL_007043,LIKELY
EVID_001583,,SURVEILLANCE,CDR_AGG_PERSON_0043_PERSON_0515,PERSON_0043,PERSON_0515,2024-06-21 09:38:51,Supporting record for relationship type CALLED between PERSON_0043 and PERSON_0515.,0.836,0.966,REL_000751,WEAK
EVID_001584,,CDR,CDR_AGG_PERSON_0647_PERSON_1281,PERSON_0647,PERSON_1281,2026-05-21 19:50:32,Supporting record for relationship type CALLED between PERSON_0647 and PERSON_1281.,0.928,0.642,REL_001404,UNKNOWN
EVID_001585,,SOCIAL_MEDIA,TXN_AGG_PERSON_0594_PERSON_0817,PERSON_0594,PERSON_0817,2024-09-28 22:50:39,Supporting record for relationship type TRANSFERRED_MONEY between PERSON_0594 and PERSON_0817.,0.655,0.792,REL_005420,WEAK
EVID_001586,,CDR,ORGREC_ORG_0030,PERSON_0820,ORG_0030,2026-06-30 00:00:00,Supporting record for relationship type MEMBER_OF between PERSON_0820 and ORG_0030.,0.872,0.904,REL_007099,LIKELY
EVID_001587,,SURVEILLANCE,TELCO_SUBSCRIBER_RECORD,PERSON_0194,PHONE_00194,,Supporting record for relationship type USED between PERSON_0194 and PHONE_00194.,0.656,0.867,REL_007206,CONFIRMED
EVID_001588,,TRANSACTION,CDR_AGG_PERSON_0267_PERSON_0408,PERSON_0267,PERSON_0408,2026-02-13 18:22:23,Supporting record for relationship type CALLED between PERSON_0267 and PERSON_0408.,0.952,0.89,REL_003101,WEAK
EVID_001589,,SURVEILLANCE,ACCOUNT_00092,PERSON_0096,ACCOUNT_00092,2026-06-30 00:00:00,Supporting record for relationship type OWNED between PERSON_0096 and ACCOUNT_00092.,0.736,0.51,REL_008224,CONFIRMED
EVID_001590,,CDR,CDR_AGG_PERSON_0156_PERSON_0938,PERSON_0156,PERSON_0938,2025-03-04 10:15:51,Supporting record for relationship type CALLED between PERSON_0156 and PERSON_0938.,0.879,0.881,REL_002490,UNKNOWN
EVID_001591,,CDR,TXN_AGG_PERSON_0149_PERSON_0685,PERSON_0149,PERSON_0685,2025-01-29 00:59:11,Supporting record for relationship type TRANSFERRED_MONEY between PERSON_0149 and PERSON_0685.,0.855,0.593,REL_004722,UNKNOWN
EVID_001592,,SURVEILLANCE,CDR_AGG_PERSON_0723_PERSON_1035,PERSON_0723,PERSON_1035,2025-06-25 01:34:19,Supporting record for relationship type CALLED between PERSON_0723 and PERSON_1035.,0.752,0.975,REL_003193,UNKNOWN
EVID_001593,,SURVEILLANCE,TELCO_SUBSCRIBER_RECORD,PERSON_0790,PHONE_01549,,Supporting record for relationship type USED between PERSON_0790 and PHONE_01549.,0.882,0.951,REL_007607,CONFIRMED
EVID_001594,,SURVEILLANCE,CDR_AGG_PERSON_1180_PERSON_1193,PERSON_1180,PERSON_1193,2025-11-17 07:43:17,Supporting record for relationship type CALLED between PERSON_1180 and PERSON_1193.,0.737,0.972,REL_002573,WEAK
EVID_001595,,LOCATION_RECORD,TELCO_SUBSCRIBER_RECORD,PERSON_0107,PHONE_00107,,Supporting record for relationship type USED between PERSON_0107 and PHONE_00107.,0.652,0.513,REL_007507,CONFIRMED
EVID_001596,,SURVEILLANCE,TXN_AGG_PERSON_0456_PERSON_1184,PERSON_0456,PERSON_1184,2026-01-20 11:25:22,Supporting record for relationship type TRANSFERRED_MONEY between PERSON_0456 and PERSON_1184.,0.887,0.835,REL_005004,WEAK
EVID_001597,,LOCATION_RECORD,FIR_0234,PERSON_0457,CASE_0234,2025-05-24 11:41:35,Supporting record for relationship type APPEARED_IN_CASE between PERSON_0457 and CASE_0234.,0.793,0.926,REL_006646,CONFIRMED
EVID_001598,,SOCIAL_MEDIA,TXN_AGG_PERSON_0456_PERSON_0737,PERSON_0456,PERSON_0737,2026-01-05 14:39:58,Supporting record for relationship type TRANSFERRED_MONEY between PERSON_0456 and PERSON_0737.,0.439,0.887,REL_005975,UNKNOWN
EVID_001599,,LOCATION_RECORD,CDR_AGG_PERSON_0935_PERSON_1376,PERSON_0935,PERSON_1376,2024-05-30 02:28:20,Supporting record for relationship type CALLED between PERSON_0935 and PERSON_1376.,0.766,0.644,REL_003899,UNKNOWN
EVID_001600,,CDR,TXN_AGG_PERSON_0390_PERSON_1404,PERSON_0390,PERSON_1404,2025-04-07 08:46:20,Supporting record for relationship type TRANSFERRED_MONEY between PERSON_0390 and PERSON_1404.,0.962,0.905,REL_005519,WEAK
EVID_001601,,CDR,TXN_AGG_PERSON_1133_PERSON_1243,PERSON_1133,PERSON_1243,2026-04-04 23:07:03,Supporting record for relationship type TRANSFERRED_MONEY between PERSON_1133 and PERSON_1243.,0.858,0.543,REL_005248,UNKNOWN
EVID_001602,,CDR,TXN_AGG_PERSON_0727_PERSON_1434,PERSON_0727,PERSON_1434,2024-06-26 02:10:44,Supporting record for relationship type TRANSFERRED_MONEY between PERSON_0727 and PERSON_1434.,0.953,0.97,REL_004589,WEAK
EVID_001603,,LOCATION_RECORD,TXN_AGG_PERSON_0300_PERSON_0579,PERSON_0300,PERSON_0579,2024-11-22 06:48:16,Supporting record for relationship type TRANSFERRED_MONEY between PERSON_0300 and PERSON_0579.,0.724,0.91,REL_004593,LIKELY
EVID_001604,,LOCATION_RECORD,TELCO_SUBSCRIBER_RECORD,PERSON_1067,PHONE_01067,,Supporting record for relationship type USED between PERSON_1067 and PHONE_01067.,0.692,0.612,REL_007594,CONFIRMED
EVID_001605,,TRANSACTION,CDR_AGG_PERSON_0044_PERSON_0186,PERSON_0044,PERSON_0186,2024-06-05 14:03:33,Supporting record for relationship type CALLED between PERSON_0044 and PERSON_0186.,0.946,0.564,REL_003668,WEAK
EVID_001606,,LOCATION_RECORD,TXN_AGG_PERSON_0138_PERSON_0451,PERSON_0138,PERSON_0451,2024-04-02 19:48:59,Supporting record for relationship type TRANSFERRED_MONEY between PERSON_0138 and PERSON_0451.,0.624,0.512,REL_005708,UNKNOWN
EVID_001607,,SURVEILLANCE,ACCOUNT_00381,PERSON_0408,ACCOUNT_00381,2026-06-30 00:00:00,Supporting record for relationship type OWNED between PERSON_0408 and ACCOUNT_00381.,0.781,0.788,REL_008573,CONFIRMED
EVID_001608,,SOCIAL_MEDIA,CDR_AGG_PERSON_0564_PERSON_0816,PERSON_0564,PERSON_0816,2025-09-24 11:58:33,Supporting record for relationship type CALLED between PERSON_0564 and PERSON_0816.,0.72,0.577,REL_002222,LIKELY
EVID_001609,,SOCIAL_MEDIA,VEHICLE_00223,PERSON_0960,VEHICLE_00223,2026-06-30 00:00:00,Supporting record for relationship type OWNED between PERSON_0960 and VEHICLE_00223.,0.446,0.96,REL_008213,CONFIRMED
EVID_001610,,CDR,CDR_AGG_PERSON_0153_PERSON_1290,PERSON_0153,PERSON_1290,2025-10-25 06:41:04,Supporting record for relationship type CALLED between PERSON_0153 and PERSON_1290.,0.94,0.647,REL_000309,LIKELY
EVID_001611,,TRANSACTION,CDR_AGG_PERSON_0091_PERSON_1188,PERSON_0091,PERSON_1188,2026-02-12 07:44:57,Supporting record for relationship type CALLED between PERSON_0091 and PERSON_1188.,0.955,0.509,REL_001334,LIKELY
EVID_001612,,SURVEILLANCE,CDR_AGG_PERSON_0004_PERSON_0741,PERSON_0004,PERSON_0741,2025-05-11 05:06:26,Supporting record for relationship type CALLED between PERSON_0004 and PERSON_0741.,0.799,0.948,REL_003601,WEAK
EVID_001613,,CDR,CDR_AGG_PERSON_1188_PERSON_1391,PERSON_1188,PERSON_1391,2024-10-14 11:26:40,Supporting record for relationship type CALLED between PERSON_1188 and PERSON_1391.,0.969,0.881,REL_000620,LIKELY
EVID_001614,,TRANSACTION,ACCOUNT_00724,PERSON_1165,ACCOUNT_00724,2026-06-30 00:00:00,Supporting record for relationship type OWNED between PERSON_1165 and ACCOUNT_00724.,0.903,0.82,REL_008489,CONFIRMED
EVID_001615,,SOCIAL_MEDIA,CDR_AGG_PERSON_0010_PERSON_0330,PERSON_0010,PERSON_0330,2026-03-23 19:34:55,Supporting record for relationship type CALLED between PERSON_0010 and PERSON_0330.,0.824,0.843,REL_001992,LIKELY
EVID_001616,,SURVEILLANCE,TELCO_SUBSCRIBER_RECORD,PERSON_0781,PHONE_00781,,Supporting record for relationship type USED between PERSON_0781 and PHONE_00781.,0.878,0.5,REL_007614,CONFIRMED
EVID_001617,,CDR,TXN_AGG_PERSON_0780_PERSON_1076,PERSON_0780,PERSON_1076,2025-07-20 06:35:13,Supporting record for relationship type TRANSFERRED_MONEY between PERSON_0780 and PERSON_1076.,0.965,0.604,REL_004865,WEAK
EVID_001618,,SURVEILLANCE,VEHICLE_00079,PERSON_0580,VEHICLE_00079,2026-06-30 00:00:00,Supporting record for relationship type OWNED between PERSON_0580 and VEHICLE_00079.,0.649,0.575,REL_007818,CONFIRMED
EVID_001619,,CDR,TXN_AGG_PERSON_0158_PERSON_0308,PERSON_0158,PERSON_0308,2025-02-11 17:17:26,Supporting record for relationship type TRANSFERRED_MONEY between PERSON_0158 and PERSON_0308.,0.882,0.699,REL_005525,WEAK
EVID_001620,,LOCATION_RECORD,CDR_AGG_PERSON_1006_PERSON_1112,PERSON_1006,PERSON_1112,2024-12-18 08:19:18,Supporting record for relationship type CALLED between PERSON_1006 and PERSON_1112.,0.62,0.709,REL_002890,UNKNOWN
EVID_001621,,TRANSACTION,LOCATION_0023,PERSON_0077,PERSON_0104,2026-06-30 00:00:00,Supporting record for relationship type ASSOCIATED_WITH between PERSON_0077 and PERSON_0104.,0.937,0.854,REL_006114,LIKELY
EVID_001622,,SURVEILLANCE,TXN_AGG_PERSON_0490_PERSON_1219,PERSON_0490,PERSON_1219,2024-06-06 16:09:52,Supporting record for relationship type TRANSFERRED_MONEY between PERSON_0490 and PERSON_1219.,0.824,0.527,REL_005501,UNKNOWN
EVID_001623,,LOCATION_RECORD,CDR_AGG_PERSON_0767_PERSON_1451,PERSON_0767,PERSON_1451,2024-04-05 22:00:37,Supporting record for relationship type CALLED between PERSON_0767 and PERSON_1451.,0.743,0.696,REL_002523,UNKNOWN
EVID_001624,,TRANSACTION,VEHICLE_00126,PERSON_0947,VEHICLE_00126,2026-06-30 00:00:00,Supporting record for relationship type OWNED between PERSON_0947 and VEHICLE_00126.,0.926,0.812,REL_008108,CONFIRMED
EVID_001625,,SURVEILLANCE,LOCATION_0007,PERSON_1206,PERSON_1247,2026-06-30 00:00:00,Supporting record for relationship type ASSOCIATED_WITH between PERSON_1206 and PERSON_1247.,0.704,0.771,REL_006055,LIKELY
EVID_001626,,SURVEILLANCE,CDR_AGG_PERSON_0143_PERSON_0348,PERSON_0143,PERSON_0348,2026-01-02 18:15:59,Supporting record for relationship type CALLED between PERSON_0143 and PERSON_0348.,0.667,0.65,REL_001920,UNKNOWN
EVID_001627,,SOCIAL_MEDIA,ORGREC_ORG_0289,PERSON_1060,ORG_0289,2026-06-30 00:00:00,Supporting record for relationship type MEMBER_OF between PERSON_1060 and ORG_0289.,0.466,0.801,REL_006728,LIKELY
EVID_001628,,SURVEILLANCE,TXN_AGG_PERSON_1198_PERSON_1499,PERSON_1198,PERSON_1499,2025-11-01 05:20:44,Supporting record for relationship type TRANSFERRED_MONEY between PERSON_1198 and PERSON_1499.,0.777,0.82,REL_004503,UNKNOWN
EVID_001629,,LOCATION_RECORD,COTRAVEL_STRONG_046,PERSON_0477,PERSON_0431,2026-06-30 00:00:00,Supporting record for relationship type TRAVELLED_WITH between PERSON_0477 and PERSON_0431.,0.73,0.641,REL_006231,LIKELY
EVID_001630,,SURVEILLANCE,CDR_AGG_PERSON_0746_PERSON_0938,PERSON_0746,PERSON_0938,2024-06-17 07:26:10,Supporting record for relationship type CALLED between PERSON_0746 and PERSON_0938.,0.658,0.825,REL_003980,UNKNOWN
EVID_001631,,CDR,CDR_AGG_PERSON_0712_PERSON_1317,PERSON_0712,PERSON_1317,2024-01-08 23:10:29,Supporting record for relationship type CALLED between PERSON_0712 and PERSON_1317.,0.873,0.699,REL_002728,WEAK
EVID_001632,,CDR,CDR_AGG_PERSON_0164_PERSON_1395,PERSON_0164,PERSON_1395,2024-11-13 10:36:15,Supporting record for relationship type CALLED between PERSON_0164 and PERSON_1395.,0.92,0.608,REL_001973,WEAK
EVID_001633,,SOCIAL_MEDIA,ORGREC_ORG_0134,PERSON_0783,ORG_0134,2026-06-30 00:00:00,Supporting record for relationship type MEMBER_OF between PERSON_0783 and ORG_0134.,0.521,0.807,REL_006800,LIKELY
EVID_001634,,CDR,TXN_AGG_PERSON_0306_PERSON_1231,PERSON_0306,PERSON_1231,2025-02-28 23:56:06,Supporting record for relationship type TRANSFERRED_MONEY between PERSON_0306 and PERSON_1231.,0.903,0.665,REL_004917,UNKNOWN
EVID_001635,,SURVEILLANCE,TXN_AGG_PERSON_0308_PERSON_0938,PERSON_0308,PERSON_0938,2025-11-25 05:30:04,Supporting record for relationship type TRANSFERRED_MONEY between PERSON_0308 and PERSON_0938.,0.766,0.9,REL_004412,LIKELY
EVID_001636,,CDR,CDR_AGG_PERSON_0328_PERSON_0798,PERSON_0328,PERSON_0798,2024-02-13 20:49:11,Supporting record for relationship type CALLED between PERSON_0328 and PERSON_0798.,0.896,0.543,REL_000654,WEAK
EVID_001637,,TRANSACTION,CDR_AGG_PERSON_0199_PERSON_0746,PERSON_0199,PERSON_0746,2024-02-26 14:47:10,Supporting record for relationship type CALLED between PERSON_0199 and PERSON_0746.,0.963,0.971,REL_003619,LIKELY
EVID_001638,,TRANSACTION,TXN_AGG_PERSON_0194_PERSON_1424,PERSON_0194,PERSON_1424,2025-09-06 09:59:18,Supporting record for relationship type TRANSFERRED_MONEY between PERSON_0194 and PERSON_1424.,0.963,0.598,REL_005772,LIKELY
EVID_001639,,SURVEILLANCE,CDR_AGG_PERSON_0658_PERSON_1166,PERSON_0658,PERSON_1166,2024-06-07 09:27:10,Supporting record for relationship type CALLED between PERSON_0658 and PERSON_1166.,0.855,0.69,REL_001693,WEAK
EVID_001640,,CDR,LOCATION_0009,PERSON_0119,PERSON_0439,2026-06-30 00:00:00,Supporting record for relationship type ASSOCIATED_WITH between PERSON_0119 and PERSON_0439.,0.918,0.902,REL_006060,INNOCENT
EVID_001641,,TRANSACTION,VEHICLE_00627,PERSON_0352,VEHICLE_00627,2026-06-30 00:00:00,Supporting record for relationship type OWNED between PERSON_0352 and VEHICLE_00627.,0.902,0.617,REL_008027,CONFIRMED
EVID_001642,,TRANSACTION,CDR_AGG_PERSON_0562_PERSON_1090,PERSON_0562,PERSON_1090,2024-06-12 23:44:55,Supporting record for relationship type CALLED between PERSON_0562 and PERSON_1090.,0.973,0.962,REL_000929,WEAK
EVID_001643,,TRANSACTION,CDR_AGG_PERSON_0331_PERSON_0336,PERSON_0331,PERSON_0336,2024-08-22 06:51:48,Supporting record for relationship type CALLED between PERSON_0331 and PERSON_0336.,0.946,0.911,REL_003034,LIKELY
EVID_001644,,SOCIAL_MEDIA,CDR_AGG_PERSON_0480_PERSON_1129,PERSON_0480,PERSON_1129,2025-11-14 08:23:41,Supporting record for relationship type CALLED between PERSON_0480 and PERSON_1129.,0.713,0.921,REL_001430,UNKNOWN
EVID_001645,,CDR,FIR_0123,PERSON_0656,CASE_0123,2026-04-12 05:45:41,Supporting record for relationship type APPEARED_IN_CASE between PERSON_0656 and CASE_0123.,0.898,0.826,REL_006535,CONFIRMED
EVID_001646,,SOCIAL_MEDIA,TXN_AGG_PERSON_0105_PERSON_1008,PERSON_0105,PERSON_1008,2025-05-12 15:02:21,Supporting record for relationship type TRANSFERRED_MONEY between PERSON_0105 and PERSON_1008.,0.745,0.834,REL_004209,CONFIRMED
EVID_001647,,SURVEILLANCE,ACCOUNT_00640,PERSON_0458,ACCOUNT_00640,2026-06-30 00:00:00,Supporting record for relationship type OWNED between PERSON_0458 and ACCOUNT_00640.,0.837,0.62,REL_008526,CONFIRMED
EVID_001648,,SURVEILLANCE,CDR_AGG_PERSON_0206_PERSON_0890,PERSON_0206,PERSON_0890,2024-10-02 03:44:06,Supporting record for relationship type CALLED between PERSON_0206 and PERSON_0890.,0.789,0.69,REL_003124,LIKELY
EVID_001649,,LOCATION_RECORD,TELCO_SUBSCRIBER_RECORD,PERSON_1450,PHONE_01450,,Supporting record for relationship type USED between PERSON_1450 and PHONE_01450.,0.794,0.723,REL_007469,CONFIRMED
EVID_001650,,TRANSACTION,TELCO_SUBSCRIBER_RECORD,PERSON_0061,PHONE_00061,,Supporting record for relationship type USED between PERSON_0061 and PHONE_00061.,0.91,0.976,REL_007177,CONFIRMED
EVID_001651,,TRANSACTION,TELCO_SUBSCRIBER_RECORD,PERSON_0538,PHONE_00538,,Supporting record for relationship type USED between PERSON_0538 and PHONE_00538.,0.956,0.691,REL_007598,CONFIRMED
EVID_001652,,SURVEILLANCE,ORGREC_ORG_0204,PERSON_1226,ORG_0204,2026-06-30 00:00:00,Supporting record for relationship type MEMBER_OF between PERSON_1226 and ORG_0204.,0.668,0.54,REL_006719,LIKELY
EVID_001653,,SURVEILLANCE,CDR_AGG_PERSON_0004_PERSON_0474,PERSON_0004,PERSON_0474,2024-03-23 15:22:04,Supporting record for relationship type CALLED between PERSON_0004 and PERSON_0474.,0.735,0.767,REL_000420,WEAK
EVID_001654,,CDR,VEHICLE_00480,PERSON_1003,VEHICLE_00480,2026-06-30 00:00:00,Supporting record for relationship type OWNED between PERSON_1003 and VEHICLE_00480.,0.957,0.72,REL_007796,CONFIRMED
EVID_001655,,CDR,CDR_AGG_PERSON_0007_PERSON_0923,PERSON_0007,PERSON_0923,2024-10-19 01:38:45,Supporting record for relationship type CALLED between PERSON_0007 and PERSON_0923.,0.949,0.868,REL_003247,UNKNOWN
EVID_001656,,CDR,CDR_AGG_PERSON_0537_PERSON_0863,PERSON_0537,PERSON_0863,2024-11-06 02:32:23,Supporting record for relationship type CALLED between PERSON_0537 and PERSON_0863.,0.967,0.671,REL_001305,LIKELY
EVID_001657,,CDR,TXN_AGG_PERSON_0210_PERSON_0788,PERSON_0210,PERSON_0788,2024-07-07 01:17:56,Supporting record for relationship type TRANSFERRED_MONEY between PERSON_0210 and PERSON_0788.,0.858,0.821,REL_005972,LIKELY
EVID_001658,,SURVEILLANCE,CDR_AGG_PERSON_0013_PERSON_0109,PERSON_0013,PERSON_0109,2024-02-27 17:17:46,Supporting record for relationship type CALLED between PERSON_0013 and PERSON_0109.,0.849,0.528,REL_001821,WEAK
EVID_001659,,SOCIAL_MEDIA,CDR_AGG_PERSON_0191_PERSON_1063,PERSON_0191,PERSON_1063,2025-03-02 12:17:14,Supporting record for relationship type CALLED between PERSON_0191 and PERSON_1063.,0.712,0.668,REL_001868,WEAK
EVID_001660,,CDR,TELCO_SUBSCRIBER_RECORD,PERSON_0944,PHONE_01936,,Supporting record for relationship type USED between PERSON_0944 and PHONE_01936.,0.941,0.926,REL_007397,CONFIRMED
EVID_001661,,SURVEILLANCE,TXN_AGG_PERSON_0232_PERSON_0316,PERSON_0232,PERSON_0316,2025-01-06 14:36:57,Supporting record for relationship type TRANSFERRED_MONEY between PERSON_0232 and PERSON_0316.,0.772,0.578,REL_004448,UNKNOWN
EVID_001662,,SOCIAL_MEDIA,CDR_AGG_PERSON_0062_PERSON_0147,PERSON_0062,PERSON_0147,2024-07-30 16:36:30,Supporting record for relationship type CALLED between PERSON_0062 and PERSON_0147.,0.591,0.854,REL_002772,WEAK
EVID_001663,,CDR,CDR_AGG_PERSON_0310_PERSON_1286,PERSON_0310,PERSON_1286,2024-02-10 15:48:42,Supporting record for relationship type CALLED between PERSON_0310 and PERSON_1286.,0.878,0.504,REL_002634,WEAK
EVID_001664,,SOCIAL_MEDIA,CDR_AGG_PERSON_0125_PERSON_1063,PERSON_0125,PERSON_1063,2025-03-11 04:32:21,Supporting record for relationship type CALLED between PERSON_0125 and PERSON_1063.,0.568,0.874,REL_003631,UNKNOWN
EVID_001665,,TRANSACTION,COTRAVEL_WEAK_009,PERSON_0616,PERSON_0829,2026-06-30 00:00:00,Supporting record for relationship type CO_LOCATED between PERSON_0616 and PERSON_0829.,0.957,0.609,REL_006249,UNKNOWN
EVID_001666,,SOCIAL_MEDIA,CDR_AGG_PERSON_0856_PERSON_1288,PERSON_0856,PERSON_1288,2024-01-30 05:10:40,Supporting record for relationship type CALLED between PERSON_0856 and PERSON_1288.,0.739,0.799,REL_000930,LIKELY
EVID_001667,,CDR,TXN_AGG_PERSON_0563_PERSON_1476,PERSON_0563,PERSON_1476,2026-06-12 17:06:20,Supporting record for relationship type TRANSFERRED_MONEY between PERSON_0563 and PERSON_1476.,0.947,0.8,REL_005040,WEAK
EVID_001668,,TRANSACTION,CDR_AGG_PERSON_0833_PERSON_1343,PERSON_0833,PERSON_1343,2025-10-15 10:12:43,Supporting record for relationship type POTENTIAL_OPERATIONAL_LINK between PERSON_0833 and PERSON_1343.,0.975,0.812,REL_000066,CONFIRMED
EVID_001669,,SURVEILLANCE,CDR_AGG_PERSON_0025_PERSON_1011,PERSON_0025,PERSON_1011,2025-05-03 16:29:59,Supporting record for relationship type CALLED between PERSON_0025 and PERSON_1011.,0.697,0.562,REL_001247,WEAK
EVID_001670,,SURVEILLANCE,CDR_AGG_PERSON_0534_PERSON_1195,PERSON_0534,PERSON_1195,2024-07-06 02:45:39,Supporting record for relationship type CALLED between PERSON_0534 and PERSON_1195.,0.77,0.546,REL_003143,UNKNOWN
EVID_001671,,LOCATION_RECORD,CDR_AGG_PERSON_0218_PERSON_1011,PERSON_0218,PERSON_1011,2024-02-03 13:44:33,Supporting record for relationship type CALLED between PERSON_0218 and PERSON_1011.,0.821,0.968,REL_004130,UNKNOWN
EVID_001672,,TRANSACTION,CDR_AGG_PERSON_1143_PERSON_1323,PERSON_1143,PERSON_1323,2025-04-24 19:53:09,Supporting record for relationship type CALLED between PERSON_1143 and PERSON_1323.,0.931,0.799,REL_001525,WEAK
EVID_001673,,CDR,CDR_AGG_PERSON_0174_PERSON_1070,PERSON_0174,PERSON_1070,2025-02-17 17:57:17,Supporting record for relationship type CALLED between PERSON_0174 and PERSON_1070.,0.919,0.944,REL_000615,WEAK
EVID_001674,,TRANSACTION,CDR_AGG_PERSON_0143_PERSON_0338,PERSON_0143,PERSON_0338,2026-01-08 10:06:51,Supporting record for relationship type CALLED between PERSON_0143 and PERSON_0338.,0.914,0.946,REL_001366,UNKNOWN
EVID_001675,,TRANSACTION,ACCOUNT_00625,PERSON_1465,ACCOUNT_00625,2026-06-30 00:00:00,Supporting record for relationship type OWNED between PERSON_1465 and ACCOUNT_00625.,0.945,0.747,REL_008467,CONFIRMED
EVID_001676,,SURVEILLANCE,CDR_AGG_PERSON_0029_PERSON_0601,PERSON_0029,PERSON_0601,2026-01-17 03:59:42,Supporting record for relationship type CALLED between PERSON_0029 and PERSON_0601.,0.857,0.738,REL_000169,WEAK
EVID_001677,,SURVEILLANCE,CDR_AGG_PERSON_1219_PERSON_1277,PERSON_1219,PERSON_1277,2025-04-06 01:26:15,Supporting record for relationship type CALLED between PERSON_1219 and PERSON_1277.,0.794,0.733,REL_000754,WEAK
EVID_001678,,CDR,CDR_AGG_PERSON_0378_PERSON_1159,PERSON_0378,PERSON_1159,2025-06-09 09:58:11,Supporting record for relationship type CALLED between PERSON_0378 and PERSON_1159.,0.872,0.774,REL_001445,WEAK
EVID_001679,,LOCATION_RECORD,CDR_AGG_PERSON_0862_PERSON_1043,PERSON_0862,PERSON_1043,2025-12-15 08:10:32,Supporting record for relationship type CALLED between PERSON_0862 and PERSON_1043.,0.795,0.764,REL_002591,LIKELY
EVID_001680,,SURVEILLANCE,ACCOUNT_00439,PERSON_0875,ACCOUNT_00439,2026-06-30 00:00:00,Supporting record for relationship type OWNED between PERSON_0875 and ACCOUNT_00439.,0.615,0.656,REL_008383,CONFIRMED
