vehicle_id,owner_person_id,vehicle_type,model,registration_alias,ownership_start,ownership_end,confidence
VEHICLE_00446,PERSON_0915,commercial_van,SynModel-Y2,IND-17-SYN-7122,2025-04-01 08:41:26,,0.9
VEHICLE_00447,PERSON_0789,two_wheeler,SynModel-B5,BHO-97-SYN-5099,2022-02-28 06:03:39,,0.94
VEHICLE_00448,PERSON_1434,sedan,SynModel-Z3,JAI-69-SYN-8660,2023-03-16 22:29:05,,0.87
VEHICLE_00449,PERSON_0426,commercial_van,SynModel-Z3,DEL-73-SYN-1340,2022-10-18 20:52:12,,0.84
VEHICLE_00450,PERSON_0626,commercial_van,SynModel-Z3,AHM-92-SYN-5367,2024-01-25 03:15:35,,0.88
VEHICLE_00451,PERSON_0983,SUV,SynModel-A4,MUM-14-SYN-1157,2024-06-09 13:30:22,,0.98
VEHICLE_00452,PERSON_1342,commercial_van,SynModel-Z3,DEL-88-SYN-2322,2023-12-12 04:58:11,,0.99
VEHICLE_00453,PERSON_0727,hatchback,SynModel-X1,CHD-91-SYN-1706,2022-04-08 12:26:39,,0.83
VEHICLE_00454,PERSON_0105,commercial_van,SynModel-B5,DEL-15-SYN-2007,2022-10-20 06:29:10,,0.89
VEHICLE_00455,PERSON_0223,commercial_van,SynModel-X1,AHM-19-SYN-3561,2021-11-28 07:58:23,,0.85
VEHICLE_00456,PERSON_0387,hatchback,SynModel-Y2,IND-86-SYN-9270,2025-01-10 17:54:42,,0.92
VEHICLE_00457,PERSON_1005,commercial_van,SynModel-B5,CHD-51-SYN-5599,2021-07-24 10:14:12,,0.95
VEHICLE_00458,PERSON_0922,two_wheeler,SynModel-Y2,BHO-81-SYN-8388,2021-10-13 18:09:59,,0.88
VEHICLE_00459,PERSON_0721,two_wheeler,SynModel-Y2,PUN-32-SYN-4553,2021-09-11 06:14:27,,0.91
VEHICLE_00460,PERSON_0087,SUV,SynModel-A4,HYD-32-SYN-9742,2021-09-09 04:06:13,,0.9
VEHICLE_00461,PERSON_0607,SUV,SynModel-Z3,HYD-85-SYN-6570,2023-05-08 03:44:38,,0.83
VEHICLE_00462,PERSON_1478,commercial_van,SynModel-B5,LKO-48-SYN-1868,2024-11-26 09:04:11,,0.83
VEHICLE_00463,PERSON_0261,sedan,SynModel-A4,CHD-95-SYN-3902,2023-10-12 16:13:18,,0.93
VEHICLE_00464,PERSON_1101,two_wheeler,SynModel-X1,PUN-87-SYN-1694,2024-02-24 17:10:21,,0.92
VEHICLE_00465,PERSON_1215,two_wheeler,SynModel-Z3,JAI-81-SYN-2969,2022-08-01 22:51:13,,0.81
VEHICLE_00466,PERSON_0572,hatchback,SynModel-Y2,JAI-68-SYN-2433,2026-03-21 09:18:23,,0.91
VEHICLE_00467,PERSON_0558,hatchback,SynModel-B5,CHD-85-SYN-8542,2022-08-30 06:41:12,,0.91
VEHICLE_00468,PERSON_0569,two_wheeler,SynModel-Y2,PUN-28-SYN-1391,2026-03-17 19:21:21,,0.94
VEHICLE_00469,PERSON_1473,hatchback,SynModel-Y2,JAI-19-SYN-4962,2023-06-26 10:20:43,,0.95
VEHICLE_00470,PERSON_1408,hatchback,SynModel-B5,MUM-76-SYN-8151,2025-06-25 11:01:29,,0.86
VEHICLE_00471,PERSON_1262,SUV,SynModel-X1,BHO-63-SYN-7424,2023-07-05 14:13:29,,0.85
VEHICLE_00472,PERSON_0017,hatchback,SynModel-Z3,BHO-92-SYN-6524,2026-04-07 00:02:33,,0.94
VEHICLE_00473,PERSON_0737,SUV,SynModel-A4,MUM-70-SYN-9152,2022-09-27 09:31:21,,0.88
VEHICLE_00474,PERSON_1235,sedan,SynModel-Z3,PUN-86-SYN-1778,2026-04-08 02:20:31,,0.9
VEHICLE_00475,PERSON_1494,hatchback,SynModel-Z3,CHD-70-SYN-3316,2022-02-14 07:12:59,,0.88
VEHICLE_00476,PERSON_0557,hatchback,SynModel-X1,BHO-36-SYN-6309,2022-12-11 18:01:58,,0.89
VEHICLE_00477,PERSON_0006,hatchback,SynModel-X1,IND-34-SYN-4088,2022-04-26 21:18:27,,0.88
VEHICLE_00478,PERSON_0598,two_wheeler,SynModel-X1,LKO-88-SYN-3953,2025-06-22 07:54:43,,0.91
VEHICLE_00479,PERSON_1183,sedan,SynModel-X1,IND-42-SYN-3035,2021-09-02 22:24:08,,0.94
VEHICLE_00480,PERSON_1003,hatchback,SynModel-Z3,CHD-37-SYN-5645,2024-04-09 22:44:28,,0.96
VEHICLE_00481,PERSON_0711,commercial_van,SynModel-Z3,HYD-77-SYN-3935,2025-05-27 09:26:53,,0.91
VEHICLE_00482,PERSON_0501,two_wheeler,SynModel-Y2,MUM-96-SYN-7976,2024-08-19 08:37:43,,0.99
VEHICLE_00483,PERSON_1162,hatchback,SynModel-Z3,AHM-77-SYN-6772,2024-03-30 04:42:25,,0.98
VEHICLE_00484,PERSON_1230,two_wheeler,SynModel-Z3,BHO-72-SYN-1805,2023-11-10 17:12:42,,0.85
VEHICLE_00485,PERSON_0316,two_wheeler,SynModel-X1,MUM-26-SYN-5268,2024-11-18 14:22:26,,0.85
VEHICLE_00486,PERSON_1323,hatchback,SynModel-Z3,DEL-79-SYN-7409,2023-06-07 05:34:10,,0.9
VEHICLE_00487,PERSON_0923,sedan,SynModel-Y2,HYD-73-SYN-2171,2021-12-14 09:56:43,,0.95
VEHICLE_00488,PERSON_0366,SUV,SynModel-A4,IND-81-SYN-9433,2022-11-28 10:06:18,,0.91
VEHICLE_00489,PERSON_1224,commercial_van,SynModel-B5,CHD-30-SYN-3056,2023-10-07 20:16:36,,0.87
VEHICLE_00490,PERSON_1268,SUV,SynModel-X1,IND-35-SYN-2855,2023-09-15 19:10:52,,0.88
VEHICLE_00491,PERSON_1189,SUV,SynModel-Y2,HYD-41-SYN-7500,2023-12-02 10:32:35,,0.95
VEHICLE_00492,PERSON_0893,hatchback,SynModel-A4,JAI-84-SYN-2393,2025-09-18 01:12:11,,0.91
VEHICLE_00493,PERSON_0152,hatchback,SynModel-Y2,CHD-14-SYN-7089,2025-03-09 07:07:20,,0.83
VEHICLE_00494,PERSON_0378,sedan,SynModel-Z3,LKO-93-SYN-2864,2023-12-02 09:44:42,,0.86
VEHICLE_00495,PERSON_1332,SUV,SynModel-Y2,JAI-82-SYN-6364,2021-10-21 14:50:56,,0.96
VEHICLE_00496,PERSON_0373,sedan,SynModel-Y2,IND-73-SYN-8238,2022-03-08 09:15:54,,0.98
VEHICLE_00497,PERSON_1437,SUV,SynModel-Z3,BHO-95-SYN-2729,2026-01-08 18:31:21,,0.91
VEHICLE_00498,PERSON_0764,hatchback,SynModel-A4,DEL-36-SYN-8869,2022-05-30 20:08:54,,0.95
VEHICLE_00499,PERSON_0830,SUV,SynModel-Z3,JAI-25-SYN-7732,2021-12-09 02:08:37,,0.84
VEHICLE_00500,PERSON_1290,SUV,SynModel-Y2,HYD-17-SYN-2130,2025-12-10 15:31:05,,0.93
VEHICLE_00501,PERSON_0688,sedan,SynModel-B5,LKO-75-SYN-3560,2023-06-10 04:26:32,,0.94
VEHICLE_00502,PERSON_1113,commercial_van,SynModel-X1,LKO-12-SYN-6761,2021-12-13 08:24:11,,0.85
VEHICLE_00503,PERSON_1164,SUV,SynModel-X1,BHO-60-SYN-8168,2023-03-05 09:21:30,,0.91
VEHICLE_00504,PERSON_0951,commercial_van,SynModel-Z3,CHD-92-SYN-9090,2023-07-22 11:21:32,,0.84
VEHICLE_00505,PERSON_0203,hatchback,SynModel-X1,CHD-34-SYN-7348,2025-11-29 09:17:16,,0.82
VEHICLE_00506,PERSON_0080,hatchback,SynModel-B5,IND-21-SYN-1972,2025-11-25 10:30:12,,0.86
VEHICLE_00507,PERSON_0353,SUV,SynModel-X1,IND-13-SYN-4943,2022-01-11 10:40:58,,0.84
VEHICLE_00508,PERSON_1182,SUV,SynModel-Y2,JAI-48-SYN-8971,2023-01-16 21:03:46,,0.98
VEHICLE_00509,PERSON_0057,sedan,SynModel-A4,JAI-32-SYN-1797,2026-01-20 12:04:23,,0.9
VEHICLE_00510,PERSON_0937,sedan,SynModel-Z3,JAI-94-SYN-4946,2024-06-30 07:20:16,,0.82
VEHICLE_00511,PERSON_0874,sedan,SynModel-Y2,IND-11-SYN-5804,2023-02-25 11:00:11,,0.83
VEHICLE_00512,PERSON_0459,SUV,SynModel-X1,LKO-25-SYN-7598,2022-09-30 22:09:11,,0.92
VEHICLE_00513,PERSON_0450,sedan,SynModel-X1,HYD-46-SYN-8307,2025-10-03 09:27:39,,0.98
VEHICLE_00514,PERSON_0564,commercial_van,SynModel-A4,HYD-45-SYN-8970,2025-08-19 01:02:03,,0.91
VEHICLE_00515,PERSON_1024,SUV,SynModel-Z3,JAI-65-SYN-7217,2024-06-21 03:46:07,,0.82
VEHICLE_00516,PERSON_0605,two_wheeler,SynModel-B5,LKO-18-SYN-4252,2024-06-24 03:36:07,,0.92
VEHICLE_00517,PERSON_0573,SUV,SynModel-Y2,BHO-94-SYN-2929,2025-05-10 23:30:43,,0.81
VEHICLE_00518,PERSON_0540,hatchback,SynModel-B5,AHM-53-SYN-2398,2025-03-05 14:55:18,,0.91
VEHICLE_00519,PERSON_1424,sedan,SynModel-B5,JAI-38-SYN-4965,2023-12-26 19:05:22,,0.98
VEHICLE_00520,PERSON_1179,two_wheeler,SynModel-X1,DEL-78-SYN-3723,2024-06-06 12:50:02,,0.83
VEHICLE_00521,PERSON_0821,hatchback,SynModel-X1,AHM-51-SYN-7691,2025-10-10 14:48:13,,0.98
VEHICLE_00522,PERSON_1153,hatchback,SynModel-Y2,IND-35-SYN-7700,2024-08-26 13:53:43,,0.97
VEHICLE_00523,PERSON_0570,two_wheeler,SynModel-X1,IND-25-SYN-7379,2022-04-18 18:21:02,,0.88
VEHICLE_00524,PERSON_1254,sedan,SynModel-A4,MUM-17-SYN-5525,2022-07-14 22:32:30,,0.97
VEHICLE_00525,PERSON_0435,sedan,SynModel-Z3,LKO-12-SYN-3866,2022-07-19 09:33:47,,0.89
VEHICLE_00526,PERSON_0673,sedan,SynModel-Z3,IND-94-SYN-8939,2026-03-08 04:15:13,,0.95
VEHICLE_00527,PERSON_0213,hatchback,SynModel-Z3,HYD-61-SYN-9336,2021-08-18 12:20:11,,0.93
VEHICLE_00528,PERSON_0615,sedan,SynModel-Z3,MUM-20-SYN-8132,2025-04-03 17:01:48,,0.9
VEHICLE_00529,PERSON_0603,two_wheeler,SynModel-Y2,PUN-86-SYN-7505,2025-03-09 20:02:24,,0.94
VEHICLE_00530,PERSON_0909,SUV,SynModel-B5,CHD-57-SYN-6338,2021-08-27 06:35:43,,0.99
VEHICLE_00531,PERSON_1213,hatchback,SynModel-Y2,JAI-58-SYN-7699,2023-02-27 12:54:27,,0.86
VEHICLE_00532,PERSON_0192,sedan,SynModel-A4,AHM-96-SYN-9447,2025-12-20 07:43:41,,0.97
VEHICLE_00533,PERSON_0857,two_wheeler,SynModel-B5,IND-75-SYN-1605,2024-10-15 15:25:45,,0.96
VEHICLE_00534,PERSON_0793,commercial_van,SynModel-Z3,PUN-61-SYN-8826,2024-09-20 15:45:57,,0.92
VEHICLE_00535,PERSON_0233,two_wheeler,SynModel-B5,IND-85-SYN-5098,2024-01-09 05:51:32,,0.85
VEHICLE_00536,PERSON_1006,commercial_van,SynModel-A4,PUN-69-SYN-2170,2024-01-31 16:19:12,,0.82
VEHICLE_00537,PERSON_0734,SUV,SynModel-Y2,DEL-61-SYN-8967,2021-10-13 12:10:46,,0.89
VEHICLE_00538,PERSON_0410,SUV,SynModel-A4,JAI-29-SYN-3295,2026-04-14 07:45:50,,0.91
VEHICLE_00539,PERSON_0399,sedan,SynModel-X1,DEL-84-SYN-1262,2025-10-13 09:11:23,,0.94
VEHICLE_00540,PERSON_0981,commercial_van,SynModel-B5,BHO-13-SYN-8061,2025-03-01 13:51:02,,0.97
VEHICLE_00541,PERSON_1387,commercial_van,SynModel-B5,HYD-97-SYN-4922,2024-06-27 05:47:03,,0.87
VEHICLE_00542,PERSON_0633,commercial_van,SynModel-Z3,MUM-68-SYN-7693,2023-08-10 16:09:50,,0.87
VEHICLE_00543,PERSON_1384,SUV,SynModel-A4,HYD-52-SYN-8605,2024-10-14 07:49:18,,0.84
VEHICLE_00544,PERSON_0732,commercial_van,SynModel-X1,PUN-47-SYN-2641,2022-05-30 11:06:46,,0.91
VEHICLE_00545,PERSON_0164,hatchback,SynModel-A4,MUM-38-SYN-5752,2025-10-28 09:34:01,,0.97
VEHICLE_00546,PERSON_1245,hatchback,SynModel-X1,BHO-15-SYN-6044,2024-02-07 03:27:29,,0.88
VEHICLE_00547,PERSON_0765,SUV,SynModel-B5,DEL-43-SYN-3353,2024-11-09 12:50:31,,0.89
VEHICLE_00548,PERSON_1295,hatchback,SynModel-A4,BHO-92-SYN-7357,2025-11-05 21:17:28,,0.88
VEHICLE_00549,PERSON_0515,SUV,SynModel-Z3,MUM-23-SYN-4884,2025-03-16 04:13:10,,0.93
VEHICLE_00550,PERSON_1289,hatchback,SynModel-Z3,JAI-39-SYN-9320,2025-11-28 01:49:04,,0.92
VEHICLE_00551,PERSON_0171,sedan,SynModel-B5,HYD-19-SYN-6406,2023-11-15 23:07:14,,0.84
VEHICLE_00552,PERSON_0617,sedan,SynModel-Y2,AHM-26-SYN-5637,2026-03-16 03:59:09,,0.91
VEHICLE_00553,PERSON_0184,SUV,SynModel-Y2,HYD-51-SYN-4498,2022-01-04 02:56:34,,0.82
VEHICLE_00554,PERSON_1349,hatchback,SynModel-B5,AHM-99-SYN-5222,2022-05-11 03:01:25,,0.92
VEHICLE_00555,PERSON_0708,SUV,SynModel-X1,BHO-43-SYN-9741,2022-03-21 04:53:09,,0.9
VEHICLE_00556,PERSON_1452,sedan,SynModel-Z3,BHO-50-SYN-8378,2026-01-20 14:45:14,,0.84
VEHICLE_00557,PERSON_0613,commercial_van,SynModel-A4,DEL-36-SYN-1252,2023-09-04 19:44:10,,0.91
VEHICLE_00558,PERSON_0431,sedan,SynModel-Z3,DEL-19-SYN-7943,2025-01-18 22:05:29,,0.8
VEHICLE_00559,PERSON_0686,hatchback,SynModel-B5,MUM-46-SYN-9545,2022-07-13 11:16:09,,0.92
VEHICLE_00560,PERSON_0268,SUV,SynModel-A4,DEL-59-SYN-9768,2022-01-20 03:04:18,,0.95
VEHICLE_00561,PERSON_0103,two_wheeler,SynModel-B5,JAI-98-SYN-1688,2024-04-28 09:21:23,,0.97
VEHICLE_00562,PERSON_1385,SUV,SynModel-B5,HYD-10-SYN-7780,2024-06-13 14:51:38,,0.88
VEHICLE_00563,PERSON_0279,sedan,SynModel-B5,JAI-98-SYN-8972,2024-02-27 11:16:39,,0.92
VEHICLE_00564,PERSON_1401,commercial_van,SynModel-Y2,CHD-33-SYN-1407,2022-10-06 14:13:39,,0.94
VEHICLE_00565,PERSON_1359,hatchback,SynModel-X1,PUN-35-SYN-1758,2024-12-18 20:23:05,,0.97
VEHICLE_00566,PERSON_1172,sedan,SynModel-A4,BHO-25-SYN-9038,2025-02-10 05:55:05,,0.99
VEHICLE_00567,PERSON_0432,sedan,SynModel-A4,CHD-66-SYN-9922,2025-12-24 16:44:21,,0.91
VEHICLE_00568,PERSON_0974,two_wheeler,SynModel-A4,MUM-75-SYN-7443,2022-01-18 00:44:01,,0.94
VEHICLE_00569,PERSON_1358,two_wheeler,SynModel-X1,CHD-33-SYN-2379,2021-07-28 20:17:34,,0.9
VEHICLE_00570,PERSON_0627,SUV,SynModel-Y2,DEL-47-SYN-5008,2023-01-20 13:05:52,,0.96
VEHICLE_00571,PERSON_0236,sedan,SynModel-X1,AHM-18-SYN-1171,2022-01-13 22:52:19,,0.98
VEHICLE_00572,PERSON_1191,commercial_van,SynModel-B5,DEL-94-SYN-2804,2023-01-14 04:34:46,,0.92
VEHICLE_00573,PERSON_0678,SUV,SynModel-Y2,JAI-17-SYN-5071,2025-08-16 12:47:06,,0.95
VEHICLE_00574,PERSON_1398,sedan,SynModel-X1,CHD-19-SYN-5452,2022-02-16 02:08:02,,0.89
VEHICLE_00575,PERSON_0155,commercial_van,SynModel-Y2,HYD-59-SYN-7908,2024-04-18 17:55:02,,0.81
VEHICLE_00576,PERSON_0934,sedan,SynModel-B5,HYD-39-SYN-1475,2026-04-25 02:44:37,,0.96
VEHICLE_00577,PERSON_0900,two_wheeler,SynModel-B5,MUM-74-SYN-8987,2024-08-14 03:33:33,,0.88
VEHICLE_00578,PERSON_1312,two_wheeler,SynModel-Y2,LKO-38-SYN-6987,2024-10-03 16:30:09,,0.99
VEHICLE_00579,PERSON_0177,sedan,SynModel-Z3,BHO-43-SYN-8215,2021-09-24 02:33:39,,0.85
VEHICLE_00580,PERSON_1338,two_wheeler,SynModel-Z3,HYD-21-SYN-9392,2025-08-18 01:45:09,,0.87
VEHICLE_00581,PERSON_1035,sedan,SynModel-Z3,MUM-13-SYN-2003,2022-04-18 21:50:53,,0.91
VEHICLE_00582,PERSON_0829,two_wheeler,SynModel-B5,MUM-37-SYN-2427,2024-08-15 14:14:05,,0.92
VEHICLE_00583,PERSON_0452,two_wheeler,SynModel-Z3,JAI-15-SYN-2312,2024-03-20 05:39:18,,0.99
VEHICLE_00584,PERSON_1111,hatchback,SynModel-B5,JAI-54-SYN-3749,2023-05-25 10:00:44,,0.83
VEHICLE_00585,PERSON_1381,two_wheeler,SynModel-Y2,BHO-97-SYN-7564,2023-05-21 20:52:42,,0.88
VEHICLE_00586,PERSON_0533,SUV,SynModel-A4,BHO-33-SYN-6597,2024-10-25 12:11:39,,0.84
VEHICLE_00587,PERSON_1302,hatchback,SynModel-Y2,HYD-17-SYN-5861,2024-09-12 03:57:43,,0.85
VEHICLE_00588,PERSON_0191,sedan,SynModel-Z3,HYD-32-SYN-7970,2022-04-19 09:02:05,,0.94
VEHICLE_00589,PERSON_1227,hatchback,SynModel-X1,MUM-98-SYN-5030,2023-07-28 17:06:49,,0.95
VEHICLE_00590,PERSON_0438,sedan,SynModel-X1,LKO-58-SYN-4837,2022-02-17 05:24:17,,0.8
VEHICLE_00591,PERSON_0404,two_wheeler,SynModel-X1,CHD-68-SYN-7209,2022-10-31 15:13:19,,0.89
VEHICLE_00592,PERSON_1228,commercial_van,SynModel-B5,BHO-89-SYN-1871,2022-03-28 07:52:00,,0.95
VEHICLE_00593,PERSON_0696,two_wheeler,SynModel-X1,DEL-39-SYN-5448,2025-03-29 21:44:54,,0.93
VEHICLE_00594,PERSON_0803,hatchback,SynModel-B5,IND-85-SYN-3116,2024-03-08 18:54:33,,0.98
VEHICLE_00595,PERSON_0301,hatchback,SynModel-Y2,DEL-10-SYN-6817,2022-08-12 11:52:54,,0.92
VEHICLE_00596,PERSON_0914,commercial_van,SynModel-A4,PUN-21-SYN-5264,2025-08-25 00:02:18,,0.98
VEHICLE_00597,PERSON_0975,commercial_van,SynModel-B5,DEL-41-SYN-8161,2025-05-22 08:37:09,,0.86
VEHICLE_00598,PERSON_1404,two_wheeler,SynModel-X1,DEL-45-SYN-2315,2023-07-24 20:34:49,,0.98
VEHICLE_00599,PERSON_0811,SUV,SynModel-Z3,DEL-17-SYN-6444,2024-12-10 22:14:19,,0.86
VEHICLE_00600,PERSON_0470,hatchback,SynModel-Z3,DEL-53-SYN-2557,2026-03-30 04:05:29,,0.86
VEHICLE_00601,PERSON_0592,sedan,SynModel-Z3,DEL-62-SYN-4666,2023-07-31 16:08:19,,0.96
VEHICLE_00602,PERSON_0939,hatchback,SynModel-Z3,CHD-58-SYN-5105,2024-01-05 11:21:08,,0.87
VEHICLE_00603,PERSON_0695,commercial_van,SynModel-Y2,IND-33-SYN-7398,2025-01-03 15:40:45,,0.88
VEHICLE_00604,PERSON_0549,SUV,SynModel-X1,LKO-17-SYN-5069,2025-09-26 16:27:00,,0.9
VEHICLE_00605,PERSON_0073,commercial_van,SynModel-Y2,AHM-95-SYN-4406,2023-07-09 04:30:51,,0.98
VEHICLE_00606,PERSON_0808,commercial_van,SynModel-B5,IND-76-SYN-5356,2023-01-29 12:10:09,,0.83
VEHICLE_00607,PERSON_0188,SUV,SynModel-Z3,DEL-13-SYN-7375,2021-08-27 08:48:55,,0.96
VEHICLE_00608,PERSON_0106,sedan,SynModel-B5,HYD-44-SYN-4030,2022-09-09 07:54:03,,0.84
VEHICLE_00609,PERSON_0377,two_wheeler,SynModel-B5,IND-74-SYN-5738,2021-11-25 05:54:55,,0.92
VEHICLE_00610,PERSON_1040,SUV,SynModel-A4,MUM-46-SYN-9527,2025-08-29 20:27:35,,0.96
VEHICLE_00611,PERSON_1166,sedan,SynModel-Z3,CHD-70-SYN-5100,2023-05-14 10:59:11,,0.87
VEHICLE_00612,PERSON_1010,hatchback,SynModel-Y2,IND-86-SYN-3250,2023-06-03 23:27:00,,0.96
VEHICLE_00613,PERSON_0468,sedan,SynModel-A4,PUN-61-SYN-9985,2025-10-30 17:22:35,,0.98
VEHICLE_00614,PERSON_1257,SUV,SynModel-X1,HYD-69-SYN-4723,2022-10-01 12:08:38,,0.8
VEHICLE_00615,PERSON_1448,hatchback,SynModel-A4,IND-67-SYN-1857,2023-10-19 14:25:49,,0.89
VEHICLE_00616,PERSON_0362,sedan,SynModel-Z3,JAI-59-SYN-8288,2025-09-30 21:49:11,,0.97
VEHICLE_00617,PERSON_0041,SUV,SynModel-X1,JAI-49-SYN-5061,2024-12-25 07:59:49,,0.89
VEHICLE_00618,PERSON_0825,sedan,SynModel-Z3,CHD-99-SYN-9585,2024-01-12 15:05:20,,0.98
VEHICLE_00619,PERSON_0082,two_wheeler,SynModel-Z3,JAI-97-SYN-6111,2021-11-26 23:41:33,,0.86
VEHICLE_00620,PERSON_0648,SUV,SynModel-A4,MUM-29-SYN-4513,2022-01-07 11:31:35,,0.87
VEHICLE_00621,PERSON_0269,SUV,SynModel-A4,IND-14-SYN-3785,2025-07-03 08:19:48,,0.93
VEHICLE_00622,PERSON_1141,hatchback,SynModel-B5,DEL-22-SYN-2836,2023-11-18 15:17:33,,0.97
VEHICLE_00623,PERSON_0329,SUV,SynModel-A4,CHD-65-SYN-7755,2025-04-07 08:28:11,,0.88
VEHICLE_00624,PERSON_1373,hatchback,SynModel-A4,JAI-99-SYN-1412,2025-05-23 00:14:28,,0.83
VEHICLE_00625,PERSON_1073,two_wheeler,SynModel-Y2,CHD-67-SYN-4244,2024-08-25 07:51:45,,0.89
VEHICLE_00626,PERSON_1497,two_wheeler,SynModel-Z3,MUM-72-SYN-8025,2024-03-24 16:52:03,,0.83
VEHICLE_00627,PERSON_0352,sedan,SynModel-X1,JAI-64-SYN-2272,2026-04-21 17:20:51,,0.81
VEHICLE_00628,PERSON_0972,two_wheeler,SynModel-B5,BHO-25-SYN-5581,2025-10-02 22:37:19,,0.94
VEHICLE_00629,PERSON_0454,SUV,SynModel-Y2,LKO-41-SYN-1957,2022-07-02 11:36:20,,0.84
VEHICLE_00630,PERSON_0771,sedan,SynModel-B5,DEL-37-SYN-2731,2022-04-10 19:54:59,,0.96
VEHICLE_00631,PERSON_0919,hatchback,SynModel-Y2,CHD-24-SYN-2102,2024-04-17 15:54:50,,0.84
VEHICLE_00632,PERSON_0034,commercial_van,SynModel-Y2,HYD-77-SYN-3450,2024-12-23 10:06:03,,0.96
VEHICLE_00633,PERSON_0889,two_wheeler,SynModel-Y2,LKO-44-SYN-6567,2022-09-30 10:14:27,,0.92
VEHICLE_00634,PERSON_0531,hatchback,SynModel-Z3,CHD-14-SYN-8697,2023-08-20 04:38:14,,0.84
VEHICLE_00635,PERSON_0493,commercial_van,SynModel-A4,IND-11-SYN-2560,2025-04-30 02:36:40,,0.88
VEHICLE_00636,PERSON_0690,hatchback,SynModel-X1,IND-51-SYN-3959,2025-07-02 02:20:53,,0.9
VEHICLE_00637,PERSON_0524,SUV,SynModel-Y2,JAI-40-SYN-1435,2023-08-22 14:29:34,,0.91
VEHICLE_00638,PERSON_1365,hatchback,SynModel-Y2,IND-91-SYN-5580,2025-12-30 10:12:19,,0.87
VEHICLE_00639,PERSON_1272,commercial_van,SynModel-Y2,AHM-37-SYN-2397,2025-01-09 12:51:27,,0.92
VEHICLE_00640,PERSON_1487,hatchback,SynModel-Z3,AHM-99-SYN-2233,2023-11-07 11:36:17,,0.9
VEHICLE_00641,PERSON_0660,sedan,SynModel-Z3,IND-62-SYN-5100,2023-11-12 13:58:20,,0.8
VEHICLE_00642,PERSON_0729,SUV,SynModel-A4,JAI-23-SYN-4502,2021-11-08 01:36:34,,0.9
VEHICLE_00643,PERSON_0614,two_wheeler,SynModel-A4,CHD-61-SYN-4328,2021-07-22 01:48:19,,0.86
VEHICLE_00644,PERSON_0208,sedan,SynModel-X1,CHD-32-SYN-9508,2021-12-29 03:36:58,,0.89
VEHICLE_00645,PERSON_1089,SUV,SynModel-B5,LKO-66-SYN-4572,2024-04-13 15:26:02,,0.94
VEHICLE_00646,PERSON_1054,commercial_van,SynModel-X1,CHD-99-SYN-3136,2026-02-27 19:21:53,,0.93
VEHICLE_00647,PERSON_1417,two_wheeler,SynModel-Z3,BHO-94-SYN-5137,2024-01-22 21:52:24,,0.8
VEHICLE_00648,PERSON_0144,SUV,SynModel-Z3,JAI-65-SYN-5480,2025-05-10 18:46:37,,0.96
VEHICLE_00649,PERSON_0514,commercial_van,SynModel-A4,CHD-55-SYN-6761,2021-09-23 18:32:05,,0.82
VEHICLE_00650,PERSON_0303,two_wheeler,SynModel-B5,MUM-81-SYN-2331,2022-07-29 19:27:16,,0.97
VEHICLE_00651,PERSON_1491,commercial_van,SynModel-Y2,BHO-89-SYN-5450,2023-03-19 21:56:41,,0.89
VEHICLE_00652,PERSON_0978,commercial_van,SynModel-X1,BHO-65-SYN-2238,2022-04-13 20:30:54,,0.88
VEHICLE_00653,PERSON_0717,two_wheeler,SynModel-B5,CHD-56-SYN-5944,2023-06-28 01:13:37,,0.83
VEHICLE_00654,PERSON_1356,SUV,SynModel-B5,MUM-54-SYN-7453,2025-11-25 05:19:21,,0.87
VEHICLE_00655,PERSON_0976,commercial_van,SynModel-A4,BHO-37-SYN-6515,2023-11-06 14:39:36,,0.9
VEHICLE_00656,PERSON_0786,two_wheeler,SynModel-B5,MUM-13-SYN-2402,2022-05-31 12:22:09,,0.88
VEHICLE_00657,PERSON_0516,two_wheeler,SynModel-A4,DEL-14-SYN-3128,2022-01-22 10:48:46,,0.82
VEHICLE_00658,PERSON_0264,two_wheeler,SynModel-X1,LKO-43-SYN-3161,2025-06-19 06:27:15,,0.99
VEHICLE_00659,PERSON_1435,sedan,SynModel-B5,HYD-10-SYN-1236,2025-08-06 07:58:14,,0.86
VEHICLE_00660,PERSON_1403,commercial_van,SynModel-Y2,CHD-69-SYN-5074,2021-09-28 14:48:57,,0.83
VEHICLE_00661,PERSON_0700,hatchback,SynModel-X1,IND-94-SYN-1849,2025-01-10 07:47:07,,0.9
VEHICLE_00662,PERSON_0723,SUV,SynModel-Z3,IND-55-SYN-1654,2023-01-15 01:43:47,,0.87
VEHICLE_00663,PERSON_0865,commercial_van,SynModel-X1,PUN-14-SYN-7821,2022-11-18 11:20:45,,0.95
VEHICLE_00664,PERSON_0375,SUV,SynModel-B5,AHM-90-SYN-6335,2022-11-29 11:26:35,,0.84
VEHICLE_00665,PERSON_0787,commercial_van,SynModel-X1,HYD-20-SYN-3784,2024-09-02 00:03:08,,0.83
VEHICLE_00666,PERSON_0275,commercial_van,SynModel-B5,DEL-62-SYN-2400,2022-08-29 05:24:20,,0.82
VEHICLE_00667,PERSON_1393,hatchback,SynModel-X1,DEL-18-SYN-6205,2021-10-22 07:51:58,,0.86
VEHICLE_00668,PERSON_0990,SUV,SynModel-Y2,JAI-89-SYN-4110,2023-10-14 22:51:51,,0.86
