fir_id,case_id,date,crime_type,complainant_id,accused_id,witness_id,location_id,narrative,source,confidence
FIR_0281,CASE_0281,2025-07-13 16:20:11,financial fraud,PERSON_0183,PERSON_0450,,LOCATION_0130,Standalone synthetic case; limited relational clues in narrative.,POLICE_STATION_RECORD,0.86
FIR_0282,CASE_0282,2025-12-25 09:21:35,extortion,PERSON_0021,PERSON_0233,,LOCATION_0254,Standalone synthetic case; limited relational clues in narrative.,POLICE_STATION_RECORD,0.84
FIR_0283,CASE_0283,2025-09-20 04:24:32,cyber fraud,PERSON_0148,PERSON_1093,,LOCATION_0276,Standalone synthetic case; limited relational clues in narrative.,POLICE_STATION_RECORD,0.63
FIR_0284,CASE_0284,2026-01-27 08:33:54,vehicle theft,PERSON_0122,PERSON_0438,,LOCATION_0162,Standalone synthetic case; limited relational clues in narrative.,POLICE_STATION_RECORD,0.85
FIR_0285,CASE_0285,2026-01-18 18:49:05,financial fraud,PERSON_1181,PERSON_1245,,LOCATION_0078,Standalone synthetic case; limited relational clues in narrative.,POLICE_STATION_RECORD,0.63
FIR_0286,CASE_0286,2024-06-05 15:36:15,illegal betting,PERSON_0448,PERSON_1121,,LOCATION_0128,Standalone synthetic case; limited relational clues in narrative.,POLICE_STATION_RECORD,0.85
FIR_0287,CASE_0287,2025-09-24 17:19:14,smuggling,PERSON_1011,PERSON_0346,,LOCATION_0223,Standalone synthetic case; limited relational clues in narrative.,POLICE_STATION_RECORD,0.66
FIR_0288,CASE_0288,2025-05-17 01:15:00,extortion,PERSON_0501,PERSON_0680,,LOCATION_0202,Standalone synthetic case; limited relational clues in narrative.,POLICE_STATION_RECORD,0.87
FIR_0289,CASE_0289,2026-01-24 16:51:47,organized financial crime,PERSON_0913,PERSON_1395,,LOCATION_0183,Standalone synthetic case; limited relational clues in narrative.,POLICE_STATION_RECORD,0.74
FIR_0290,CASE_0290,2025-12-19 06:17:14,vehicle theft,PERSON_1139,PERSON_0917,,LOCATION_0200,Standalone synthetic case; limited relational clues in narrative.,POLICE_STATION_RECORD,0.65
FIR_0291,CASE_0291,2025-10-11 04:27:25,organized financial crime,PERSON_0100,PERSON_1040,,LOCATION_0110,Standalone synthetic case; limited relational clues in narrative.,POLICE_STATION_RECORD,0.54
FIR_0292,CASE_0292,2025-11-25 00:53:09,cyber fraud,PERSON_0558,PERSON_0855,,LOCATION_0006,Standalone synthetic case; limited relational clues in narrative.,POLICE_STATION_RECORD,0.61
FIR_0293,CASE_0293,2024-12-29 20:48:46,organized financial crime,PERSON_1316,PERSON_1246,,LOCATION_0259,Standalone synthetic case; limited relational clues in narrative.,POLICE_STATION_RECORD,0.52
FIR_0294,CASE_0294,2026-04-18 05:27:06,cyber fraud,PERSON_0258,PERSON_1373,,LOCATION_0045,Standalone synthetic case; limited relational clues in narrative.,POLICE_STATION_RECORD,0.51
FIR_0295,CASE_0295,2024-12-26 00:30:38,smuggling,PERSON_1097,PERSON_1274,,LOCATION_0047,Standalone synthetic case; limited relational clues in narrative.,POLICE_STATION_RECORD,0.76
FIR_0296,CASE_0296,2025-11-06 08:00:55,organized financial crime,PERSON_1300,PERSON_0330,,LOCATION_0127,Standalone synthetic case; limited relational clues in narrative.,POLICE_STATION_RECORD,0.69
FIR_0297,CASE_0297,2026-02-03 15:42:22,smuggling,PERSON_0442,PERSON_1431,,LOCATION_0227,Standalone synthetic case; limited relational clues in narrative.,POLICE_STATION_RECORD,0.66
FIR_0298,CASE_0298,2025-05-04 10:38:54,forgery,PERSON_1492,PERSON_1493,,LOCATION_0269,Standalone synthetic case; limited relational clues in narrative.,POLICE_STATION_RECORD,0.78
FIR_0299,CASE_0299,2026-01-31 13:33:14,forgery,PERSON_1264,PERSON_0155,,LOCATION_0128,Standalone synthetic case; limited relational clues in narrative.,POLICE_STATION_RECORD,0.77
FIR_0300,CASE_0300,2025-06-24 04:45:16,organized theft,PERSON_0859,PERSON_1365,,LOCATION_0275,Standalone synthetic case; limited relational clues in narrative.,POLICE_STATION_RECORD,0.81
