call_id,timestamp,caller_phone_id,receiver_phone_id,duration_seconds,call_type,caller_tower_id,receiver_tower_id,source,confidence
CALL_017920,2024-04-27 01:02:02,PHONE_01674,PHONE_01700,75,incoming,TOWER_0008,TOWER_0027,TELCO_A,0.86
CALL_017921,2025-10-20 04:06:22,PHONE_01443,PHONE_00454,99,incoming,TOWER_0085,TOWER_0063,TELCO_B,0.97
CALL_017922,2025-08-14 19:54:18,PHONE_01863,PHONE_01936,112,incoming,TOWER_0104,TOWER_0028,TELCO_B,0.93
CALL_017923,2025-07-10 15:50:02,PHONE_01169,PHONE_00931,31,incoming,TOWER_0132,TOWER_0077,TELCO_A,0.97
CALL_017924,2026-03-01 04:27:04,PHONE_00887,PHONE_00152,13,missed,TOWER_0044,TOWER_0064,TELCO_B,0.88
CALL_017925,2024-08-13 16:15:43,PHONE_01383,PHONE_00317,311,incoming,TOWER_0084,TOWER_0137,TELCO_C,0.86
CALL_017926,2026-04-15 17:34:08,PHONE_01372,PHONE_00604,114,missed,TOWER_0034,TOWER_0021,TELCO_A,0.91
CALL_017927,2024-02-11 04:51:41,PHONE_02015,PHONE_01843,228,outgoing,TOWER_0001,TOWER_0053,TELCO_A,0.96
CALL_017928,2025-12-20 23:49:32,PHONE_00291,PHONE_00742,233,incoming,TOWER_0118,TOWER_0144,TELCO_B,0.97
CALL_017929,2025-03-21 14:20:57,PHONE_01285,PHONE_00620,269,outgoing,TOWER_0073,TOWER_0124,TELCO_C,0.97
CALL_017930,2024-10-19 07:33:43,PHONE_00875,PHONE_01030,89,incoming,TOWER_0064,TOWER_0126,TELCO_B,0.95
CALL_017931,2026-04-22 01:27:00,PHONE_00012,PHONE_00759,138,missed,TOWER_0062,TOWER_0041,TELCO_A,0.88
CALL_017932,2024-01-21 16:20:28,PHONE_00320,PHONE_01130,28,incoming,TOWER_0030,TOWER_0049,TELCO_C,0.85
CALL_017933,2025-11-16 05:32:21,PHONE_01223,PHONE_00148,88,outgoing,TOWER_0043,TOWER_0113,TELCO_B,0.9
CALL_017934,2025-05-09 00:13:43,PHONE_00040,PHONE_01326,151,incoming,TOWER_0034,TOWER_0036,TELCO_B,0.96
CALL_017935,2025-07-19 22:46:36,PHONE_01336,PHONE_01928,63,outgoing,TOWER_0119,TOWER_0057,TELCO_B,0.92
CALL_017936,2024-05-30 07:27:39,PHONE_01089,PHONE_01735,70,missed,TOWER_0073,TOWER_0004,TELCO_A,0.87
CALL_017937,2025-04-02 06:28:59,PHONE_00675,PHONE_00872,12,missed,TOWER_0099,TOWER_0015,TELCO_C,0.85
CALL_017938,2025-10-24 20:02:14,PHONE_01757,PHONE_00158,19,incoming,TOWER_0049,TOWER_0148,TELCO_A,0.96
CALL_017939,2026-02-27 12:53:22,PHONE_01518,PHONE_01983,172,outgoing,TOWER_0113,TOWER_0125,TELCO_A,0.94
CALL_017940,2024-09-30 16:41:10,PHONE_01036,PHONE_00249,27,incoming,TOWER_0017,TOWER_0117,TELCO_B,0.86
CALL_017941,2025-01-10 14:24:35,PHONE_00925,PHONE_00889,97,outgoing,TOWER_0082,TOWER_0133,TELCO_A,0.93
CALL_017942,2026-04-29 05:58:26,PHONE_01513,PHONE_00687,133,incoming,TOWER_0078,TOWER_0083,TELCO_B,0.92
CALL_017943,2024-03-29 19:43:31,PHONE_00428,PHONE_01946,15,outgoing,TOWER_0098,TOWER_0117,TELCO_C,0.93
CALL_017944,2026-02-26 21:39:41,PHONE_02017,PHONE_00739,72,missed,TOWER_0110,TOWER_0144,TELCO_C,0.86
CALL_017945,2025-10-24 07:40:44,PHONE_00930,PHONE_01752,164,outgoing,TOWER_0024,TOWER_0147,TELCO_C,0.97
CALL_017946,2024-07-26 19:08:17,PHONE_00091,PHONE_00634,8,outgoing,TOWER_0035,TOWER_0099,TELCO_A,0.87
CALL_017947,2025-04-24 22:27:17,PHONE_01879,PHONE_00796,69,outgoing,TOWER_0134,TOWER_0022,TELCO_C,0.97
CALL_017948,2026-05-12 07:01:13,PHONE_01219,PHONE_01091,23,incoming,TOWER_0099,TOWER_0043,TELCO_A,0.93
CALL_017949,2024-08-07 15:09:08,PHONE_00324,PHONE_00759,99,missed,TOWER_0063,TOWER_0081,TELCO_A,0.9
CALL_017950,2026-04-16 10:33:58,PHONE_00844,PHONE_00644,8,missed,TOWER_0066,TOWER_0084,TELCO_A,0.92
CALL_017951,2024-08-31 11:52:49,PHONE_00713,PHONE_00685,267,outgoing,TOWER_0020,TOWER_0138,TELCO_C,0.88
CALL_017952,2024-01-01 22:24:25,PHONE_01620,PHONE_01849,18,missed,TOWER_0018,TOWER_0107,TELCO_C,0.9
CALL_017953,2025-03-06 15:47:29,PHONE_02002,PHONE_00574,221,incoming,TOWER_0044,TOWER_0128,TELCO_B,0.94
CALL_017954,2025-04-12 15:48:42,PHONE_00524,PHONE_01546,25,outgoing,TOWER_0062,TOWER_0010,TELCO_C,0.94
CALL_017955,2024-02-15 11:28:10,PHONE_01663,PHONE_00558,185,outgoing,TOWER_0013,TOWER_0044,TELCO_A,0.88
CALL_017956,2026-02-02 16:17:06,PHONE_00128,PHONE_00824,319,missed,TOWER_0136,TOWER_0016,TELCO_C,0.95
CALL_017957,2024-11-30 04:51:10,PHONE_01927,PHONE_01428,15,outgoing,TOWER_0101,TOWER_0081,TELCO_C,0.9
CALL_017958,2024-11-04 05:04:10,PHONE_00767,PHONE_00252,108,outgoing,TOWER_0059,TOWER_0032,TELCO_B,0.9
CALL_017959,2026-03-08 15:52:07,PHONE_01367,PHONE_00099,87,incoming,TOWER_0099,TOWER_0123,TELCO_A,0.88
CALL_017960,2025-11-15 08:37:20,PHONE_01119,PHONE_00853,8,outgoing,TOWER_0111,TOWER_0028,TELCO_C,0.87
CALL_017961,2024-12-11 20:11:01,PHONE_00293,PHONE_01762,57,missed,TOWER_0077,TOWER_0090,TELCO_C,0.94
CALL_017962,2025-06-17 21:51:45,PHONE_00379,PHONE_00636,328,missed,TOWER_0137,TOWER_0019,TELCO_C,0.86
CALL_017963,2024-09-24 10:39:54,PHONE_01411,PHONE_00512,41,outgoing,TOWER_0140,TOWER_0092,TELCO_B,0.98
CALL_017964,2025-05-20 20:49:20,PHONE_00087,PHONE_00136,108,incoming,TOWER_0150,TOWER_0142,TELCO_B,0.98
CALL_017965,2025-08-17 01:06:22,PHONE_01588,PHONE_00216,30,missed,TOWER_0121,TOWER_0062,TELCO_A,0.86
CALL_017966,2024-06-14 01:13:01,PHONE_01117,PHONE_00095,7,outgoing,TOWER_0060,TOWER_0084,TELCO_A,0.96
CALL_017967,2026-06-05 11:41:00,PHONE_01749,PHONE_01220,28,incoming,TOWER_0029,TOWER_0057,TELCO_A,0.91
CALL_017968,2024-05-24 19:01:00,PHONE_00865,PHONE_01636,47,incoming,TOWER_0117,TOWER_0082,TELCO_B,0.89
CALL_017969,2025-12-31 11:33:23,PHONE_00605,PHONE_00117,61,outgoing,TOWER_0133,TOWER_0042,TELCO_B,0.86
CALL_017970,2026-03-31 04:52:46,PHONE_01872,PHONE_01927,28,outgoing,TOWER_0044,TOWER_0001,TELCO_C,0.88
CALL_017971,2024-12-06 04:25:38,PHONE_00054,PHONE_01017,186,incoming,TOWER_0126,TOWER_0012,TELCO_A,0.91
CALL_017972,2025-11-01 04:29:37,PHONE_00360,PHONE_01951,62,missed,TOWER_0030,TOWER_0074,TELCO_B,0.94
CALL_017973,2024-11-27 11:22:40,PHONE_00264,PHONE_00831,8,incoming,TOWER_0003,TOWER_0080,TELCO_B,0.97
CALL_017974,2024-04-23 19:12:30,PHONE_00007,PHONE_00522,22,incoming,TOWER_0113,TOWER_0135,TELCO_C,0.95
CALL_017975,2024-05-25 14:54:18,PHONE_00537,PHONE_00358,108,incoming,TOWER_0128,TOWER_0095,TELCO_B,0.98
CALL_017976,2026-03-16 14:37:42,PHONE_00266,PHONE_00398,104,outgoing,TOWER_0021,TOWER_0136,TELCO_A,0.9
CALL_017977,2024-02-13 23:08:33,PHONE_01074,PHONE_00731,33,outgoing,TOWER_0085,TOWER_0133,TELCO_C,0.99
CALL_017978,2024-08-22 14:47:37,PHONE_01256,PHONE_01956,36,outgoing,TOWER_0058,TOWER_0150,TELCO_C,0.92
CALL_017979,2026-01-29 21:00:24,PHONE_00499,PHONE_00537,168,outgoing,TOWER_0080,TOWER_0078,TELCO_B,0.91
CALL_017980,2025-12-15 21:20:51,PHONE_01112,PHONE_01620,10,missed,TOWER_0071,TOWER_0058,TELCO_C,0.96
CALL_017981,2025-11-14 05:06:07,PHONE_00259,PHONE_01004,57,outgoing,TOWER_0140,TOWER_0102,TELCO_C,0.94
CALL_017982,2024-07-21 01:45:15,PHONE_01020,PHONE_01411,18,missed,TOWER_0076,TOWER_0050,TELCO_B,0.95
CALL_017983,2024-02-20 10:38:48,PHONE_01364,PHONE_00215,41,outgoing,TOWER_0017,TOWER_0097,TELCO_A,0.88
CALL_017984,2024-02-15 21:53:01,PHONE_01516,PHONE_00481,45,incoming,TOWER_0033,TOWER_0017,TELCO_A,0.91
CALL_017985,2025-08-02 18:40:19,PHONE_00760,PHONE_01401,26,incoming,TOWER_0078,TOWER_0074,TELCO_B,0.89
CALL_017986,2024-09-19 08:16:21,PHONE_01620,PHONE_01366,71,incoming,TOWER_0068,TOWER_0056,TELCO_A,0.94
CALL_017987,2025-08-12 13:25:45,PHONE_00683,PHONE_01703,206,outgoing,TOWER_0038,TOWER_0072,TELCO_B,0.97
CALL_017988,2026-03-14 07:23:25,PHONE_00606,PHONE_01995,233,missed,TOWER_0008,TOWER_0017,TELCO_A,0.86
CALL_017989,2026-04-21 17:00:41,PHONE_00659,PHONE_01747,330,missed,TOWER_0147,TOWER_0107,TELCO_B,0.86
CALL_017990,2024-07-19 18:46:04,PHONE_00113,PHONE_01230,180,missed,TOWER_0070,TOWER_0109,TELCO_B,0.91
CALL_017991,2024-08-25 03:56:21,PHONE_00408,PHONE_01418,74,outgoing,TOWER_0143,TOWER_0079,TELCO_C,0.93
CALL_017992,2024-02-11 04:13:15,PHONE_00967,PHONE_01934,40,missed,TOWER_0015,TOWER_0150,TELCO_C,0.96
CALL_017993,2024-12-05 18:14:19,PHONE_00855,PHONE_00551,113,outgoing,TOWER_0037,TOWER_0091,TELCO_B,0.91
CALL_017994,2025-09-20 05:31:29,PHONE_01712,PHONE_00387,19,outgoing,TOWER_0083,TOWER_0028,TELCO_C,0.9
CALL_017995,2025-12-09 21:47:28,PHONE_00342,PHONE_01218,5,incoming,TOWER_0105,TOWER_0024,TELCO_B,0.88
CALL_017996,2024-03-23 05:54:44,PHONE_01615,PHONE_00753,117,outgoing,TOWER_0125,TOWER_0053,TELCO_A,0.91
CALL_017997,2024-10-29 05:51:22,PHONE_00351,PHONE_01457,95,outgoing,TOWER_0006,TOWER_0083,TELCO_B,0.92
CALL_017998,2024-07-27 12:40:19,PHONE_01720,PHONE_01244,111,outgoing,TOWER_0008,TOWER_0135,TELCO_A,0.98
CALL_017999,2025-11-09 03:41:21,PHONE_01277,PHONE_01579,81,outgoing,TOWER_0086,TOWER_0052,TELCO_C,0.89
CALL_018000,2026-01-05 12:05:52,PHONE_00245,PHONE_00696,77,incoming,TOWER_0129,TOWER_0001,TELCO_B,0.94
CALL_018001,2025-10-26 04:21:27,PHONE_00344,PHONE_01314,79,outgoing,TOWER_0066,TOWER_0062,TELCO_A,0.98
CALL_018002,2024-02-20 06:56:11,PHONE_00417,PHONE_01034,102,incoming,TOWER_0029,TOWER_0029,TELCO_B,0.94
CALL_018003,2025-03-19 03:56:33,PHONE_00461,PHONE_01432,164,incoming,TOWER_0150,TOWER_0004,TELCO_B,0.99
CALL_018004,2026-01-03 01:59:04,PHONE_01725,PHONE_01781,86,incoming,TOWER_0059,TOWER_0084,TELCO_A,0.91
CALL_018005,2025-01-15 16:04:27,PHONE_00443,PHONE_01694,15,missed,TOWER_0099,TOWER_0004,TELCO_A,0.85
CALL_018006,2025-07-21 11:04:44,PHONE_01151,PHONE_00318,144,missed,TOWER_0055,TOWER_0069,TELCO_A,0.88
CALL_018007,2024-04-27 19:04:09,PHONE_01226,PHONE_00266,142,outgoing,TOWER_0090,TOWER_0071,TELCO_A,0.91
CALL_018008,2024-06-05 14:04:07,PHONE_01335,PHONE_00996,341,incoming,TOWER_0100,TOWER_0045,TELCO_B,0.97
CALL_018009,2026-04-02 17:04:26,PHONE_00531,PHONE_01357,21,missed,TOWER_0084,TOWER_0096,TELCO_B,0.89
CALL_018010,2024-06-30 04:25:17,PHONE_00752,PHONE_01528,57,outgoing,TOWER_0137,TOWER_0029,TELCO_A,0.9
CALL_018011,2025-02-07 07:09:21,PHONE_00178,PHONE_01297,151,missed,TOWER_0098,TOWER_0126,TELCO_A,0.86
CALL_018012,2026-01-02 21:34:10,PHONE_00554,PHONE_01766,56,outgoing,TOWER_0126,TOWER_0012,TELCO_C,0.99
CALL_018013,2025-12-22 20:55:14,PHONE_00203,PHONE_00078,6,incoming,TOWER_0124,TOWER_0018,TELCO_B,0.9
CALL_018014,2024-04-12 17:33:20,PHONE_00447,PHONE_01343,175,outgoing,TOWER_0123,TOWER_0039,TELCO_C,0.95
CALL_018015,2024-12-31 15:42:29,PHONE_01959,PHONE_01157,101,incoming,TOWER_0109,TOWER_0104,TELCO_A,0.99
CALL_018016,2026-06-13 19:57:15,PHONE_01177,PHONE_00658,118,outgoing,TOWER_0032,TOWER_0016,TELCO_C,0.89
CALL_018017,2025-10-06 20:36:51,PHONE_01000,PHONE_01218,93,incoming,TOWER_0093,TOWER_0054,TELCO_B,0.96
CALL_018018,2026-06-20 19:52:23,PHONE_01266,PHONE_00153,137,outgoing,TOWER_0011,TOWER_0141,TELCO_B,0.87
CALL_018019,2025-08-19 04:15:30,PHONE_01152,PHONE_01749,30,missed,TOWER_0029,TOWER_0109,TELCO_C,0.9
CALL_018020,2024-08-04 06:33:15,PHONE_02015,PHONE_00249,72,missed,TOWER_0101,TOWER_0047,TELCO_B,0.87
CALL_018021,2025-07-31 10:21:42,PHONE_00245,PHONE_00577,6,incoming,TOWER_0089,TOWER_0048,TELCO_B,0.86
CALL_018022,2024-05-09 19:19:41,PHONE_00718,PHONE_01908,97,incoming,TOWER_0126,TOWER_0144,TELCO_A,0.94
CALL_018023,2024-12-27 06:33:44,PHONE_01851,PHONE_00077,97,missed,TOWER_0023,TOWER_0003,TELCO_C,0.87
CALL_018024,2024-08-12 22:27:05,PHONE_01997,PHONE_00465,101,incoming,TOWER_0147,TOWER_0101,TELCO_B,0.87
CALL_018025,2026-03-26 02:29:01,PHONE_00242,PHONE_00048,9,outgoing,TOWER_0021,TOWER_0080,TELCO_C,0.86
CALL_018026,2024-11-15 20:46:34,PHONE_01551,PHONE_01426,91,outgoing,TOWER_0100,TOWER_0019,TELCO_A,0.97
CALL_018027,2025-02-23 23:54:20,PHONE_00906,PHONE_01412,5,missed,TOWER_0036,TOWER_0092,TELCO_C,0.98
CALL_018028,2024-10-09 16:24:46,PHONE_01199,PHONE_00358,35,incoming,TOWER_0009,TOWER_0095,TELCO_A,0.92
CALL_018029,2024-04-01 19:40:25,PHONE_01688,PHONE_01577,84,missed,TOWER_0015,TOWER_0146,TELCO_A,0.86
CALL_018030,2024-04-21 10:55:21,PHONE_00054,PHONE_01272,109,missed,TOWER_0096,TOWER_0085,TELCO_A,0.91
CALL_018031,2024-03-17 20:41:42,PHONE_01202,PHONE_00616,9,missed,TOWER_0125,TOWER_0149,TELCO_A,0.9
CALL_018032,2025-10-25 11:26:03,PHONE_02019,PHONE_00970,127,missed,TOWER_0063,TOWER_0103,TELCO_A,0.96
CALL_018033,2026-02-21 03:00:35,PHONE_00303,PHONE_01969,77,missed,TOWER_0096,TOWER_0078,TELCO_A,0.91
CALL_018034,2024-03-23 07:34:16,PHONE_00742,PHONE_00073,13,outgoing,TOWER_0124,TOWER_0115,TELCO_B,0.86
CALL_018035,2025-10-16 01:59:08,PHONE_01954,PHONE_01616,163,incoming,TOWER_0086,TOWER_0009,TELCO_A,0.97
CALL_018036,2024-01-09 08:22:11,PHONE_00790,PHONE_01051,11,missed,TOWER_0030,TOWER_0106,TELCO_C,0.91
CALL_018037,2024-09-30 05:35:53,PHONE_00420,PHONE_01289,19,outgoing,TOWER_0123,TOWER_0042,TELCO_C,0.93
CALL_018038,2024-12-14 07:29:48,PHONE_00204,PHONE_01020,40,missed,TOWER_0063,TOWER_0136,TELCO_C,0.98
CALL_018039,2025-09-15 21:43:52,PHONE_01490,PHONE_00522,204,outgoing,TOWER_0073,TOWER_0125,TELCO_C,0.95
CALL_018040,2025-05-31 07:27:03,PHONE_00619,PHONE_00573,32,incoming,TOWER_0150,TOWER_0009,TELCO_C,0.9
CALL_018041,2024-12-02 03:22:41,PHONE_00453,PHONE_01647,12,missed,TOWER_0006,TOWER_0009,TELCO_B,0.95
CALL_018042,2024-11-15 06:05:42,PHONE_01518,PHONE_00879,50,missed,TOWER_0133,TOWER_0117,TELCO_A,0.91
CALL_018043,2026-01-09 01:27:14,PHONE_01960,PHONE_00300,54,missed,TOWER_0088,TOWER_0041,TELCO_B,0.96
CALL_018044,2024-05-17 02:42:02,PHONE_00656,PHONE_00257,8,missed,TOWER_0126,TOWER_0148,TELCO_C,0.9
CALL_018045,2024-01-08 22:51:43,PHONE_00278,PHONE_01089,250,outgoing,TOWER_0022,TOWER_0003,TELCO_A,0.91
CALL_018046,2026-01-15 22:49:05,PHONE_00002,PHONE_00574,210,incoming,TOWER_0090,TOWER_0118,TELCO_B,0.9
CALL_018047,2025-09-08 06:42:20,PHONE_01949,PHONE_00528,106,missed,TOWER_0118,TOWER_0032,TELCO_C,0.86
CALL_018048,2025-01-17 06:05:19,PHONE_00895,PHONE_01542,173,outgoing,TOWER_0030,TOWER_0007,TELCO_C,0.92
CALL_018049,2026-05-27 08:57:03,PHONE_01038,PHONE_00278,70,missed,TOWER_0132,TOWER_0102,TELCO_B,0.86
CALL_018050,2026-02-26 08:12:34,PHONE_00642,PHONE_01237,25,missed,TOWER_0035,TOWER_0012,TELCO_A,0.91
CALL_018051,2025-04-07 23:55:58,PHONE_00156,PHONE_00275,107,outgoing,TOWER_0091,TOWER_0001,TELCO_B,0.89
CALL_018052,2026-04-16 13:52:44,PHONE_00001,PHONE_01155,95,incoming,TOWER_0023,TOWER_0136,TELCO_C,0.87
CALL_018053,2025-06-14 01:46:46,PHONE_00189,PHONE_01992,27,missed,TOWER_0030,TOWER_0025,TELCO_B,0.94
CALL_018054,2025-04-15 17:46:18,PHONE_00586,PHONE_01180,35,missed,TOWER_0077,TOWER_0107,TELCO_A,0.85
CALL_018055,2025-05-08 03:13:24,PHONE_00527,PHONE_01056,6,incoming,TOWER_0075,TOWER_0038,TELCO_C,0.97
CALL_018056,2024-08-22 13:04:14,PHONE_00043,PHONE_00072,148,incoming,TOWER_0028,TOWER_0082,TELCO_C,0.89
CALL_018057,2024-03-26 05:29:58,PHONE_00296,PHONE_00616,170,outgoing,TOWER_0064,TOWER_0089,TELCO_A,0.9
CALL_018058,2024-07-25 04:22:51,PHONE_00725,PHONE_00270,6,incoming,TOWER_0115,TOWER_0001,TELCO_A,0.96
CALL_018059,2024-11-10 13:10:56,PHONE_00654,PHONE_01967,32,outgoing,TOWER_0144,TOWER_0111,TELCO_A,0.91
CALL_018060,2024-01-10 15:04:53,PHONE_01741,PHONE_01688,118,incoming,TOWER_0086,TOWER_0095,TELCO_C,0.91
CALL_018061,2024-05-06 05:37:33,PHONE_01147,PHONE_00164,8,outgoing,TOWER_0093,TOWER_0066,TELCO_B,0.97
CALL_018062,2025-06-02 01:07:31,PHONE_01694,PHONE_01682,13,outgoing,TOWER_0034,TOWER_0083,TELCO_B,0.97
CALL_018063,2025-01-01 12:11:38,PHONE_00146,PHONE_01382,41,outgoing,TOWER_0069,TOWER_0002,TELCO_B,0.85
CALL_018064,2026-06-10 02:44:14,PHONE_00017,PHONE_00866,61,missed,TOWER_0039,TOWER_0129,TELCO_A,0.96
CALL_018065,2024-04-03 22:18:29,PHONE_00735,PHONE_00489,71,incoming,TOWER_0130,TOWER_0149,TELCO_B,0.96
CALL_018066,2024-10-01 03:57:36,PHONE_00640,PHONE_00780,159,missed,TOWER_0137,TOWER_0034,TELCO_C,0.87
CALL_018067,2026-03-20 02:49:36,PHONE_01753,PHONE_00389,30,outgoing,TOWER_0041,TOWER_0115,TELCO_B,0.86
CALL_018068,2025-05-04 05:17:02,PHONE_00778,PHONE_01239,295,outgoing,TOWER_0056,TOWER_0121,TELCO_A,0.86
CALL_018069,2024-10-18 06:53:57,PHONE_00673,PHONE_00974,199,missed,TOWER_0008,TOWER_0076,TELCO_B,0.89
CALL_018070,2025-11-01 14:36:46,PHONE_01456,PHONE_00779,57,outgoing,TOWER_0096,TOWER_0132,TELCO_B,0.89
CALL_018071,2026-05-14 10:02:39,PHONE_01825,PHONE_01168,56,outgoing,TOWER_0003,TOWER_0079,TELCO_B,0.87
CALL_018072,2024-07-02 11:07:28,PHONE_00056,PHONE_01262,30,incoming,TOWER_0142,TOWER_0059,TELCO_A,0.95
CALL_018073,2025-12-01 09:45:34,PHONE_00264,PHONE_01793,74,outgoing,TOWER_0113,TOWER_0040,TELCO_C,0.99
CALL_018074,2025-03-16 07:24:17,PHONE_01589,PHONE_01786,188,incoming,TOWER_0014,TOWER_0053,TELCO_A,0.9
CALL_018075,2026-01-13 17:36:55,PHONE_01327,PHONE_00942,96,missed,TOWER_0141,TOWER_0133,TELCO_B,0.88
CALL_018076,2024-09-29 06:10:32,PHONE_00912,PHONE_01809,18,missed,TOWER_0107,TOWER_0117,TELCO_B,0.86
CALL_018077,2024-02-08 10:31:32,PHONE_00314,PHONE_01949,137,outgoing,TOWER_0003,TOWER_0138,TELCO_A,0.86
CALL_018078,2025-02-04 12:32:33,PHONE_01947,PHONE_01215,13,incoming,TOWER_0095,TOWER_0072,TELCO_C,0.89
CALL_018079,2025-10-01 20:08:32,PHONE_00375,PHONE_00421,14,missed,TOWER_0025,TOWER_0052,TELCO_A,0.95
CALL_018080,2025-08-30 22:23:04,PHONE_01774,PHONE_00994,59,incoming,TOWER_0017,TOWER_0010,TELCO_C,0.89
CALL_018081,2026-06-20 20:14:28,PHONE_01440,PHONE_00095,38,missed,TOWER_0068,TOWER_0014,TELCO_C,0.92
CALL_018082,2025-03-29 20:22:53,PHONE_00125,PHONE_00636,17,missed,TOWER_0014,TOWER_0049,TELCO_B,0.99
CALL_018083,2024-03-11 19:13:11,PHONE_01859,PHONE_01926,24,incoming,TOWER_0121,TOWER_0110,TELCO_B,0.9
CALL_018084,2024-10-05 16:57:31,PHONE_00956,PHONE_01099,30,missed,TOWER_0110,TOWER_0141,TELCO_C,0.92
CALL_018085,2025-11-10 11:09:12,PHONE_00516,PHONE_01414,43,missed,TOWER_0021,TOWER_0058,TELCO_B,0.97
CALL_018086,2026-01-02 00:21:26,PHONE_01790,PHONE_00593,17,missed,TOWER_0135,TOWER_0082,TELCO_B,0.88
CALL_018087,2024-08-09 10:46:02,PHONE_00911,PHONE_00985,165,missed,TOWER_0001,TOWER_0032,TELCO_B,0.95
CALL_018088,2024-08-12 12:05:31,PHONE_00043,PHONE_01301,100,outgoing,TOWER_0148,TOWER_0081,TELCO_C,0.91
CALL_018089,2025-04-17 14:29:29,PHONE_00983,PHONE_00518,64,incoming,TOWER_0016,TOWER_0107,TELCO_C,0.87
CALL_018090,2026-01-30 15:46:24,PHONE_00578,PHONE_00366,101,incoming,TOWER_0035,TOWER_0028,TELCO_C,0.98
CALL_018091,2024-06-08 23:54:11,PHONE_01330,PHONE_00411,25,outgoing,TOWER_0034,TOWER_0050,TELCO_C,0.93
CALL_018092,2026-05-28 21:59:33,PHONE_00718,PHONE_01083,24,missed,TOWER_0086,TOWER_0049,TELCO_B,0.87
CALL_018093,2024-01-26 19:58:47,PHONE_00621,PHONE_00173,52,outgoing,TOWER_0059,TOWER_0006,TELCO_B,0.86
CALL_018094,2024-11-14 13:14:10,PHONE_00085,PHONE_00269,16,outgoing,TOWER_0125,TOWER_0138,TELCO_C,0.92
CALL_018095,2026-02-17 22:33:45,PHONE_01978,PHONE_00131,8,missed,TOWER_0067,TOWER_0105,TELCO_B,0.93
CALL_018096,2024-10-02 12:05:06,PHONE_01114,PHONE_00189,8,incoming,TOWER_0140,TOWER_0150,TELCO_C,0.92
CALL_018097,2025-03-28 06:27:04,PHONE_01734,PHONE_01302,140,incoming,TOWER_0124,TOWER_0030,TELCO_A,0.95
CALL_018098,2024-07-16 08:08:18,PHONE_01425,PHONE_00610,357,outgoing,TOWER_0148,TOWER_0131,TELCO_B,0.95
CALL_018099,2024-11-20 01:54:57,PHONE_00081,PHONE_00435,125,incoming,TOWER_0065,TOWER_0083,TELCO_A,0.93
CALL_018100,2024-01-03 08:04:41,PHONE_00561,PHONE_00503,16,incoming,TOWER_0043,TOWER_0029,TELCO_B,0.89
CALL_018101,2025-03-13 06:18:03,PHONE_01600,PHONE_01697,37,missed,TOWER_0064,TOWER_0126,TELCO_B,0.86
CALL_018102,2025-11-23 18:54:21,PHONE_00819,PHONE_01584,35,missed,TOWER_0025,TOWER_0025,TELCO_C,0.91
CALL_018103,2025-10-25 09:36:36,PHONE_01216,PHONE_00243,20,outgoing,TOWER_0119,TOWER_0102,TELCO_A,0.9
CALL_018104,2026-01-25 06:20:48,PHONE_01315,PHONE_01442,35,missed,TOWER_0150,TOWER_0048,TELCO_A,0.87
CALL_018105,2025-12-18 16:21:41,PHONE_00290,PHONE_00667,25,incoming,TOWER_0055,TOWER_0003,TELCO_A,0.87
CALL_018106,2026-04-28 02:29:12,PHONE_00204,PHONE_00148,136,incoming,TOWER_0043,TOWER_0003,TELCO_B,0.91
CALL_018107,2024-11-24 08:23:30,PHONE_00417,PHONE_01965,58,outgoing,TOWER_0149,TOWER_0068,TELCO_C,0.87
CALL_018108,2024-05-17 18:21:25,PHONE_01651,PHONE_01518,155,outgoing,TOWER_0010,TOWER_0093,TELCO_A,0.93
CALL_018109,2024-03-25 07:37:05,PHONE_00119,PHONE_01113,22,incoming,TOWER_0109,TOWER_0083,TELCO_B,0.98
CALL_018110,2025-04-17 01:04:14,PHONE_00141,PHONE_00681,21,outgoing,TOWER_0020,TOWER_0091,TELCO_A,0.85
CALL_018111,2025-04-27 17:22:03,PHONE_00561,PHONE_00958,30,missed,TOWER_0083,TOWER_0070,TELCO_C,0.95
CALL_018112,2025-07-08 13:24:41,PHONE_01407,PHONE_00022,80,incoming,TOWER_0144,TOWER_0063,TELCO_A,0.93
CALL_018113,2025-01-18 16:04:45,PHONE_01166,PHONE_00736,63,missed,TOWER_0094,TOWER_0028,TELCO_C,0.88
CALL_018114,2024-04-13 21:26:51,PHONE_01340,PHONE_00292,26,outgoing,TOWER_0013,TOWER_0061,TELCO_C,0.86
CALL_018115,2024-10-02 23:02:13,PHONE_00837,PHONE_00944,64,incoming,TOWER_0145,TOWER_0078,TELCO_A,0.97
CALL_018116,2024-07-06 17:02:29,PHONE_01632,PHONE_00005,15,incoming,TOWER_0033,TOWER_0101,TELCO_C,0.98
CALL_018117,2024-06-22 02:59:08,PHONE_00449,PHONE_01106,63,outgoing,TOWER_0123,TOWER_0057,TELCO_B,0.9
CALL_018118,2026-01-27 12:46:28,PHONE_00533,PHONE_01386,8,missed,TOWER_0129,TOWER_0079,TELCO_B,0.91
CALL_018119,2026-05-13 03:35:09,PHONE_01344,PHONE_00820,194,incoming,TOWER_0092,TOWER_0032,TELCO_B,0.96
CALL_018120,2025-11-16 02:00:07,PHONE_01740,PHONE_01185,55,outgoing,TOWER_0117,TOWER_0121,TELCO_A,0.91
