location_event_id,timestamp,entity_type,entity_id,tower_id,location_id,source,accuracy,confidence
LOCEV_006849,2025-11-16 08:08:55,PHONE,PHONE_01553,TOWER_0020,LOCATION_0090,CDR_DERIVED,0.79,0.88
LOCEV_006850,2024-01-01 16:53:30,PHONE,PHONE_01360,TOWER_0026,LOCATION_0186,CDR_DERIVED,0.77,0.87
LOCEV_006851,2026-05-08 03:41:16,PHONE,PHONE_01735,TOWER_0074,LOCATION_0144,CDR_DERIVED,0.81,0.92
LOCEV_006852,2026-06-20 05:16:05,PHONE,PHONE_00533,TOWER_0039,LOCATION_0219,CDR_DERIVED,0.76,0.89
LOCEV_006853,2024-07-28 11:42:37,PHONE,PHONE_01608,TOWER_0051,LOCATION_0231,CDR_DERIVED,0.92,0.91
LOCEV_006854,2024-11-17 02:09:10,PHONE,PHONE_00180,TOWER_0130,LOCATION_0230,CDR_DERIVED,0.7,0.96
LOCEV_006855,2025-01-08 07:49:09,PHONE,PHONE_01400,TOWER_0044,LOCATION_0154,CDR_DERIVED,0.86,0.87
LOCEV_006856,2024-04-28 13:22:49,PHONE,PHONE_01880,TOWER_0064,LOCATION_0184,CDR_DERIVED,0.53,0.88
LOCEV_006857,2025-04-04 09:43:37,PHONE,PHONE_00837,TOWER_0135,LOCATION_0045,CDR_DERIVED,0.86,0.95
LOCEV_006858,2024-04-23 18:13:56,PHONE,PHONE_00630,TOWER_0007,LOCATION_0127,CDR_DERIVED,0.63,0.98
LOCEV_006859,2025-04-26 02:28:05,PHONE,PHONE_02024,TOWER_0095,LOCATION_0265,CDR_DERIVED,0.87,0.96
LOCEV_006860,2024-06-14 18:37:59,PHONE,PHONE_00688,TOWER_0043,LOCATION_0173,CDR_DERIVED,0.6,0.91
LOCEV_006861,2024-04-03 10:29:10,PHONE,PHONE_02002,TOWER_0054,LOCATION_0174,CDR_DERIVED,0.95,0.92
LOCEV_006862,2024-06-20 02:34:12,PHONE,PHONE_00347,TOWER_0126,LOCATION_0036,CDR_DERIVED,0.66,0.95
LOCEV_006863,2024-02-18 08:12:31,PHONE,PHONE_00061,TOWER_0100,LOCATION_0090,CDR_DERIVED,0.51,0.89
LOCEV_006864,2025-12-03 18:59:39,PHONE,PHONE_01996,TOWER_0149,LOCATION_0069,CDR_DERIVED,0.8,0.96
LOCEV_006865,2026-06-24 05:00:08,PHONE,PHONE_00920,TOWER_0133,LOCATION_0113,CDR_DERIVED,0.95,0.96
LOCEV_006866,2025-03-26 15:31:24,PHONE,PHONE_00598,TOWER_0053,LOCATION_0053,CDR_DERIVED,0.54,0.92
LOCEV_006867,2025-10-23 01:39:42,PHONE,PHONE_00869,TOWER_0142,LOCATION_0272,CDR_DERIVED,0.58,0.86
LOCEV_006868,2024-08-28 03:36:12,PHONE,PHONE_01052,TOWER_0063,LOCATION_0073,CDR_DERIVED,0.6,0.91
LOCEV_006869,2024-05-05 08:17:06,PHONE,PHONE_01367,TOWER_0019,LOCATION_0249,CDR_DERIVED,0.53,0.97
LOCEV_006870,2026-03-27 21:05:49,PHONE,PHONE_01500,TOWER_0140,LOCATION_0080,CDR_DERIVED,0.53,0.92
LOCEV_006871,2024-01-29 21:37:23,PHONE,PHONE_02016,TOWER_0096,LOCATION_0056,CDR_DERIVED,0.65,0.93
LOCEV_006872,2024-12-26 16:28:57,PHONE,PHONE_01516,TOWER_0083,LOCATION_0023,CDR_DERIVED,0.95,0.98
LOCEV_006873,2025-10-31 13:12:56,PHONE,PHONE_00808,TOWER_0148,LOCATION_0018,CDR_DERIVED,0.52,0.93
LOCEV_006874,2025-05-06 07:30:01,PHONE,PHONE_01495,TOWER_0114,LOCATION_0074,CDR_DERIVED,0.62,0.95
LOCEV_006875,2025-04-23 03:15:21,PHONE,PHONE_00655,TOWER_0064,LOCATION_0184,CDR_DERIVED,0.88,0.88
LOCEV_006876,2025-09-29 08:27:02,PHONE,PHONE_00601,TOWER_0107,LOCATION_0137,CDR_DERIVED,0.6,0.92
LOCEV_006877,2025-04-28 17:20:27,PHONE,PHONE_00357,TOWER_0028,LOCATION_0158,CDR_DERIVED,0.51,0.94
LOCEV_006878,2024-11-19 09:54:01,PHONE,PHONE_00930,TOWER_0014,LOCATION_0054,CDR_DERIVED,0.56,0.88
LOCEV_006879,2025-01-14 20:18:42,PHONE,PHONE_00476,TOWER_0109,LOCATION_0159,CDR_DERIVED,0.64,0.95
LOCEV_006880,2026-05-08 20:08:27,PHONE,PHONE_01331,TOWER_0093,LOCATION_0113,CDR_DERIVED,0.98,0.93
LOCEV_006881,2025-04-12 04:51:35,PHONE,PHONE_00889,TOWER_0093,LOCATION_0113,CDR_DERIVED,0.69,0.92
LOCEV_006882,2025-11-08 16:34:18,PHONE,PHONE_01673,TOWER_0082,LOCATION_0092,CDR_DERIVED,0.88,0.92
LOCEV_006883,2024-10-29 20:59:29,PHONE,PHONE_00567,TOWER_0022,LOCATION_0282,CDR_DERIVED,0.87,0.98
LOCEV_006884,2025-11-04 22:53:45,PHONE,PHONE_00559,TOWER_0120,LOCATION_0160,CDR_DERIVED,0.53,0.98
LOCEV_006885,2024-11-28 18:02:14,PHONE,PHONE_00837,TOWER_0065,LOCATION_0275,CDR_DERIVED,0.89,0.99
LOCEV_006886,2024-02-09 02:01:44,PHONE,PHONE_00646,TOWER_0145,LOCATION_0075,CDR_DERIVED,0.66,0.86
LOCEV_006887,2025-05-04 15:27:21,PHONE,PHONE_01203,TOWER_0083,LOCATION_0023,CDR_DERIVED,0.62,0.93
LOCEV_006888,2025-12-12 02:57:39,PHONE,PHONE_01216,TOWER_0129,LOCATION_0169,CDR_DERIVED,0.6,0.96
LOCEV_006889,2025-09-24 07:52:31,PHONE,PHONE_01599,TOWER_0141,LOCATION_0141,CDR_DERIVED,0.66,0.93
LOCEV_006890,2024-12-04 14:04:57,PHONE,PHONE_00585,TOWER_0016,LOCATION_0196,CDR_DERIVED,0.65,0.86
LOCEV_006891,2024-07-05 04:21:20,PHONE,PHONE_00806,TOWER_0115,LOCATION_0005,CDR_DERIVED,0.84,0.96
LOCEV_006892,2025-11-11 04:11:53,PHONE,PHONE_00218,TOWER_0002,LOCATION_0142,CDR_DERIVED,0.92,0.97
LOCEV_006893,2024-05-08 07:49:40,PHONE,PHONE_01475,TOWER_0036,LOCATION_0016,CDR_DERIVED,0.81,0.88
LOCEV_006894,2026-05-26 02:03:44,PHONE,PHONE_01266,TOWER_0111,LOCATION_0061,CDR_DERIVED,0.96,0.93
LOCEV_006895,2025-05-29 22:03:27,PHONE,PHONE_00175,TOWER_0046,LOCATION_0166,CDR_DERIVED,0.59,0.92
LOCEV_006896,2026-04-14 05:49:47,PHONE,PHONE_01424,TOWER_0122,LOCATION_0182,CDR_DERIVED,0.92,0.97
LOCEV_006897,2024-11-16 01:49:48,PHONE,PHONE_00726,TOWER_0037,LOCATION_0287,CDR_DERIVED,0.85,0.91
LOCEV_006898,2024-02-01 13:04:33,PHONE,PHONE_00966,TOWER_0099,LOCATION_0109,CDR_DERIVED,0.71,0.98
LOCEV_006899,2024-12-09 17:11:01,PHONE,PHONE_01854,TOWER_0052,LOCATION_0012,CDR_DERIVED,0.6,0.91
LOCEV_006900,2025-01-08 04:55:16,PHONE,PHONE_01778,TOWER_0004,LOCATION_0164,CDR_DERIVED,0.81,0.97
LOCEV_006901,2024-05-18 19:08:40,PHONE,PHONE_00303,TOWER_0146,LOCATION_0186,CDR_DERIVED,0.82,0.91
LOCEV_006902,2025-05-06 01:11:13,PHONE,PHONE_01038,TOWER_0092,LOCATION_0232,CDR_DERIVED,0.69,0.89
LOCEV_006903,2024-02-21 07:32:20,PHONE,PHONE_00387,TOWER_0118,LOCATION_0068,CDR_DERIVED,0.87,0.87
LOCEV_006904,2024-02-14 01:26:23,PHONE,PHONE_01716,TOWER_0021,LOCATION_0011,CDR_DERIVED,0.64,0.89
LOCEV_006905,2024-03-21 05:15:27,PHONE,PHONE_01504,TOWER_0058,LOCATION_0228,CDR_DERIVED,0.96,0.96
LOCEV_006906,2025-11-28 00:22:13,PHONE,PHONE_00981,TOWER_0039,LOCATION_0219,CDR_DERIVED,0.97,0.9
LOCEV_006907,2024-11-10 15:43:11,PHONE,PHONE_01643,TOWER_0146,LOCATION_0186,CDR_DERIVED,0.57,0.87
LOCEV_006908,2024-12-02 03:22:41,PHONE,PHONE_00453,TOWER_0006,LOCATION_0036,CDR_DERIVED,0.84,0.95
LOCEV_006909,2024-10-10 09:06:50,PHONE,PHONE_01276,TOWER_0124,LOCATION_0234,CDR_DERIVED,0.94,0.95
LOCEV_006910,2025-11-29 23:01:23,PHONE,PHONE_01315,TOWER_0010,LOCATION_0110,CDR_DERIVED,0.74,0.98
LOCEV_006911,2024-09-21 05:24:35,PHONE,PHONE_01290,TOWER_0110,LOCATION_0160,CDR_DERIVED,0.93,0.98
LOCEV_006912,2025-03-13 00:17:34,PHONE,PHONE_00355,TOWER_0012,LOCATION_0212,CDR_DERIVED,0.52,0.97
LOCEV_006913,2024-10-22 15:29:46,PHONE,PHONE_02025,TOWER_0010,LOCATION_0110,CDR_DERIVED,0.86,0.96
LOCEV_006914,2025-02-01 19:05:06,PHONE,PHONE_01395,TOWER_0084,LOCATION_0144,CDR_DERIVED,0.97,0.88
LOCEV_006915,2026-03-30 23:37:59,PHONE,PHONE_00939,TOWER_0004,LOCATION_0164,CDR_DERIVED,0.82,0.98
LOCEV_006916,2025-06-09 01:46:32,PHONE,PHONE_00449,TOWER_0013,LOCATION_0283,CDR_DERIVED,0.51,0.93
LOCEV_006917,2025-11-05 08:06:06,PHONE,PHONE_01921,TOWER_0031,LOCATION_0151,CDR_DERIVED,0.75,0.95
LOCEV_006918,2026-06-11 20:48:29,PHONE,PHONE_00404,TOWER_0104,LOCATION_0014,CDR_DERIVED,0.55,0.89
LOCEV_006919,2026-03-01 20:22:32,PHONE,PHONE_01353,TOWER_0099,LOCATION_0109,CDR_DERIVED,0.79,0.95
LOCEV_006920,2025-08-09 17:19:22,PHONE,PHONE_00987,TOWER_0046,LOCATION_0166,CDR_DERIVED,0.7,0.87
LOCEV_006921,2025-11-22 06:54:33,PHONE,PHONE_00744,TOWER_0145,LOCATION_0075,CDR_DERIVED,0.76,0.88
LOCEV_006922,2024-02-29 02:36:44,PHONE,PHONE_01128,TOWER_0088,LOCATION_0258,CDR_DERIVED,0.93,0.91
LOCEV_006923,2024-06-27 03:40:09,PHONE,PHONE_00892,TOWER_0001,LOCATION_0041,CDR_DERIVED,0.59,0.98
LOCEV_006924,2025-11-23 22:18:07,PHONE,PHONE_00165,TOWER_0072,LOCATION_0032,CDR_DERIVED,0.6,0.92
LOCEV_006925,2025-10-22 01:35:19,PHONE,PHONE_01338,TOWER_0020,LOCATION_0090,CDR_DERIVED,0.58,0.93
LOCEV_006926,2025-07-10 12:54:26,PHONE,PHONE_01935,TOWER_0038,LOCATION_0188,CDR_DERIVED,0.91,0.9
LOCEV_006927,2024-12-27 10:25:27,PHONE,PHONE_00647,TOWER_0067,LOCATION_0227,CDR_DERIVED,0.64,0.95
LOCEV_006928,2025-10-03 23:20:21,PHONE,PHONE_00816,TOWER_0011,LOCATION_0161,CDR_DERIVED,0.59,0.91
LOCEV_006929,2024-08-01 01:37:29,PHONE,PHONE_00671,TOWER_0096,LOCATION_0056,CDR_DERIVED,0.73,0.89
LOCEV_006930,2025-05-29 16:07:20,PHONE,PHONE_00008,TOWER_0017,LOCATION_0197,CDR_DERIVED,0.53,0.97
LOCEV_006931,2024-07-06 20:07:23,PHONE,PHONE_01038,TOWER_0142,LOCATION_0272,CDR_DERIVED,0.73,0.99
LOCEV_006932,2024-06-07 07:06:59,PHONE,PHONE_01706,TOWER_0053,LOCATION_0053,CDR_DERIVED,0.57,0.93
LOCEV_006933,2026-05-28 14:32:47,PHONE,PHONE_00324,TOWER_0143,LOCATION_0193,CDR_DERIVED,0.64,0.99
LOCEV_006934,2024-08-26 13:31:36,PHONE,PHONE_00312,TOWER_0129,LOCATION_0169,CDR_DERIVED,0.89,0.97
LOCEV_006935,2024-11-10 17:40:24,PHONE,PHONE_00749,TOWER_0129,LOCATION_0169,CDR_DERIVED,0.95,0.93
LOCEV_006936,2025-11-17 01:18:25,PHONE,PHONE_01826,TOWER_0099,LOCATION_0109,CDR_DERIVED,0.97,0.96
LOCEV_006937,2025-03-16 10:40:03,PHONE,PHONE_00860,TOWER_0140,LOCATION_0080,CDR_DERIVED,0.53,0.93
LOCEV_006938,2026-03-22 18:24:06,PHONE,PHONE_00482,TOWER_0001,LOCATION_0041,CDR_DERIVED,0.56,0.85
LOCEV_006939,2025-07-10 12:32:49,PHONE,PHONE_00621,TOWER_0049,LOCATION_0249,CDR_DERIVED,0.83,0.86
LOCEV_006940,2024-05-25 19:44:45,PHONE,PHONE_00014,TOWER_0097,LOCATION_0237,CDR_DERIVED,0.77,0.98
LOCEV_006941,2026-04-26 11:37:05,PHONE,PHONE_01930,TOWER_0007,LOCATION_0127,CDR_DERIVED,0.6,0.85
LOCEV_006942,2024-02-24 12:50:12,PHONE,PHONE_00943,TOWER_0051,LOCATION_0231,CDR_DERIVED,0.7,0.87
LOCEV_006943,2024-07-30 12:49:39,PHONE,PHONE_01740,TOWER_0047,LOCATION_0007,CDR_DERIVED,0.93,0.97
LOCEV_006944,2024-10-30 03:49:50,PHONE,PHONE_00312,TOWER_0019,LOCATION_0249,CDR_DERIVED,0.94,0.96
LOCEV_006945,2024-03-05 23:05:21,PHONE,PHONE_01218,TOWER_0074,LOCATION_0144,CDR_DERIVED,0.9,0.88
LOCEV_006946,2025-06-18 07:48:26,PHONE,PHONE_01418,TOWER_0089,LOCATION_0139,CDR_DERIVED,0.86,0.89
LOCEV_006947,2024-05-24 18:48:25,PHONE,PHONE_01613,TOWER_0078,LOCATION_0068,CDR_DERIVED,0.66,0.93
LOCEV_006948,2025-02-08 13:12:04,PHONE,PHONE_01432,TOWER_0084,LOCATION_0144,CDR_DERIVED,0.67,0.98
LOCEV_006949,2025-05-03 19:02:21,PHONE,PHONE_01002,TOWER_0143,LOCATION_0193,CDR_DERIVED,0.94,0.96
LOCEV_006950,2025-03-21 00:09:23,PHONE,PHONE_01318,TOWER_0081,LOCATION_0261,CDR_DERIVED,0.95,0.96
LOCEV_006951,2025-12-23 02:36:05,PHONE,PHONE_01120,TOWER_0062,LOCATION_0192,CDR_DERIVED,0.71,0.98
LOCEV_006952,2024-08-30 18:46:10,PHONE,PHONE_01841,TOWER_0060,LOCATION_0300,CDR_DERIVED,0.54,0.86
LOCEV_006953,2025-04-25 14:30:19,PHONE,PHONE_00148,TOWER_0053,LOCATION_0053,CDR_DERIVED,0.73,0.9
LOCEV_006954,2024-06-13 10:25:46,PHONE,PHONE_01953,TOWER_0046,LOCATION_0166,CDR_DERIVED,0.72,0.98
LOCEV_006955,2024-01-08 09:17:03,PHONE,PHONE_00666,TOWER_0117,LOCATION_0227,CDR_DERIVED,0.71,0.89
LOCEV_006956,2025-03-27 02:23:43,PHONE,PHONE_01406,TOWER_0124,LOCATION_0234,CDR_DERIVED,0.69,0.98
LOCEV_006957,2025-07-01 09:23:45,PHONE,PHONE_01320,TOWER_0007,LOCATION_0127,CDR_DERIVED,0.6,0.91
LOCEV_006958,2025-12-31 15:20:05,PHONE,PHONE_01193,TOWER_0144,LOCATION_0244,CDR_DERIVED,0.81,0.86
LOCEV_006959,2024-12-02 04:09:38,PHONE,PHONE_01125,TOWER_0096,LOCATION_0056,CDR_DERIVED,0.73,0.95
LOCEV_006960,2026-05-24 22:59:44,PHONE,PHONE_00427,TOWER_0131,LOCATION_0171,CDR_DERIVED,0.94,0.88
LOCEV_006961,2024-07-07 11:48:35,PHONE,PHONE_00276,TOWER_0002,LOCATION_0142,CDR_DERIVED,0.96,0.86
LOCEV_006962,2024-10-23 01:13:16,PHONE,PHONE_01573,TOWER_0104,LOCATION_0014,CDR_DERIVED,0.52,0.86
LOCEV_006963,2025-07-04 09:53:44,PHONE,PHONE_01919,TOWER_0050,LOCATION_0290,CDR_DERIVED,0.61,0.98
LOCEV_006964,2026-03-26 17:22:36,PHONE,PHONE_00763,TOWER_0116,LOCATION_0246,CDR_DERIVED,0.68,0.87
LOCEV_006965,2025-06-05 03:06:12,PHONE,PHONE_00025,TOWER_0125,LOCATION_0105,CDR_DERIVED,0.54,0.96
LOCEV_006966,2026-03-14 20:48:34,PHONE,PHONE_01303,TOWER_0122,LOCATION_0182,CDR_DERIVED,0.91,0.97
LOCEV_006967,2024-03-01 02:22:09,PHONE,PHONE_01449,TOWER_0009,LOCATION_0009,CDR_DERIVED,0.79,0.9
LOCEV_006968,2026-01-19 12:00:55,PHONE,PHONE_00570,TOWER_0078,LOCATION_0068,CDR_DERIVED,0.93,0.9
LOCEV_006969,2026-03-09 06:57:49,PHONE,PHONE_01338,TOWER_0120,LOCATION_0160,CDR_DERIVED,0.98,0.93
LOCEV_006970,2026-05-01 10:33:35,PHONE,PHONE_00779,TOWER_0002,LOCATION_0142,CDR_DERIVED,0.62,0.88
LOCEV_006971,2026-05-20 02:50:45,PHONE,PHONE_00279,TOWER_0002,LOCATION_0142,CDR_DERIVED,0.73,0.89
LOCEV_006972,2026-06-10 17:43:13,PHONE,PHONE_00829,TOWER_0146,LOCATION_0186,CDR_DERIVED,0.85,0.96
LOCEV_006973,2025-03-09 23:11:17,PHONE,PHONE_01186,TOWER_0052,LOCATION_0012,CDR_DERIVED,0.54,0.94
LOCEV_006974,2024-06-09 20:26:21,PHONE,PHONE_00485,TOWER_0126,LOCATION_0036,CDR_DERIVED,0.75,0.89
LOCEV_006975,2025-08-08 13:41:08,PHONE,PHONE_01412,TOWER_0052,LOCATION_0012,CDR_DERIVED,0.59,0.87
LOCEV_006976,2024-08-17 04:49:20,PHONE,PHONE_01428,TOWER_0031,LOCATION_0151,CDR_DERIVED,0.8,0.93
LOCEV_006977,2024-11-16 00:08:47,PHONE,PHONE_00888,TOWER_0126,LOCATION_0036,CDR_DERIVED,0.94,0.92
LOCEV_006978,2025-02-25 02:49:14,PHONE,PHONE_01021,TOWER_0077,LOCATION_0257,CDR_DERIVED,0.74,0.86
LOCEV_006979,2025-03-10 18:34:37,PHONE,PHONE_01122,TOWER_0125,LOCATION_0105,CDR_DERIVED,0.94,0.86
LOCEV_006980,2024-05-06 10:32:13,PHONE,PHONE_01244,TOWER_0045,LOCATION_0065,CDR_DERIVED,0.82,0.97
LOCEV_006981,2024-03-02 18:52:19,PHONE,PHONE_01780,TOWER_0011,LOCATION_0161,CDR_DERIVED,0.6,0.91
LOCEV_006982,2024-04-17 01:43:04,PHONE,PHONE_01202,TOWER_0085,LOCATION_0145,CDR_DERIVED,0.85,0.93
LOCEV_006983,2025-11-12 03:28:18,PHONE,PHONE_01879,TOWER_0064,LOCATION_0184,CDR_DERIVED,0.96,0.95
LOCEV_006984,2025-08-22 13:50:03,PHONE,PHONE_00596,TOWER_0101,LOCATION_0281,CDR_DERIVED,0.88,0.85
LOCEV_006985,2024-11-16 10:32:09,PHONE,PHONE_01618,TOWER_0054,LOCATION_0174,CDR_DERIVED,0.94,0.88
LOCEV_006986,2024-02-19 23:29:24,PHONE,PHONE_01133,TOWER_0001,LOCATION_0041,CDR_DERIVED,0.85,0.89
LOCEV_006987,2025-05-24 18:26:56,PHONE,PHONE_01386,TOWER_0139,LOCATION_0179,CDR_DERIVED,0.56,0.89
LOCEV_006988,2024-11-23 18:26:02,PHONE,PHONE_00910,TOWER_0102,LOCATION_0112,CDR_DERIVED,0.9,0.86
LOCEV_006989,2024-10-08 10:41:09,PHONE,PHONE_01707,TOWER_0011,LOCATION_0161,CDR_DERIVED,0.7,0.9
LOCEV_006990,2025-07-28 04:27:49,PHONE,PHONE_00001,TOWER_0023,LOCATION_0253,CDR_DERIVED,0.72,0.91
LOCEV_006991,2024-04-02 11:50:42,PHONE,PHONE_01628,TOWER_0108,LOCATION_0298,CDR_DERIVED,0.88,0.92
LOCEV_006992,2026-01-22 15:02:16,PHONE,PHONE_01327,TOWER_0141,LOCATION_0141,CDR_DERIVED,0.63,0.94
LOCEV_006993,2024-10-14 04:00:03,PHONE,PHONE_01793,TOWER_0070,LOCATION_0020,CDR_DERIVED,0.53,0.92
LOCEV_006994,2026-05-15 12:18:20,PHONE,PHONE_01512,TOWER_0033,LOCATION_0263,CDR_DERIVED,0.79,0.86
LOCEV_006995,2025-10-14 04:54:25,PHONE,PHONE_00012,TOWER_0112,LOCATION_0042,CDR_DERIVED,0.93,0.95
LOCEV_006996,2025-10-11 14:49:49,PHONE,PHONE_00476,TOWER_0079,LOCATION_0119,CDR_DERIVED,0.86,0.99
LOCEV_006997,2025-02-17 09:56:19,PHONE,PHONE_00755,TOWER_0010,LOCATION_0110,CDR_DERIVED,0.72,0.93
LOCEV_006998,2024-01-23 17:56:38,PHONE,PHONE_00755,TOWER_0090,LOCATION_0110,CDR_DERIVED,0.95,0.85
LOCEV_006999,2025-12-18 02:41:09,PHONE,PHONE_00753,TOWER_0113,LOCATION_0183,CDR_DERIVED,0.61,0.98
LOCEV_007000,2024-05-28 05:48:31,PHONE,PHONE_00696,TOWER_0081,LOCATION_0261,CDR_DERIVED,0.85,0.93
LOCEV_007001,2025-11-16 03:42:38,PHONE,PHONE_00285,TOWER_0071,LOCATION_0221,CDR_DERIVED,0.9,0.88
LOCEV_007002,2024-09-11 09:15:23,PHONE,PHONE_01082,TOWER_0086,LOCATION_0146,CDR_DERIVED,0.82,0.92
LOCEV_007003,2026-02-22 11:22:52,PHONE,PHONE_01344,TOWER_0012,LOCATION_0212,CDR_DERIVED,0.69,0.96
LOCEV_007004,2026-01-29 06:27:37,PHONE,PHONE_01908,TOWER_0014,LOCATION_0054,CDR_DERIVED,0.64,0.97
LOCEV_007005,2025-09-05 22:42:13,PHONE,PHONE_00401,TOWER_0147,LOCATION_0227,CDR_DERIVED,0.54,0.98
LOCEV_007006,2026-03-12 16:56:47,PHONE,PHONE_00143,TOWER_0032,LOCATION_0222,CDR_DERIVED,0.96,0.9
LOCEV_007007,2024-01-23 15:28:41,PHONE,PHONE_01726,TOWER_0039,LOCATION_0219,CDR_DERIVED,0.87,0.98
LOCEV_007008,2026-05-30 17:40:13,PHONE,PHONE_01892,TOWER_0009,LOCATION_0009,CDR_DERIVED,0.78,0.89
LOCEV_007009,2026-03-07 05:54:43,PHONE,PHONE_00843,TOWER_0100,LOCATION_0090,CDR_DERIVED,0.86,0.98
LOCEV_007010,2026-05-26 17:49:18,PHONE,PHONE_01946,TOWER_0057,LOCATION_0107,CDR_DERIVED,0.75,0.88
LOCEV_007011,2024-08-21 02:46:38,PHONE,PHONE_00806,TOWER_0045,LOCATION_0065,CDR_DERIVED,0.69,0.98
LOCEV_007012,2026-01-21 04:39:18,PHONE,PHONE_00219,TOWER_0058,LOCATION_0228,CDR_DERIVED,0.87,0.87
LOCEV_007013,2026-01-13 17:03:52,PHONE,PHONE_00873,TOWER_0082,LOCATION_0092,CDR_DERIVED,0.97,0.96
LOCEV_007014,2026-05-21 08:36:40,PHONE,PHONE_00438,TOWER_0143,LOCATION_0193,CDR_DERIVED,0.66,0.85
LOCEV_007015,2024-11-19 13:05:40,PHONE,PHONE_00230,TOWER_0059,LOCATION_0299,CDR_DERIVED,0.83,0.91
LOCEV_007016,2025-10-04 19:57:45,PHONE,PHONE_01191,TOWER_0031,LOCATION_0151,CDR_DERIVED,0.7,0.92
LOCEV_007017,2024-07-18 10:34:31,PHONE,PHONE_01870,TOWER_0063,LOCATION_0073,CDR_DERIVED,0.98,0.97
LOCEV_007018,2025-04-28 22:48:50,PHONE,PHONE_01852,TOWER_0085,LOCATION_0145,CDR_DERIVED,0.79,0.93
LOCEV_007019,2025-03-18 05:51:55,PHONE,PHONE_01780,TOWER_0031,LOCATION_0151,CDR_DERIVED,0.53,0.87
LOCEV_007020,2025-10-26 01:13:41,PHONE,PHONE_00347,TOWER_0056,LOCATION_0006,CDR_DERIVED,0.76,0.86
LOCEV_007021,2025-04-14 03:30:35,PHONE,PHONE_00832,TOWER_0091,LOCATION_0181,CDR_DERIVED,0.75,0.97
LOCEV_007022,2024-08-18 05:21:07,PHONE,PHONE_00619,TOWER_0110,LOCATION_0160,CDR_DERIVED,0.66,0.89
LOCEV_007023,2025-08-01 01:41:21,PHONE,PHONE_00089,TOWER_0030,LOCATION_0220,CDR_DERIVED,0.76,0.9
LOCEV_007024,2024-07-14 11:27:02,PHONE,PHONE_01028,TOWER_0119,LOCATION_0229,CDR_DERIVED,0.87,0.98
LOCEV_007025,2026-04-01 05:17:50,PHONE,PHONE_00175,TOWER_0086,LOCATION_0146,CDR_DERIVED,0.55,0.88
LOCEV_007026,2025-12-14 12:55:12,PHONE,PHONE_00098,TOWER_0135,LOCATION_0045,CDR_DERIVED,0.7,0.97
LOCEV_007027,2024-05-31 20:04:34,PHONE,PHONE_01217,TOWER_0054,LOCATION_0174,CDR_DERIVED,0.8,0.91
LOCEV_007028,2024-08-13 19:56:05,PHONE,PHONE_00860,TOWER_0120,LOCATION_0160,CDR_DERIVED,0.6,0.96
LOCEV_007029,2026-05-06 04:27:04,PHONE,PHONE_01178,TOWER_0042,LOCATION_0142,CDR_DERIVED,0.51,0.88
LOCEV_007030,2025-02-11 02:11:09,PHONE,PHONE_00261,TOWER_0044,LOCATION_0154,CDR_DERIVED,0.54,0.93
LOCEV_007031,2025-12-18 01:59:22,PHONE,PHONE_01954,TOWER_0036,LOCATION_0016,CDR_DERIVED,0.92,0.98
LOCEV_007032,2025-02-18 12:03:45,PHONE,PHONE_01870,TOWER_0103,LOCATION_0113,CDR_DERIVED,0.86,0.92
LOCEV_007033,2026-01-23 14:25:29,PHONE,PHONE_01865,TOWER_0112,LOCATION_0042,CDR_DERIVED,0.76,0.85
LOCEV_007034,2025-12-25 21:48:45,PHONE,PHONE_01513,TOWER_0148,LOCATION_0018,CDR_DERIVED,0.71,0.99
LOCEV_007035,2026-06-07 18:03:48,PHONE,PHONE_00111,TOWER_0130,LOCATION_0230,CDR_DERIVED,0.88,0.88
LOCEV_007036,2024-09-07 17:49:40,PHONE,PHONE_00524,TOWER_0062,LOCATION_0192,CDR_DERIVED,0.9,0.96
LOCEV_007037,2026-05-05 13:38:40,PHONE,PHONE_00359,TOWER_0116,LOCATION_0246,CDR_DERIVED,0.9,0.85
LOCEV_007038,2026-02-27 22:30:09,PHONE,PHONE_01852,TOWER_0005,LOCATION_0115,CDR_DERIVED,0.72,0.88
LOCEV_007039,2025-09-09 10:57:24,PHONE,PHONE_01987,TOWER_0017,LOCATION_0197,CDR_DERIVED,0.67,0.87
LOCEV_007040,2024-03-04 01:34:42,PHONE,PHONE_00453,TOWER_0026,LOCATION_0186,CDR_DERIVED,0.59,0.96
LOCEV_007041,2025-01-24 18:47:45,PHONE,PHONE_00428,TOWER_0058,LOCATION_0228,CDR_DERIVED,0.59,0.92
LOCEV_007042,2025-09-14 10:12:51,PHONE,PHONE_01937,TOWER_0121,LOCATION_0011,CDR_DERIVED,0.66,0.87
LOCEV_007043,2026-01-03 00:17:01,PHONE,PHONE_00475,TOWER_0116,LOCATION_0246,CDR_DERIVED,0.75,0.94
LOCEV_007044,2025-07-12 05:19:57,PHONE,PHONE_00429,TOWER_0119,LOCATION_0229,CDR_DERIVED,0.64,0.91
LOCEV_007045,2025-11-09 21:02:32,PHONE,PHONE_00857,TOWER_0018,LOCATION_0268,CDR_DERIVED,0.85,0.95
LOCEV_007046,2024-10-17 09:24:52,PHONE,PHONE_00293,TOWER_0047,LOCATION_0007,CDR_DERIVED,0.81,0.93
LOCEV_007047,2024-07-11 21:00:08,PHONE,PHONE_01745,TOWER_0126,LOCATION_0036,CDR_DERIVED,0.77,0.98
