relationship_id,source_entity_id,source_entity_type,target_entity_id,target_entity_type,relationship_type,first_seen,last_seen,frequency,confidence,source_record_id,evidence_count,ground_truth_status
REL_003728,PERSON_0966,PERSON,PERSON_1032,PERSON,CALLED,2024-11-21 08:41:53,2024-11-21 08:41:53,1,0.51,CDR_AGG_PERSON_0966_PERSON_1032,1,WEAK
REL_003729,PERSON_0879,PERSON,PERSON_1368,PERSON,CALLED,2025-03-04 02:16:09,2025-03-04 02:16:09,1,0.51,CDR_AGG_PERSON_0879_PERSON_1368,1,UNKNOWN
REL_003730,PERSON_1051,PERSON,PERSON_1307,PERSON,CALLED,2024-05-10 23:51:57,2024-05-10 23:51:57,1,0.66,CDR_AGG_PERSON_1051_PERSON_1307,1,WEAK
REL_003731,PERSON_1425,PERSON,PERSON_1460,PERSON,CALLED,2025-12-31 22:44:19,2025-12-31 22:44:19,1,0.62,CDR_AGG_PERSON_1425_PERSON_1460,1,UNKNOWN
REL_003732,PERSON_0341,PERSON,PERSON_1217,PERSON,CALLED,2024-01-14 10:04:52,2024-01-14 10:04:52,1,0.67,CDR_AGG_PERSON_0341_PERSON_1217,1,WEAK
REL_003733,PERSON_0603,PERSON,PERSON_1394,PERSON,CALLED,2024-01-28 14:55:54,2024-01-28 14:55:54,1,0.58,CDR_AGG_PERSON_0603_PERSON_1394,1,UNKNOWN
REL_003734,PERSON_0062,PERSON,PERSON_0357,PERSON,CALLED,2024-07-28 23:35:20,2024-07-28 23:35:20,1,0.46,CDR_AGG_PERSON_0062_PERSON_0357,1,UNKNOWN
REL_003735,PERSON_0309,PERSON,PERSON_0382,PERSON,CALLED,2024-08-26 06:46:57,2024-08-26 06:46:57,1,0.75,CDR_AGG_PERSON_0309_PERSON_0382,1,UNKNOWN
REL_003736,PERSON_0513,PERSON,PERSON_1195,PERSON,CALLED,2025-04-18 13:05:13,2025-04-18 13:05:13,1,0.5,CDR_AGG_PERSON_0513_PERSON_1195,1,UNKNOWN
REL_003737,PERSON_0136,PERSON,PERSON_0947,PERSON,CALLED,2025-07-06 16:08:07,2025-07-06 16:08:07,1,0.6,CDR_AGG_PERSON_0136_PERSON_0947,1,LIKELY
REL_003738,PERSON_0505,PERSON,PERSON_1272,PERSON,CALLED,2025-10-15 02:30:04,2025-10-15 02:30:04,1,0.41,CDR_AGG_PERSON_0505_PERSON_1272,1,UNKNOWN
REL_003739,PERSON_0610,PERSON,PERSON_0912,PERSON,CALLED,2025-03-17 02:57:27,2025-03-17 02:57:27,1,0.69,CDR_AGG_PERSON_0610_PERSON_0912,1,LIKELY
REL_003740,PERSON_0426,PERSON,PERSON_1030,PERSON,CALLED,2026-05-03 17:01:12,2026-05-03 17:01:12,1,0.72,CDR_AGG_PERSON_0426_PERSON_1030,1,UNKNOWN
REL_003741,PERSON_0317,PERSON,PERSON_1310,PERSON,CALLED,2024-08-11 07:31:04,2024-08-11 07:31:04,1,0.42,CDR_AGG_PERSON_0317_PERSON_1310,1,LIKELY
REL_003742,PERSON_0343,PERSON,PERSON_1472,PERSON,CALLED,2026-03-14 07:34:07,2026-03-14 07:34:07,1,0.49,CDR_AGG_PERSON_0343_PERSON_1472,1,WEAK
REL_003743,PERSON_0150,PERSON,PERSON_1422,PERSON,CALLED,2025-12-01 21:12:34,2025-12-01 21:12:34,1,0.67,CDR_AGG_PERSON_0150_PERSON_1422,1,WEAK
REL_003744,PERSON_0641,PERSON,PERSON_0681,PERSON,CALLED,2025-08-07 05:46:23,2025-08-07 05:46:23,1,0.52,CDR_AGG_PERSON_0641_PERSON_0681,1,UNKNOWN
REL_003745,PERSON_0119,PERSON,PERSON_1113,PERSON,CALLED,2024-03-25 07:37:05,2024-03-25 07:37:05,1,0.57,CDR_AGG_PERSON_0119_PERSON_1113,1,WEAK
REL_003746,PERSON_0281,PERSON,PERSON_1021,PERSON,CALLED,2025-10-25 12:41:00,2025-10-25 12:41:00,1,0.64,CDR_AGG_PERSON_0281_PERSON_1021,1,WEAK
REL_003747,PERSON_0865,PERSON,PERSON_0875,PERSON,CALLED,2024-08-09 16:57:28,2024-08-09 16:57:28,1,0.54,CDR_AGG_PERSON_0865_PERSON_0875,1,LIKELY
REL_003748,PERSON_0265,PERSON,PERSON_0331,PERSON,CALLED,2025-01-19 01:03:27,2025-01-19 01:03:27,1,0.63,CDR_AGG_PERSON_0265_PERSON_0331,1,UNKNOWN
REL_003749,PERSON_0473,PERSON,PERSON_1443,PERSON,CALLED,2024-07-10 06:10:36,2024-07-10 06:10:36,1,0.44,CDR_AGG_PERSON_0473_PERSON_1443,1,WEAK
REL_003750,PERSON_0386,PERSON,PERSON_1080,PERSON,CALLED,2024-10-25 00:53:15,2024-10-25 00:53:15,1,0.66,CDR_AGG_PERSON_0386_PERSON_1080,1,UNKNOWN
REL_003751,PERSON_0209,PERSON,PERSON_0589,PERSON,CALLED,2024-01-06 07:00:46,2024-01-06 07:00:46,1,0.76,CDR_AGG_PERSON_0209_PERSON_0589,1,UNKNOWN
REL_003752,PERSON_0543,PERSON,PERSON_0573,PERSON,CALLED,2026-06-12 06:34:00,2026-06-12 06:34:00,1,0.55,CDR_AGG_PERSON_0543_PERSON_0573,1,LIKELY
REL_003753,PERSON_0100,PERSON,PERSON_0979,PERSON,CALLED,2025-11-22 20:52:23,2025-11-22 20:52:23,1,0.42,CDR_AGG_PERSON_0100_PERSON_0979,1,LIKELY
REL_003754,PERSON_0428,PERSON,PERSON_1199,PERSON,CALLED,2024-05-08 04:25:03,2024-05-08 04:25:03,1,0.59,CDR_AGG_PERSON_0428_PERSON_1199,1,LIKELY
REL_003755,PERSON_0555,PERSON,PERSON_1119,PERSON,CALLED,2026-02-10 06:56:45,2026-02-10 06:56:45,1,0.55,CDR_AGG_PERSON_0555_PERSON_1119,1,UNKNOWN
REL_003756,PERSON_0066,PERSON,PERSON_0518,PERSON,CALLED,2025-10-19 23:17:40,2025-10-19 23:17:40,1,0.76,CDR_AGG_PERSON_0066_PERSON_0518,1,UNKNOWN
REL_003757,PERSON_0794,PERSON,PERSON_1038,PERSON,CALLED,2025-10-18 23:01:13,2025-10-18 23:01:13,1,0.61,CDR_AGG_PERSON_0794_PERSON_1038,1,UNKNOWN
REL_003758,PERSON_0406,PERSON,PERSON_1300,PERSON,CALLED,2026-06-03 15:19:53,2026-06-03 15:19:53,1,0.5,CDR_AGG_PERSON_0406_PERSON_1300,1,WEAK
REL_003759,PERSON_0169,PERSON,PERSON_0749,PERSON,CALLED,2024-11-10 17:40:24,2024-11-10 17:40:24,1,0.71,CDR_AGG_PERSON_0169_PERSON_0749,1,WEAK
REL_003760,PERSON_0858,PERSON,PERSON_0912,PERSON,CALLED,2025-05-09 06:51:07,2025-05-09 06:51:07,1,0.54,CDR_AGG_PERSON_0858_PERSON_0912,1,WEAK
REL_003761,PERSON_0039,PERSON,PERSON_0154,PERSON,CALLED,2024-08-23 00:02:53,2024-08-23 00:02:53,1,0.46,CDR_AGG_PERSON_0039_PERSON_0154,1,UNKNOWN
REL_003762,PERSON_0657,PERSON,PERSON_0722,PERSON,CALLED,2024-12-12 07:40:19,2024-12-12 07:40:19,1,0.77,CDR_AGG_PERSON_0657_PERSON_0722,1,WEAK
REL_003763,PERSON_0492,PERSON,PERSON_1101,PERSON,CALLED,2026-05-27 21:47:45,2026-05-27 21:47:45,1,0.47,CDR_AGG_PERSON_0492_PERSON_1101,1,UNKNOWN
REL_003764,PERSON_1018,PERSON,PERSON_1411,PERSON,CALLED,2024-07-08 11:47:45,2024-07-08 11:47:45,1,0.42,CDR_AGG_PERSON_1018_PERSON_1411,1,LIKELY
REL_003765,PERSON_0592,PERSON,PERSON_0596,PERSON,CALLED,2024-06-20 04:21:48,2024-06-20 04:21:48,1,0.82,CDR_AGG_PERSON_0592_PERSON_0596,1,WEAK
REL_003766,PERSON_0394,PERSON,PERSON_1110,PERSON,CALLED,2026-06-09 20:28:01,2026-06-09 20:28:01,1,0.6,CDR_AGG_PERSON_0394_PERSON_1110,1,WEAK
REL_003767,PERSON_1125,PERSON,PERSON_1132,PERSON,CALLED,2024-03-21 01:10:29,2024-03-21 01:10:29,1,0.64,CDR_AGG_PERSON_1125_PERSON_1132,1,WEAK
REL_003768,PERSON_0766,PERSON,PERSON_1147,PERSON,CALLED,2025-06-09 02:03:38,2025-06-09 02:03:38,1,0.79,CDR_AGG_PERSON_0766_PERSON_1147,1,UNKNOWN
REL_003769,PERSON_0044,PERSON,PERSON_0206,PERSON,CALLED,2025-10-18 15:22:14,2025-10-18 15:22:14,1,0.56,CDR_AGG_PERSON_0044_PERSON_0206,1,LIKELY
REL_003770,PERSON_0236,PERSON,PERSON_0950,PERSON,CALLED,2024-03-31 10:37:42,2024-03-31 10:37:42,1,0.76,CDR_AGG_PERSON_0236_PERSON_0950,1,WEAK
REL_003771,PERSON_0655,PERSON,PERSON_0895,PERSON,CALLED,2025-03-27 23:14:32,2025-03-27 23:14:32,1,0.47,CDR_AGG_PERSON_0655_PERSON_0895,1,WEAK
REL_003772,PERSON_0200,PERSON,PERSON_0790,PERSON,CALLED,2024-08-09 07:23:24,2024-08-09 07:23:24,1,0.7,CDR_AGG_PERSON_0200_PERSON_0790,1,WEAK
REL_003773,PERSON_0392,PERSON,PERSON_1408,PERSON,CALLED,2024-03-07 18:20:56,2024-03-07 18:20:56,1,0.8,CDR_AGG_PERSON_0392_PERSON_1408,1,WEAK
REL_003774,PERSON_0397,PERSON,PERSON_1063,PERSON,CALLED,2026-05-12 16:55:55,2026-05-12 16:55:55,1,0.46,CDR_AGG_PERSON_0397_PERSON_1063,1,LIKELY
REL_003775,PERSON_0125,PERSON,PERSON_0508,PERSON,CALLED,2026-02-23 06:55:46,2026-02-23 06:55:46,1,0.84,CDR_AGG_PERSON_0125_PERSON_0508,1,LIKELY
REL_003776,PERSON_0048,PERSON,PERSON_1115,PERSON,CALLED,2024-04-27 15:25:16,2024-04-27 15:25:16,1,0.43,CDR_AGG_PERSON_0048_PERSON_1115,1,UNKNOWN
REL_003777,PERSON_0653,PERSON,PERSON_1500,PERSON,CALLED,2025-02-15 07:11:10,2025-02-15 07:11:10,1,0.7,CDR_AGG_PERSON_0653_PERSON_1500,1,UNKNOWN
REL_003778,PERSON_0328,PERSON,PERSON_0954,PERSON,CALLED,2025-05-26 20:29:56,2025-05-26 20:29:56,1,0.62,CDR_AGG_PERSON_0328_PERSON_0954,1,UNKNOWN
REL_003779,PERSON_0846,PERSON,PERSON_1125,PERSON,CALLED,2024-12-03 09:32:38,2024-12-03 09:32:38,1,0.61,CDR_AGG_PERSON_0846_PERSON_1125,1,LIKELY
REL_003780,PERSON_0570,PERSON,PERSON_0964,PERSON,CALLED,2025-03-03 18:34:47,2025-03-03 18:34:47,1,0.48,CDR_AGG_PERSON_0570_PERSON_0964,1,LIKELY
REL_003781,PERSON_0708,PERSON,PERSON_0934,PERSON,CALLED,2025-05-24 20:35:38,2025-05-24 20:35:38,1,0.71,CDR_AGG_PERSON_0708_PERSON_0934,1,LIKELY
REL_003782,PERSON_0646,PERSON,PERSON_1431,PERSON,CALLED,2025-10-25 16:40:00,2025-10-25 16:40:00,1,0.41,CDR_AGG_PERSON_0646_PERSON_1431,1,WEAK
REL_003783,PERSON_1051,PERSON,PERSON_1396,PERSON,CALLED,2024-12-17 02:54:01,2024-12-17 02:54:01,1,0.45,CDR_AGG_PERSON_1051_PERSON_1396,1,WEAK
REL_003784,PERSON_0119,PERSON,PERSON_0276,PERSON,CALLED,2025-04-07 06:45:49,2025-04-07 06:45:49,1,0.58,CDR_AGG_PERSON_0119_PERSON_0276,1,WEAK
REL_003785,PERSON_0803,PERSON,PERSON_1184,PERSON,CALLED,2026-01-01 13:18:05,2026-01-01 13:18:05,1,0.72,CDR_AGG_PERSON_0803_PERSON_1184,1,UNKNOWN
REL_003786,PERSON_0244,PERSON,PERSON_0461,PERSON,CALLED,2024-05-26 06:41:01,2024-05-26 06:41:01,1,0.5,CDR_AGG_PERSON_0244_PERSON_0461,1,WEAK
REL_003787,PERSON_0333,PERSON,PERSON_0566,PERSON,CALLED,2024-02-07 05:56:18,2024-02-07 05:56:18,1,0.56,CDR_AGG_PERSON_0333_PERSON_0566,1,UNKNOWN
REL_003788,PERSON_0873,PERSON,PERSON_1452,PERSON,CALLED,2026-01-23 01:17:50,2026-01-23 01:17:50,1,0.64,CDR_AGG_PERSON_0873_PERSON_1452,1,UNKNOWN
REL_003789,PERSON_1235,PERSON,PERSON_1482,PERSON,CALLED,2024-10-01 18:53:22,2024-10-01 18:53:22,1,0.68,CDR_AGG_PERSON_1235_PERSON_1482,1,LIKELY
REL_003790,PERSON_1113,PERSON,PERSON_1153,PERSON,CALLED,2025-11-13 16:35:30,2025-11-13 16:35:30,1,0.8,CDR_AGG_PERSON_1113_PERSON_1153,1,UNKNOWN
REL_003791,PERSON_0470,PERSON,PERSON_0749,PERSON,CALLED,2024-10-14 17:52:02,2024-10-14 17:52:02,1,0.77,CDR_AGG_PERSON_0470_PERSON_0749,1,UNKNOWN
REL_003792,PERSON_0480,PERSON,PERSON_1250,PERSON,CALLED,2025-04-25 04:46:17,2025-04-25 04:46:17,1,0.71,CDR_AGG_PERSON_0480_PERSON_1250,1,WEAK
REL_003793,PERSON_1089,PERSON,PERSON_1272,PERSON,CALLED,2024-06-17 10:38:50,2024-06-17 10:38:50,1,0.45,CDR_AGG_PERSON_1089_PERSON_1272,1,WEAK
REL_003794,PERSON_0166,PERSON,PERSON_0750,PERSON,CALLED,2024-09-04 16:25:32,2024-09-04 16:25:32,1,0.45,CDR_AGG_PERSON_0166_PERSON_0750,1,WEAK
REL_003795,PERSON_0221,PERSON,PERSON_1220,PERSON,CALLED,2026-06-05 11:41:00,2026-06-05 11:41:00,1,0.58,CDR_AGG_PERSON_0221_PERSON_1220,1,WEAK
REL_003796,PERSON_0278,PERSON,PERSON_1494,PERSON,CALLED,2026-05-26 05:57:06,2026-05-26 05:57:06,1,0.68,CDR_AGG_PERSON_0278_PERSON_1494,1,UNKNOWN
REL_003797,PERSON_0272,PERSON,PERSON_0903,PERSON,CALLED,2026-01-27 23:33:05,2026-01-27 23:33:05,1,0.53,CDR_AGG_PERSON_0272_PERSON_0903,1,LIKELY
REL_003798,PERSON_0753,PERSON,PERSON_1014,PERSON,CALLED,2024-05-03 10:49:31,2024-05-03 10:49:31,1,0.78,CDR_AGG_PERSON_0753_PERSON_1014,1,WEAK
REL_003799,PERSON_0744,PERSON,PERSON_1077,PERSON,CALLED,2025-02-09 18:48:13,2025-12-02 16:44:31,2,0.59,CDR_AGG_PERSON_0744_PERSON_1077,2,WEAK
REL_003800,PERSON_0683,PERSON,PERSON_1079,PERSON,CALLED,2025-07-01 10:50:56,2025-07-01 10:50:56,1,0.53,CDR_AGG_PERSON_0683_PERSON_1079,1,UNKNOWN
REL_003801,PERSON_1231,PERSON,PERSON_1464,PERSON,CALLED,2024-06-28 01:17:40,2024-06-28 01:17:40,1,0.7,CDR_AGG_PERSON_1231_PERSON_1464,1,WEAK
REL_003802,PERSON_0231,PERSON,PERSON_1121,PERSON,CALLED,2025-04-05 11:29:45,2025-04-05 11:29:45,1,0.77,CDR_AGG_PERSON_0231_PERSON_1121,1,UNKNOWN
REL_003803,PERSON_0234,PERSON,PERSON_0493,PERSON,CALLED,2024-09-15 18:56:04,2024-09-15 18:56:04,1,0.58,CDR_AGG_PERSON_0234_PERSON_0493,1,UNKNOWN
REL_003804,PERSON_0772,PERSON,PERSON_1036,PERSON,CALLED,2026-01-09 17:23:23,2026-01-09 17:23:23,1,0.66,CDR_AGG_PERSON_0772_PERSON_1036,1,LIKELY
REL_003805,PERSON_0258,PERSON,PERSON_1409,PERSON,CALLED,2026-03-30 03:44:03,2026-03-30 03:44:03,1,0.68,CDR_AGG_PERSON_0258_PERSON_1409,1,WEAK
REL_003806,PERSON_1121,PERSON,PERSON_1460,PERSON,CALLED,2026-06-11 04:36:54,2026-06-11 04:36:54,1,0.84,CDR_AGG_PERSON_1121_PERSON_1460,1,WEAK
REL_003807,PERSON_0540,PERSON,PERSON_0995,PERSON,CALLED,2024-11-27 05:54:15,2024-11-27 05:54:15,1,0.68,CDR_AGG_PERSON_0540_PERSON_0995,1,UNKNOWN
REL_003808,PERSON_0334,PERSON,PERSON_0613,PERSON,CALLED,2026-05-04 02:31:29,2026-05-04 02:31:29,1,0.77,CDR_AGG_PERSON_0334_PERSON_0613,1,UNKNOWN
REL_003809,PERSON_0218,PERSON,PERSON_0791,PERSON,CALLED,2025-06-02 14:16:42,2025-06-02 14:16:42,1,0.47,CDR_AGG_PERSON_0218_PERSON_0791,1,LIKELY
REL_003810,PERSON_0748,PERSON,PERSON_0987,PERSON,CALLED,2026-03-30 17:13:06,2026-03-30 17:13:06,1,0.77,CDR_AGG_PERSON_0748_PERSON_0987,1,WEAK
REL_003811,PERSON_0060,PERSON,PERSON_1279,PERSON,CALLED,2024-12-08 03:44:09,2024-12-08 03:44:09,1,0.8,CDR_AGG_PERSON_0060_PERSON_1279,1,WEAK
REL_003812,PERSON_0140,PERSON,PERSON_0769,PERSON,CALLED,2024-06-10 21:24:19,2024-06-10 21:24:19,1,0.44,CDR_AGG_PERSON_0140_PERSON_0769,1,LIKELY
REL_003813,PERSON_0593,PERSON,PERSON_1189,PERSON,CALLED,2025-06-17 16:13:41,2025-06-17 16:13:41,1,0.68,CDR_AGG_PERSON_0593_PERSON_1189,1,LIKELY
REL_003814,PERSON_0342,PERSON,PERSON_1313,PERSON,CALLED,2025-03-05 05:47:11,2025-03-05 05:47:11,1,0.56,CDR_AGG_PERSON_0342_PERSON_1313,1,WEAK
REL_003815,PERSON_1141,PERSON,PERSON_1184,PERSON,CALLED,2024-12-18 08:09:38,2024-12-18 08:09:38,1,0.49,CDR_AGG_PERSON_1141_PERSON_1184,1,UNKNOWN
REL_003816,PERSON_0107,PERSON,PERSON_0697,PERSON,CALLED,2026-02-05 15:20:21,2026-02-05 15:20:21,1,0.44,CDR_AGG_PERSON_0107_PERSON_0697,1,LIKELY
REL_003817,PERSON_0549,PERSON,PERSON_1350,PERSON,CALLED,2025-05-26 04:11:36,2025-05-26 04:11:36,1,0.41,CDR_AGG_PERSON_0549_PERSON_1350,1,LIKELY
REL_003818,PERSON_0477,PERSON,PERSON_0854,PERSON,CALLED,2025-11-27 03:46:59,2025-11-27 03:46:59,1,0.61,CDR_AGG_PERSON_0477_PERSON_0854,1,WEAK
REL_003819,PERSON_0113,PERSON,PERSON_1496,PERSON,CALLED,2025-07-26 01:14:45,2025-07-26 01:14:45,1,0.64,CDR_AGG_PERSON_0113_PERSON_1496,1,LIKELY
REL_003820,PERSON_0002,PERSON,PERSON_0875,PERSON,CALLED,2025-10-04 12:27:01,2025-10-04 12:27:01,1,0.79,CDR_AGG_PERSON_0002_PERSON_0875,1,UNKNOWN
REL_003821,PERSON_0647,PERSON,PERSON_1149,PERSON,CALLED,2026-04-29 15:11:22,2026-04-29 15:11:22,1,0.6,CDR_AGG_PERSON_0647_PERSON_1149,1,UNKNOWN
REL_003822,PERSON_0678,PERSON,PERSON_0892,PERSON,CALLED,2024-08-03 16:43:12,2024-08-03 16:43:12,1,0.62,CDR_AGG_PERSON_0678_PERSON_0892,1,UNKNOWN
REL_003823,PERSON_0191,PERSON,PERSON_0777,PERSON,CALLED,2025-01-03 16:44:47,2025-01-03 16:44:47,1,0.42,CDR_AGG_PERSON_0191_PERSON_0777,1,WEAK
REL_003824,PERSON_0087,PERSON,PERSON_0522,PERSON,CALLED,2026-05-04 04:44:28,2026-05-04 04:44:28,1,0.46,CDR_AGG_PERSON_0087_PERSON_0522,1,WEAK
REL_003825,PERSON_0653,PERSON,PERSON_1042,PERSON,CALLED,2025-04-04 13:20:45,2025-04-04 13:20:45,1,0.6,CDR_AGG_PERSON_0653_PERSON_1042,1,UNKNOWN
REL_003826,PERSON_0031,PERSON,PERSON_0777,PERSON,CALLED,2024-05-07 14:19:46,2024-05-07 14:19:46,1,0.64,CDR_AGG_PERSON_0031_PERSON_0777,1,LIKELY
REL_003827,PERSON_0265,PERSON,PERSON_0634,PERSON,CALLED,2025-03-14 02:14:57,2025-03-14 02:14:57,1,0.54,CDR_AGG_PERSON_0265_PERSON_0634,1,UNKNOWN
REL_003828,PERSON_0454,PERSON,PERSON_0946,PERSON,CALLED,2024-01-04 09:04:57,2024-08-12 15:05:56,2,0.69,CDR_AGG_PERSON_0454_PERSON_0946,2,LIKELY
REL_003829,PERSON_0260,PERSON,PERSON_0707,PERSON,CALLED,2025-12-20 13:03:06,2025-12-20 13:03:06,1,0.66,CDR_AGG_PERSON_0260_PERSON_0707,1,UNKNOWN
REL_003830,PERSON_1173,PERSON,PERSON_1327,PERSON,CALLED,2025-04-21 23:11:22,2025-04-21 23:11:22,1,0.46,CDR_AGG_PERSON_1173_PERSON_1327,1,LIKELY
REL_003831,PERSON_0869,PERSON,PERSON_1256,PERSON,CALLED,2025-01-11 14:03:14,2025-01-11 14:03:14,1,0.7,CDR_AGG_PERSON_0869_PERSON_1256,1,LIKELY
REL_003832,PERSON_1336,PERSON,PERSON_1374,PERSON,CALLED,2024-09-04 02:54:30,2024-09-04 02:54:30,1,0.67,CDR_AGG_PERSON_1336_PERSON_1374,1,LIKELY
REL_003833,PERSON_0453,PERSON,PERSON_0644,PERSON,CALLED,2024-02-19 11:25:18,2024-02-19 11:25:18,1,0.59,CDR_AGG_PERSON_0453_PERSON_0644,1,UNKNOWN
REL_003834,PERSON_0306,PERSON,PERSON_1007,PERSON,CALLED,2025-01-02 11:50:34,2025-01-02 11:50:34,1,0.48,CDR_AGG_PERSON_0306_PERSON_1007,1,WEAK
REL_003835,PERSON_1168,PERSON,PERSON_1314,PERSON,CALLED,2024-07-26 23:34:00,2024-07-26 23:34:00,1,0.6,CDR_AGG_PERSON_1168_PERSON_1314,1,WEAK
REL_003836,PERSON_0066,PERSON,PERSON_0188,PERSON,CALLED,2026-04-23 14:01:39,2026-04-23 14:01:39,1,0.45,CDR_AGG_PERSON_0066_PERSON_0188,1,LIKELY
REL_003837,PERSON_0056,PERSON,PERSON_0263,PERSON,CALLED,2024-03-19 13:07:31,2024-03-19 13:07:31,1,0.6,CDR_AGG_PERSON_0056_PERSON_0263,1,UNKNOWN
REL_003838,PERSON_1161,PERSON,PERSON_1413,PERSON,CALLED,2025-05-19 09:43:55,2025-05-19 09:43:55,1,0.67,CDR_AGG_PERSON_1161_PERSON_1413,1,UNKNOWN
REL_003839,PERSON_0714,PERSON,PERSON_0891,PERSON,CALLED,2025-04-23 16:54:10,2025-04-23 16:54:10,1,0.52,CDR_AGG_PERSON_0714_PERSON_0891,1,UNKNOWN
REL_003840,PERSON_0372,PERSON,PERSON_1359,PERSON,CALLED,2024-07-16 20:46:56,2024-07-16 20:46:56,1,0.8,CDR_AGG_PERSON_0372_PERSON_1359,1,LIKELY
REL_003841,PERSON_0601,PERSON,PERSON_1030,PERSON,CALLED,2026-01-18 01:24:17,2026-01-18 01:24:17,1,0.49,CDR_AGG_PERSON_0601_PERSON_1030,1,UNKNOWN
REL_003842,PERSON_0013,PERSON,PERSON_0160,PERSON,CALLED,2024-10-10 08:05:12,2024-10-10 08:05:12,1,0.83,CDR_AGG_PERSON_0013_PERSON_0160,1,WEAK
REL_003843,PERSON_0337,PERSON,PERSON_1411,PERSON,CALLED,2024-02-20 20:42:03,2025-01-22 00:35:29,2,0.77,CDR_AGG_PERSON_0337_PERSON_1411,2,UNKNOWN
REL_003844,PERSON_0556,PERSON,PERSON_1205,PERSON,CALLED,2024-02-16 05:24:58,2024-02-16 05:24:58,1,0.73,CDR_AGG_PERSON_0556_PERSON_1205,1,LIKELY
REL_003845,PERSON_0382,PERSON,PERSON_1368,PERSON,CALLED,2026-04-08 23:27:35,2026-04-08 23:27:35,1,0.45,CDR_AGG_PERSON_0382_PERSON_1368,1,LIKELY
REL_003846,PERSON_1232,PERSON,PERSON_1354,PERSON,CALLED,2025-06-15 12:15:43,2025-06-15 12:15:43,1,0.72,CDR_AGG_PERSON_1232_PERSON_1354,1,LIKELY
REL_003847,PERSON_0045,PERSON,PERSON_0905,PERSON,CALLED,2025-09-27 09:30:30,2025-09-27 09:30:30,1,0.71,CDR_AGG_PERSON_0045_PERSON_0905,1,LIKELY
REL_003848,PERSON_0539,PERSON,PERSON_0984,PERSON,CALLED,2025-05-22 13:23:19,2025-05-22 13:23:19,1,0.46,CDR_AGG_PERSON_0539_PERSON_0984,1,UNKNOWN
REL_003849,PERSON_0003,PERSON,PERSON_1442,PERSON,CALLED,2024-11-11 06:33:31,2024-11-11 06:33:31,1,0.63,CDR_AGG_PERSON_0003_PERSON_1442,1,WEAK
REL_003850,PERSON_0513,PERSON,PERSON_0532,PERSON,CALLED,2024-02-12 19:14:59,2024-02-12 19:14:59,1,0.82,CDR_AGG_PERSON_0513_PERSON_0532,1,UNKNOWN
REL_003851,PERSON_0019,PERSON,PERSON_0075,PERSON,CALLED,2024-05-26 03:32:11,2024-05-26 03:32:11,1,0.71,CDR_AGG_PERSON_0019_PERSON_0075,1,WEAK
REL_003852,PERSON_0220,PERSON,PERSON_1324,PERSON,CALLED,2025-10-08 14:56:32,2025-10-08 14:56:32,1,0.49,CDR_AGG_PERSON_0220_PERSON_1324,1,WEAK
REL_003853,PERSON_0562,PERSON,PERSON_1179,PERSON,CALLED,2025-01-28 10:41:33,2025-01-28 10:41:33,1,0.7,CDR_AGG_PERSON_0562_PERSON_1179,1,UNKNOWN
REL_003854,PERSON_0127,PERSON,PERSON_0409,PERSON,CALLED,2026-01-25 08:53:59,2026-01-25 08:53:59,1,0.75,CDR_AGG_PERSON_0127_PERSON_0409,1,WEAK
REL_003855,PERSON_0213,PERSON,PERSON_0790,PERSON,CALLED,2025-09-19 07:25:17,2025-09-19 07:25:17,1,0.74,CDR_AGG_PERSON_0213_PERSON_0790,1,UNKNOWN
REL_003856,PERSON_0306,PERSON,PERSON_0618,PERSON,CALLED,2026-04-28 08:59:01,2026-04-28 08:59:01,1,0.71,CDR_AGG_PERSON_0306_PERSON_0618,1,LIKELY
REL_003857,PERSON_0009,PERSON,PERSON_1091,PERSON,CALLED,2025-06-24 10:15:48,2025-06-24 10:15:48,1,0.7,CDR_AGG_PERSON_0009_PERSON_1091,1,UNKNOWN
REL_003858,PERSON_0333,PERSON,PERSON_0346,PERSON,CALLED,2025-02-06 00:55:59,2025-02-06 00:55:59,1,0.67,CDR_AGG_PERSON_0333_PERSON_0346,1,UNKNOWN
REL_003859,PERSON_0077,PERSON,PERSON_0753,PERSON,CALLED,2024-11-24 09:57:39,2024-11-24 09:57:39,1,0.65,CDR_AGG_PERSON_0077_PERSON_0753,1,LIKELY
REL_003860,PERSON_0137,PERSON,PERSON_0902,PERSON,CALLED,2025-04-22 01:49:26,2025-04-22 01:49:26,1,0.68,CDR_AGG_PERSON_0137_PERSON_0902,1,LIKELY
REL_003861,PERSON_0783,PERSON,PERSON_0789,PERSON,CALLED,2024-06-12 05:50:49,2024-06-12 05:50:49,1,0.71,CDR_AGG_PERSON_0783_PERSON_0789,1,UNKNOWN
REL_003862,PERSON_0714,PERSON,PERSON_1412,PERSON,CALLED,2025-03-08 06:33:24,2025-03-08 06:33:24,1,0.4,CDR_AGG_PERSON_0714_PERSON_1412,1,WEAK
REL_003863,PERSON_0703,PERSON,PERSON_0722,PERSON,CALLED,2024-10-02 09:32:19,2024-10-02 09:32:19,1,0.82,CDR_AGG_PERSON_0703_PERSON_0722,1,UNKNOWN
REL_003864,PERSON_0027,PERSON,PERSON_0295,PERSON,CALLED,2025-04-03 00:37:01,2025-04-03 00:37:01,1,0.79,CDR_AGG_PERSON_0027_PERSON_0295,1,WEAK
